No.,Level,Property type,Identifier,Class,Property term,Representation term,Associated class,Mult.,Definition,ISO 21378 Module,ISO 21378 Table,Value Domain,Action
211,2,Reference Association,,General Ledger Journal Entry,,,Journal Entry Type,0..1,"A class contains information for classifying entries in the General Ledger, clarifying the nature and purpose of each entry.",General Ledger,52,,
212,1,Class,,General Ledger Journal Entry Line,,,,,"A class represents a single entry within the General Ledger, containing detailed information about a specific financial transaction or account activity.",General Ledger,52,,
213,2,Attribute,PK,General Ledger Journal Entry Line,Journal ID,Identifier,,1..1,"Unique identifier for each journal entry line.
",General Ledger,52,Identifier Long,
214,2,Attribute,,General Ledger Journal Entry Line,Number,Identifier,,0..1,The number for a line within a journal entry.,General Ledger,52,Identifier Long,
215,2,Attribute,,General Ledger Journal Entry Line,Description,Text,,0..1,The text that characterizes a line within a journal entry.,General Ledger,52,Text Medium,
216,2,Attribute,,General Ledger Journal Entry Line,Debit or Credit Code,Code,,0..1,"A code that classifies a transaction as either increasing assets and expenses, denoted  by 'D' for debit, or increasing liabilities, equity, and revenues, denoted by 'C' for credit.",General Ledger,52,DEBIT CREDIT CODE,
217,2,Attribute,,General Ledger Journal Entry Line,Reversal Indicator,Code,,0..1,A code that indicates if a general ledger entry line is a reversal or is to be reversed.,General Ledger,52,REVERSAL INDICATOR CODE,
218,2,Attribute,,General Ledger Journal Entry Line,Reversal Journal ID,Char,,0..1,The Journal ID of the journal entry line that corresponds to the original entry line being reversed if the Reversal Indicator is set.,General Ledger,52,Char Long,
219,2,Attribute,,General Ledger Journal Entry Line,Cancellation Indicator,Indicator,,0..1,"Signifies whether a journal entry line, already formed but not yet posted, has been cancelled or not.",General Ledger,52,Indicator,
220,2,Composition,,General Ledger Journal Entry Line,,,Account Segment,0..*,"A class furnishes supplementary information for specific Ledger Accounts, enhancing the management of related data in an efficient manner.",General Ledger,52,,
221,2,Composition,,General Ledger Journal Entry Line,Unit Price,,Amount,0..1,"The monetary amount refers to the price per unit of inventory or property, plant, and equipment (PPE).",General Ledger,52,,
222,2,Composition,,General Ledger Journal Entry Line,,,Amounts,0..1,The multi-currency monetary amounts represents the monetary values of ledger accounts.,General Ledger,52,,
223,2,Composition,,General Ledger Journal Entry Line,,,Bill,0..1,The initial source document associated with this journal entry.,General Ledger,52,,
224,2,Composition,,General Ledger Journal Entry Line,,,Quantity,0..1,A class represents the number of items referenced in the journal entry line. It is particularly relevant for inventories or fixed assets.,General Ledger,52,,
225,2,Reference Association,,General Ledger Journal Entry Line,Account Segment,,Bank Account,0..1,Refers to a specific segment within the accounting system that contains information related to bank accounts.,General Ledger,52,,
226,2,Reference Association,,General Ledger Journal Entry Line,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,General Ledger,52,,
227,2,Reference Association,,General Ledger Journal Entry Line,Account Segment,,Employee,0..1,Refers to a specific segment within the accounting system that contains information related to employee.,General Ledger,52,,
228,2,Reference Association,,General Ledger Journal Entry Line,,,Ledger Account,0..1,"The Ledger Account records essential details of General Ledger accounts such as their names, descriptions, types, and hierarchical positioning.",General Ledger,52,,
229,2,Reference Association,,General Ledger Journal Entry Line,Account Segment,,Project,0..1,Refers to a specific segment within the accounting system that contains information related to project,General Ledger,52,,
230,2,Reference Association,,General Ledger Journal Entry Line,,,Settlement Method,0..1,"A class describing various methodologies adopted by the business to settle transactions, which can range from cash payments to bank transfers.",General Ledger,52,,
231,1,Class,,General Ledger Period Balance,,,,,"A class that includes the cumulative total and balance of all accounts within an accounting period. It calculates and presents the starting and ending balances, amounts over the period, and quantities of assets or resources, ensuring a comprehensive reflection of financial status and changes in the General Ledger.",General Ledger,58,,
232,2,Attribute,,General Ledger Period Balance,Beginning Balance Indicator,Code,,0..1,The designation that identifies whether the starting balance of an account is a debit or a credit.,General Ledger,58,DEBIT CREDIT CODE,
233,2,Attribute,,General Ledger Period Balance,Ending Balance Indicator,Code,,0..1,The marker that specifies the nature of the account balance at the end of an accounting period as either a debit or a credit.,General Ledger,58,DEBIT CREDIT CODE,
234,2,Composition,,General Ledger Period Balance,,,Account Segment,0..*,"A class furnishes supplementary information for specific Ledger Accounts, enhancing the management of related data in an efficient manner.",General Ledger,58,,
235,2,Composition,,General Ledger Period Balance,Beginning Balance,,Amounts,0..1,The multi-currency monetary amounts represents the monetary values of ledger accounts at the start of a specified accounting period.,General Ledger,58,,
236,2,Composition,,General Ledger Period Balance,Credit,,Amounts,0..1,"The multi-currency monetary amounts represents the total amount credited to an account during a specific accounting period. It reflects the cumulative sum of credit transactions recorded within the General Ledger, providing insight into the financial activity and changes within the specified period.",General Ledger,58,,
237,2,Composition,,General Ledger Period Balance,Debit,,Amounts,0..1,"The multi-currency monetary amounts represents the total amount debited to an account during a specific accounting period. It reflects the cumulative sum of debit transactions recorded within the General Ledger, providing insight into the financial activity and changes within the specified period.",General Ledger,58,,
238,2,Composition,,General Ledger Period Balance,Ending Balance,,Amounts,0..1,The multi-currency monetary amounts represents the monetary values of ledger accounts at the end of a specified accounting period,General Ledger,58,,
239,2,Composition,,General Ledger Period Balance,Beginning,,Quantity,0..1,"The initial amount of items in the inventory or the Property, Plant, and Equipment (PPE) account at the start of a period.",General Ledger,58,,
240,2,Composition,,General Ledger Period Balance,Credit,,Quantity,0..1,"Denotes the quantity of inventory or Property, Plant, and Equipment (PPE) credited during a specific accounting period. It represents the cumulative total of quantities associated with credit transactions recorded within the General Ledger, offering insights into the inventory or PPE movements over the specified period.",General Ledger,58,,
241,2,Composition,,General Ledger Period Balance,Debit,,Quantity,0..1,"Denotes the quantity of inventory or Property, Plant, and Equipment (PPE) debited during a specific accounting period. It represents the cumulative total of quantities associated with debit transactions recorded within the General Ledger, offering insights into the inventory or PPE movements over the specified period.",General Ledger,58,,
242,2,Composition,,General Ledger Period Balance,Ending,,Quantity,0..1,"The final amount of items in the inventory or the Property, Plant, and Equipment (PPE) account at the end of a period.",General Ledger,58,,
243,2,Reference Association,PK,General Ledger Period Balance,,,Accounting Period,1..1,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",General Ledger,58,,
244,2,Reference Association,,General Ledger Period Balance,Account Segment,,Bank Account,0..1,Refers to a specific segment within the accounting system that contains information related to bank accounts.,General Ledger,58,,
245,2,Reference Association,,General Ledger Period Balance,,,Business Segment,0..*,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,General Ledger,58,,
246,2,Reference Association,,General Ledger Period Balance,Account Segment,,Employee,0..1,Refers to a specific segment within the accounting system that contains information related to employee.,General Ledger,58,,
247,2,Reference Association,PK,General Ledger Period Balance,,,Ledger Account,1..1,"records essential details of General Ledger accounts such as their names, descriptions, types, and hierarchical positioning.",General Ledger,58,,
248,2,Reference Association,,General Ledger Period Balance,,,Measurement Unit,0..1,Ecompasses information regarding the unit of measurement (UOM).,General Ledger,58,,
