sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
48,5,A,,bus:Entity Party Contact Phone Channel Code,,0..1,,"A code specifying the communication channel or medium through which contact information is provided or used.
This code identifies the type of communication mechanism associated with a contact point, in accordance with UN/EDIFACT Data Element 3155 – Communication means type code. It enables consistent interpretation of contact details across systems and jurisdictions.
Examples (non-exhaustive):
TE (Telephone) Voice or data communication via a telephone network.
FX (Telefax) Transmission of documents via facsimile equipment.
EM (Electronic mail) Communication using electronic mail (email). 
The Channel Code is used in conjunction with the corresponding communication identifier (e.g. phone number, fax number, or email address) and supports extensibility for additional communication types as defined by applicable code lists or jurisdictional requirements.",bus,bus:Contact_ Phone,BU02a_02,/CO17a/BU08a/BU02a/BU02a_02,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity_ Party_ Contact.bus:Contact_ Phone.bus:Entity Party Contact Phone Channel Code,CorcEnts.CornPart.BusnPartCont.BuscPhon.BusnPartContPhonChanCod,通信チャネルコード,"連絡先情報が提供または使用される通信チャネルまたは媒体を指定するコード。
このコードは、UN/EDIFACTデータ要素3155「通信手段種別コード」に基づき、連絡先に関連付けられた通信手段の種類を識別する。これにより、システムや管轄区域をまたいで連絡先情報を一貫して解釈できる。
例（これらに限定されません）：
TE(電話)　電話網を介した音声またはデータ通信。
FX(テレファックス)　ファクシミリ機器を介した文書の送信。
EM(電子メール)　電子メール（Eメール）を使用した通信。
チャネルコードは、対応する通信識別子（電話番号、FAX番号、Eメールアドレスなど）と組み合わせて使用​​され、該当するコードリストまたは管轄区域の要件で定義されている追加の通信種別への拡張性をサポートする。",bus:entityPartyContactPhoneChannelCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyContact/bus:entityPartyContactPhone/bus:entityPartyContactPhoneChannelCode
49,5,A,,bus:Entity Party Contact Phone Complete Number,,0..1,,The text string of characters that make up the complete number for this communication.,bus,bus:Contact_ Phone,BU02a_03,/CO17a/BU08a/BU02a/BU02a_03,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity_ Party_ Contact.bus:Contact_ Phone.bus:Entity Party Contact Phone Complete Number,CorcEnts.CornPart.BusnPartCont.BuscPhon.BusnPartContPhonCompNumb,通信番号（完全）,国番号・市外局番等を含む完全な番号文字列（電話番号、FAX番号等）。,bus:entityPartyContactPhoneCompleteNumber,/cor:accountingEntries/cor:entityParty/bus:entityPartyContact/bus:entityPartyContactPhone/bus:entityPartyContactPhoneCompleteNumber
50,5,A,,bus:Entity Party Contact Phone Use Code,,0..1,,"The code specifying the usage or purpose of this communication, such as main, investor-relations, direct. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",bus,bus:Contact_ Phone,BU02a_04,/CO17a/BU08a/BU02a/BU02a_04,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity_ Party_ Contact.bus:Contact_ Phone.bus:Entity Party Contact Phone Use Code,CorcEnts.CornPart.BusnPartCont.BuscPhon.BusnPartContPhonUseCod,通信用途コード,"代表、IR用などの通信用途コード。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",bus:entityPartyContactPhoneUseCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyContact/bus:entityPartyContactPhone/bus:entityPartyContactPhoneUseCode
51,4,C,,bus:Entity Party Contact Fax,,0..*,,Fax number information.,bus,bus:Contact_ Fax,BU03a,/CO17a/BU08a/BU03a,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity_ Party_ Contact.bus:Contact_ Fax,CorcEnts.CornPart.BusnPartCont.BuscFax,【FAX番号】,FAX番号情報。,bus:entityPartyContactFax,/cor:accountingEntries/cor:entityParty/bus:entityPartyContact/bus:entityPartyContactFax
52,5,A,,bus:Entity Party Contact Fax URI Identifier,,0..1,,"The Uniform Resource Identifier (URI), such as a web or an email address, for this communication.",bus,bus:Contact_ Fax,BU03a_01,/CO17a/BU08a/BU03a/BU03a_01,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity_ Party_ Contact.bus:Contact_ Fax.bus:Entity Party Contact Fax URI Identifier,CorcEnts.CornPart.BusnPartCont.BuscFax.BusnPartContFaxUriIdnr,URI,メールアドレスやWebアドレス等のURI。,bus:entityPartyContactFaxUriIdentifier,/cor:accountingEntries/cor:entityParty/bus:entityPartyContact/bus:entityPartyContactFax/bus:entityPartyContactFaxUriIdentifier
53,5,A,,bus:Entity Party Contact Fax Channel Code,,0..1,,"A code specifying the communication channel or medium through which contact information is provided or used.
This code identifies the type of communication mechanism associated with a contact point, in accordance with UN/EDIFACT Data Element 3155 – Communication means type code. It enables consistent interpretation of contact details across systems and jurisdictions.
Examples (non-exhaustive):
TE (Telephone) Voice or data communication via a telephone network.
FX (Telefax) Transmission of documents via facsimile equipment.
EM (Electronic mail) Communication using electronic mail (email). 
The Channel Code is used in conjunction with the corresponding communication identifier (e.g. phone number, fax number, or email address) and supports extensibility for additional communication types as defined by applicable code lists or jurisdictional requirements.",bus,bus:Contact_ Fax,BU03a_02,/CO17a/BU08a/BU03a/BU03a_02,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity_ Party_ Contact.bus:Contact_ Fax.bus:Entity Party Contact Fax Channel Code,CorcEnts.CornPart.BusnPartCont.BuscFax.BusnPartContFaxChanCod,通信チャネルコード,"連絡先情報が提供または使用される通信チャネルまたは媒体を指定するコード。
このコードは、UN/EDIFACTデータ要素3155「通信手段種別コード」に基づき、連絡先に関連付けられた通信手段の種類を識別する。これにより、システムや管轄区域をまたいで連絡先情報を一貫して解釈できる。
例（これらに限定されません）：
TE(電話)　電話網を介した音声またはデータ通信。
FX(テレファックス)　ファクシミリ機器を介した文書の送信。
EM(電子メール)　電子メール（Eメール）を使用した通信。
チャネルコードは、対応する通信識別子（電話番号、FAX番号、Eメールアドレスなど）と組み合わせて使用​​され、該当するコードリストまたは管轄区域の要件で定義されている追加の通信種別への拡張性をサポートする。",bus:entityPartyContactFaxChannelCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyContact/bus:entityPartyContactFax/bus:entityPartyContactFaxChannelCode
54,5,A,,bus:Entity Party Contact Fax Complete Number,,0..1,,The text string of characters that make up the complete number for this communication.,bus,bus:Contact_ Fax,BU03a_03,/CO17a/BU08a/BU03a/BU03a_03,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity_ Party_ Contact.bus:Contact_ Fax.bus:Entity Party Contact Fax Complete Number,CorcEnts.CornPart.BusnPartCont.BuscFax.BusnPartContFaxCompNumb,通信番号（完全）,国番号・市外局番等を含む完全な番号文字列（電話番号、FAX番号等）。,bus:entityPartyContactFaxCompleteNumber,/cor:accountingEntries/cor:entityParty/bus:entityPartyContact/bus:entityPartyContactFax/bus:entityPartyContactFaxCompleteNumber
55,5,A,,bus:Entity Party Contact Fax Use Code,,0..1,,"The code specifying the usage or purpose of this communication, such as main, investor-relations, direct. Enumerated as: bookkeeper, controller, direct, fax, investor-relations, main, switchboard, other.",bus,bus:Contact_ Fax,BU03a_04,/CO17a/BU08a/BU03a/BU03a_04,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity_ Party_ Contact.bus:Contact_ Fax.bus:Entity Party Contact Fax Use Code,CorcEnts.CornPart.BusnPartCont.BuscFax.BusnPartContFaxUseCod,通信用途コード,"代表、IR用などの通信用途コード。
[設定値のリスト]
(bookkeeper：記帳係)、(controller：会計責任者)、(direct：直通)、(fax：FAX)、(investor-relations：IR窓口)、(main：代表)、(switchboard：交換台)、(other：その他)",bus:entityPartyContactFaxUseCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyContact/bus:entityPartyContactFax/bus:entityPartyContactFaxUseCode
56,4,C,,bus:Entity Party Contact Email,,0..*,,Email address information.,bus,bus:Contact_ Email,BU04a,/CO17a/BU08a/BU04a,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity_ Party_ Contact.bus:Contact_ Email,CorcEnts.CornPart.BusnPartCont.BuscEml,【Eメールアドレス】,Eメールアドレス情報。,bus:entityPartyContactEmail,/cor:accountingEntries/cor:entityParty/bus:entityPartyContact/bus:entityPartyContactEmail
57,5,A,,bus:Entity Party Contact Email URI Identifier,,0..1,,"The Uniform Resource Identifier (URI), such as a web or an email address, for this communication.",bus,bus:Contact_ Email,BU04a_01,/CO17a/BU08a/BU04a/BU04a_01,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity_ Party_ Contact.bus:Contact_ Email.bus:Entity Party Contact Email URI Identifier,CorcEnts.CornPart.BusnPartCont.BuscEml.BusnPartContEmlUriIdnr,URI,メールアドレスやWebアドレス等のURI。,bus:entityPartyContactEmailUriIdentifier,/cor:accountingEntries/cor:entityParty/bus:entityPartyContact/bus:entityPartyContactEmail/bus:entityPartyContactEmailUriIdentifier
58,5,A,,bus:Entity Party Contact Email Channel Code,,0..1,,"A code specifying the communication channel or medium through which contact information is provided or used.
This code identifies the type of communication mechanism associated with a contact point, in accordance with UN/EDIFACT Data Element 3155 – Communication means type code. It enables consistent interpretation of contact details across systems and jurisdictions.
Examples (non-exhaustive):
TE (Telephone) Voice or data communication via a telephone network.
FX (Telefax) Transmission of documents via facsimile equipment.
EM (Electronic mail) Communication using electronic mail (email). 
The Channel Code is used in conjunction with the corresponding communication identifier (e.g. phone number, fax number, or email address) and supports extensibility for additional communication types as defined by applicable code lists or jurisdictional requirements.",bus,bus:Contact_ Email,BU04a_02,/CO17a/BU08a/BU04a/BU04a_02,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity_ Party_ Contact.bus:Contact_ Email.bus:Entity Party Contact Email Channel Code,CorcEnts.CornPart.BusnPartCont.BuscEml.BusnPartContEmlChanCod,通信チャネルコード,"連絡先情報が提供または使用される通信チャネルまたは媒体を指定するコード。
このコードは、UN/EDIFACTデータ要素3155「通信手段種別コード」に基づき、連絡先に関連付けられた通信手段の種類を識別する。これにより、システムや管轄区域をまたいで連絡先情報を一貫して解釈できる。
例（これらに限定されません）：
TE(電話)　電話網を介した音声またはデータ通信。
FX(テレファックス)　ファクシミリ機器を介した文書の送信。
EM(電子メール)　電子メール（Eメール）を使用した通信。
チャネルコードは、対応する通信識別子（電話番号、FAX番号、Eメールアドレスなど）と組み合わせて使用​​され、該当するコードリストまたは管轄区域の要件で定義されている追加の通信種別への拡張性をサポートする。",bus:entityPartyContactEmailChannelCode,/cor:accountingEntries/cor:entityParty/bus:entityPartyContact/bus:entityPartyContactEmail/bus:entityPartyContactEmailChannelCode
59,5,A,,bus:Entity Party Contact Email Complete Number,,0..1,,The text string of characters that make up the complete number for this communication.,bus,bus:Contact_ Email,BU04a_03,/CO17a/BU08a/BU04a/BU04a_03,$.cor:Accounting Entries.cor:Entity_ Party.bus:Entity_ Party_ Contact.bus:Contact_ Email.bus:Entity Party Contact Email Complete Number,CorcEnts.CornPart.BusnPartCont.BuscEml.BusnPartContEmlCompNumb,通信番号（完全）,国番号・市外局番等を含む完全な番号文字列（電話番号、FAX番号等）。,bus:entityPartyContactEmailCompleteNumber,/cor:accountingEntries/cor:entityParty/bus:entityPartyContact/bus:entityPartyContactEmail/bus:entityPartyContactEmailCompleteNumber
