sequence,level,property_type,identifier,class_term,property_term,representation_term,associated_class,multiplicity,definition,module,element,label_local,definition_local,id
31,2,Attribute,,btx:Header_ Account Identifier,btx:Description,String,,0..1,Description of accountMainID - the human readable describer that accompanies the code used in accountMainID,btx,btx:description,主勘定科目説明,主勘定科目コードの説明。主勘定科目コードとして使用されるコードについての、人が読める記述。,BT07_BT18_02
32,2,Attribute,,btx:Header_ Account Identifier,btx:Classification,Token,,0..1,"Account type - FASB Concepts 6 and similar international designs. When xbrlInfo is used to associated other XBRL reporting items, this field is more suited to representing existing systems (audit) than data interchange. Enumerated as: asset, liability, equity, income, gain, expense, loss, contr-to-equity, distr-from-equity, comprehensive-income, other.",btx,btx:classification,主勘定科目区分,"主勘定科目の種別。FASB Concepts 6および、同様の国際的な様式。xbrlInfoが他のXBRL項目と関係付けられる場合、データ交換より現存システム(audit)を示すべき。
[設定値のリスト]
(asset：資産)、(liability：負債)、(equity：資本)、(income：収益)、(gain：利得)、(expense：費用)、(loss：損失)、(contr-to-equity：資本増加)、(distr-from-equity：資本減少)、(comprehensive-income：包括利益)、(other：その他)",BT07_BT18_03
33,2,Attribute,,btx:Header_ Account Identifier,btx:Classification Description,String,,0..1,Free format description of the account classification,btx,btx:classificationDescription,主勘定科目区分説明,主勘定科目の区分の説明。,BT07_BT18_04
34,2,Attribute,,btx:Header_ Account Identifier,btx:Parent Number,String,,0..1,Roll up item from child natural account to parent natural account.,btx,btx:parentNumber,親勘定科目コード,子勘定科目から親勘定科目に包み込む科目。,BT07_BT18_05
35,2,Attribute,,btx:Header_ Account Identifier,btx:Purpose of Account,Token,,0..1,"Code related to usage for account aggregate - Consolidating, European, IFRS, Offsetting, Primary, Tax, USGAAP, Japanese, Other. Japanese companies will use this for the tax required offsetting entry. If left blank, assumes default accounting method for company.",btx,btx:purposeOfAccount,勘定科目目的,"勘定科目群の使用法を示すコード。連結、European, IFRS, 見返、プライマリ, 税, USGAAP, Japanese,その他。日本企業では、見返仕訳で要求される税務処理に利用するかもしれない。空白の場合、企業の既定の勘定方法とみなす。
[設定値のリスト]
(consolidating：連結)、(european：ヨーロッパ)、(ifrs：IFRS)、(offsetting：見返)、(primary：プライマリ)、(tax：税)、(usgaap：US GAAP)、(japanese：日本)、(other：その他)",BT07_BT18_06
36,2,Attribute,,btx:Header_ Account Identifier,btx:Purpose of Description,String,,0..1,Description of usage for aggregate account,btx,btx:purposeOfDescription,勘定科目目的説明,勘定科目群の使用法の説明。,BT07_BT18_07
37,2,Attribute,,btx:Header_ Account Identifier,btx:Type,Token,,0..1,"Type of account. Enumerated as: account, bank, employee, customer, job, vendor, measurable, statistical, other.",btx,btx:type,科目種別,"科目の種別。
[設定値のリスト]
(account：勘定科目)、(bank：銀行)、(employee：従業員)、(customer：顧客)、(job：ジョブ)、(vendor：仕入先)、(measurable：計測可能物)、(statistical：統計)、(other：その他)",BT07_BT18_08
38,2,Attribute,,btx:Header_ Account Identifier,btx:Type Description,String,,0..1,Free format description of the account type,btx,btx:typeDescription,科目種別説明,科目の種別の説明。,BT07_BT18_09
39,2,Attribute,,btx:Header_ Account Identifier,btx:Accounting Method,Token,,0..1,"For this entry, the method of accounting represented - from: accrual, cash, modified cash, modified accrual, encumbrance, special methods, hybrid methods, other",btx,btx:accountingMethod,仕訳会計処理方法,"この仕訳の会計処理方法を表す。発生基準、現金基準、修正現金基準、修正発生基準、債務基準、特別な方法、混合方法、その他
[設定値のリスト]
(accrual：発生基準)、(cash：現金基準)、(modified cash：修正現金基準)、(modified accrual：修正発生基準)、(encumbrance：債務基準)、(special methods：特別な方法)、(hybrid methods：混合方法)、(other：その他)",BT07_BT18_10
40,2,Attribute,,btx:Header_ Account Identifier,btx:Accounting Method Description,String,,0..1,Free format description of the entry accounting method,btx,btx:accountingMethodDescription,仕訳会計処理方法説明,仕訳の会計処理方法の説明。,BT07_BT18_11
41,2,Attribute,,btx:Header_ Account Identifier,btx:Accounting Method Purpose,Token,,0..1,"For this entry, the reporting purpose represented - from book, tax, management, statutory, other",btx,btx:accountingMethodPurpose,仕訳会計処理方法目的,"仕訳の報告の目的を表す。帳簿、税、管理、スタチュトリ、その他
[設定値のリスト]
(book：帳簿)、(tax：税)、(management：管理)、(statutory：スタチュトリ)、(other：その他)",BT07_BT18_12
42,2,Attribute,,btx:Header_ Account Identifier,btx:Accounting Method Purpose Description,String,,0..1,Free format description of the entry accounting method purpose,btx,btx:accountingMethodPurposeDescription,仕訳会計処理方法目的説明,仕訳の会計処理方法の目的の説明。,BT07_BT18_13
43,2,Attribute,,btx:Header_ Account Identifier,btx:Active,Boolean,,0..1,"Boolean to indicate whether the account is active (=""true"") or inactive (=""false"")",btx,btx:active,科目有効性,科目が有効か無効かを示すブール値。,BT07_BT18_14
44,2,Reference Association,,btx:Header_ Account Identifier,,,cor:Subaccount,0..*,Class to hold multiple accountSubIDs and Descriptions,btx,cor:subaccount,【サブ科目情報】,複数のaccountSubIDと説明文を含むクラス。,BT07_CO18_15
100,1,Class,,btx:Header_ Adjustment,,,,0..*,"Class representing an adjustment applied at the document or transaction header level. 
It is used to record corrections or modifications that apply to the entire document or transaction, including the adjustment direction (addition/subtraction), reason information, actual values (amount, quantity, and date/time), and references to related parties, invoices, and taxes.",btx,btx:headerAdjustment,【ヘッダ調整】,文書または取引のヘッダレベルで適用される調整を表すクラス。文書全体または取引全体に適用される補正または修正を、加算／減算区分、理由情報、実績値（金額・数量・日時）、および関連当事者・請求書参照・税参照とともに記録するために使用される。,BT14
102,2,Attribute,,btx:Header_ Adjustment,btx:Reason Code,Code,,0..1,Code specifying the reason for the adjustment. May use UNTDED 4465 (Adjustment reason description code),btx,btx:reasonCode,調整理由コード,調整の理由を示すコード。,BT14_01
103,2,Attribute,,btx:Header_ Adjustment,btx:Reason Text,String,,0..1,Text expressing the reason for the adjustment.,btx,btx:reasonText,調整理由テキスト,調整の理由を示すテキスト。,BT14_02
104,2,Attribute,,btx:Header_ Adjustment,btx:Actual Amount,Monetary,,0..1,Actual monetary value added or subtracted as a result of the adjustment.,btx,btx:actualAmount,調整実績金額,調整の結果として加算または減算される実績金額。,BT14_03
105,2,Attribute,,btx:Header_ Adjustment,btx:Actual Quantity,Decimal,,0..1,Actual quantity added or subtracted as a result of the adjustment.,btx,btx:actualQuantity,調整実績数量,調整の結果として加算または減算される実績数量。,BT14_04
106,2,Attribute,,btx:Header_ Adjustment,btx:Actual Date Time,Date Time,,0..1,"Actual date, time, dateTime, or other date/time value of the adjustment.",btx,btx:actualDateTime,調整実績日時,調整の実績日時（年月日、時刻、日時等）。,BT14_05
107,2,Attribute,,btx:Header_ Adjustment,btx:Direction Code,Code,,0..1,Code specifying whether the adjustment is an addition or a subtraction.,btx,btx:directionCode,調整方向コード（加算／減算）,当該調整が加算か減算かを示すコード。,BT14_06
108,2,Reference Association,,btx:Header_ Adjustment,,,taf:Originating_ Document,0..1,Referenced document associated with the adjustment.,btx,taf:originatingDocument,調整参照文書,当該調整に関連して参照される請求書文書。,BT14_TA09_07
109,2,Reference Association,,btx:Header_ Adjustment,,,cor:Party,0..1,Party related to a claim for the adjustment.,btx,cor:party,請求関連当事者,調整に関連する請求（クレーム）に関係する当事者。,BT14_CO22_08
110,2,Composition,,btx:Header_ Adjustment,,,taf:Tax,0..*,Trade tax related to the adjustment.,btx,taf:tax,調整関連取引税,当該調整に関連する取引税。,BT14_TA09_09
170,1,Class,,btx:Header_ Adjustment_ Tax,,,,0..*,"Tax information that is determined or applied as part of a financial adjustment, correction, or settlement process, rather than as a direct transaction tax. This class supports traceability between the tax and the underlying adjustment event.",btx,btx:headerAdjustmentTax,【ヘッダ調整税】,取引税として直接発生するのではなく、調整・修正・精算などの処理に伴って決定または適用される税を表す抽象クラス。調整事象と税情報の対応関係を追跡可能にする。,BT20
172,2,Attribute,,btx:Header_ Adjustment_ Tax,btx:Tax Authority,String,,0..1,Name of the relevant tax authority,btx,btx:taxAuthority,課税庁,関係する課税庁の名前。,BT20_01
173,2,Attribute,,btx:Header_ Adjustment_ Tax,btx:Tax Table Code,String,,0..1,Tax table code used by the relevant tax authority,btx,btx:taxTableCode,税率表コード,関係する課税庁で使用される税率表のコード。,BT20_02
174,2,Attribute,,btx:Header_ Adjustment_ Tax,btx:Tax Description,String,,0..1,Description of tax authority,btx,btx:taxDescription,課税庁説明,課税庁の説明。,BT20_03
175,2,Attribute,,btx:Header_ Adjustment_ Tax,btx:Amount of Tax,Monetary,,0..1,Amount of taxes,btx,btx:amountOfTax,税額,税額。,BT20_04
176,2,Attribute,,btx:Header_ Adjustment_ Tax,btx:Basis for Taxation,Monetary,,0..1,Basis for taxation,btx,btx:basisForTaxation,課税基準,課税基準。,BT20_05
177,2,Attribute,,btx:Header_ Adjustment_ Tax,btx:Tax Percentage Rate,Pure,,0..1,Percent rate for VAT or other taxes normally a number between 0 and 1.0 - e.g. 50% is represented as 0.5,btx,btx:taxPercentageRate,税率,"VAT(物品税)またはその他の税のパーセント比率。
0から1.0の間の値。たとえば50%は0.5とあらわす。",BT20_06
