JP07a,JP08a,Month,JP07a_GL02_03,JP07a_GL02_01,JP08a_GL03_03,JP06b_BS16_01,JP06b_BS16_02,Debit_Amount,JP02c_BS28_01,JP02c_BS28_02,GE05gS_01,JP05a_01,JP05a_02,BS04c5_01,BS04c5_02,JP06d_BS16_01,JP06d_BS16_02,Credit_Amount,JP02d_BS28_01,JP02d_BS28_02,GE05h0_01,JP05b_01,JP05b_02,BS04c6_01,BS04c6_02
119,2,2021-04,2021-04-20,241,飲料水,10E200200,消耗品費,239048,S10,標準10%,21731,,,,,,,0,,,0,,,,
119,3,2021-04,2021-04-20,241,名刺代,10E200200,消耗品費,79048,S10,標準10%,7186,,,,,,,0,,,0,,,,
120,1,2021-04,2021-04-20,269,4月20日伝票No200株式会社 ＹＡＧ,10A100020,現金及び預金,3190411,O,-,0,20,みずほ 本店,,,10A100090,売掛金,3190411,O,-,0,30,㈱YAG,,
120,2,2021-04,2021-04-20,269,4月20日伝票No200株式会社 ＹＡＧ,10E200690,支払手数料,735,S10,標準10%,66,,,,,10A100090,売掛金,735,O,-,0,30,㈱YAG,,
121,1,2021-04,2021-04-20,270,4月20日伝票No275株式会社 アタッチ,10B100040,買掛金,1416910,O,-,0,4,㈱ｱﾀｯﾁ,,,10A100020,現金及び預金,1416910,O,-,0,1,みずほ銀行,,
122,1,2021-04,2021-04-20,271,4月20日伝票No276株式会社 ハナダ,10B100040,買掛金,3596039,O,-,0,6,㈱ﾊﾅﾀﾞ,,,10A100020,現金及び預金,3596039,O,-,0,20,みずほ 本店,,
123,1,2021-04,2021-04-20,272,4月20日伝票No278株式会社 まつむら,10B100040,買掛金,6181724,O,-,0,11,㈱まつむら,,,10B100030,支払手形,6181724,O,-,0,,,,
124,1,2021-04,2021-04-20,299,手形期日落日 まつむら,10B100030,支払手形,5775130,O,-,0,,,,,10A100020,現金及び預金,5775130,O,-,0,1,みずほ銀行,,
125,1,2021-04,2021-04-20,302,手形満期 もみじデパート,10A100020,現金及び預金,9873980,O,-,0,1,みずほ銀行,,,10A100060,受取手形,9873980,O,-,0,,,,
126,1,2021-04,2021-04-20,307,資金移動,10A100020,現金及び預金,3500000,O,-,0,20,みずほ 本店,,,10A100020,現金及び預金,3500000,O,-,0,1,みずほ銀行,,
127,1,2021-04,2021-04-21,25,旅費,10E201230,旅費及び交通費,56000,S10,標準10%,5090,,,,,10A100020,現金及び預金,56000,O,-,0,,,,
128,1,2021-04,2021-04-21,59,旅費,10E201230,旅費及び交通費,30000,S10,標準10%,2727,,,,,10A100020,現金及び預金,30000,O,-,0,,,,
129,1,2021-04,2021-04-21,126,収入印紙,10E200210,租税公課,40000,O,-,0,,,,,10A100020,現金及び預金,40000,O,-,0,,,,
130,1,2021-04,2021-04-21,160,出張旅費,10E201230,旅費及び交通費,70000,S10,標準10%,6363,,,,,10A100020,現金及び預金,70000,O,-,0,,,,
131,1,2021-04,2021-04-22,3,宿泊代,10E200140,福利厚生費,29913,S10,標準10%,2719,,,,,10B100630,未払金,29913,O,-,0,,,,
132,1,2021-04,2021-04-22,38,宿泊費,10E200140,福利厚生費,48164,S10,標準10%,4378,,,,,10B100630,未払金,48164,O,-,0,,,,
133,1,2021-04,2021-04-22,90,ダスキン代,10E201270,雑費,10500,S10,標準10%,954,,,,,10A100020,現金及び預金,10500,O,-,0,,,,
134,1,2021-04,2021-04-22,95,清掃料,10E201270,雑費,71675,S10,標準10%,6515,,,,,10B100630,未払金,71675,O,-,0,,,,
135,1,2021-04,2021-04-22,104,食事代 お好み焼きやきやき2名,10E200150,交際費,3330,S10,標準10%,302,,,,,10A100020,現金及び預金,3330,O,-,0,,,,
136,1,2021-04,2021-04-22,105,飲食代 会費制2名,10E200150,交際費,19048,S10,標準10%,1731,,,,,10A100020,現金及び預金,43811,O,-,0,,,,
136,2,2021-04,2021-04-22,105,飲食代 梅田小路5名,10E200150,交際費,21905,S10,標準10%,1991,,,,,,,0,,,0,,,,
136,3,2021-04,2021-04-22,105,食事代 ホテルジャーマニー2名,10E200150,交際費,2858,S10,標準10%,259,,,,,,,0,,,0,,,,
137,1,2021-04,2021-04-22,107,お見舞い,10E200150,交際費,10000,S10,標準10%,909,,,,,10A100020,現金及び預金,10000,O,-,0,,,,
138,1,2021-04,2021-04-22,152,飲食代 居酒屋くるみ3名,10E200150,交際費,13880,S10,標準10%,1261,,,,,10A100020,現金及び預金,13880,O,-,0,,,,
139,1,2021-04,2021-04-22,161,旅費,10E201230,旅費及び交通費,10850,S10,標準10%,986,,,,,10A100020,現金及び預金,10850,O,-,0,,,,
140,1,2021-04,2021-04-22,166,ダスキン代,10E201270,雑費,1890,S10,標準10%,171,,,,,10A100020,現金及び預金,1890,O,-,0,,,,
141,1,2021-04,2021-04-22,245,駐車代,10E201120,車両費,572,S10,標準10%,52,,,,,10A100020,現金及び預金,6572,O,-,0,,,,
141,2,2021-04,2021-04-22,245,高速代,10E201120,車両費,762,S10,標準10%,69,,,,,,,0,,,0,,,,
141,3,2021-04,2021-04-22,245,ガソリン代,10E201120,車両費,5238,S10,標準10%,476,,,,,,,0,,,0,,,,
142,1,2021-04,2021-04-23,26,旅費,10E201230,旅費及び交通費,11000,S10,標準10%,1000,,,,,10A100020,現金及び預金,11000,O,-,0,,,,
143,1,2021-04,2021-04-23,28,タクシー代,10E201230,旅費及び交通費,2420,S10,標準10%,220,,,,,10B100630,未払金,2420,O,-,0,,,,
144,1,2021-04,2021-04-23,32,事務用品費,10E201110,事務用消耗品費,1850,S10,標準10%,168,,,,,10B100630,未払金,1850,O,-,0,,,,
145,1,2021-04,2021-04-23,54,高速代,10E201120,車両費,1810,S10,標準10%,164,,,,,10A100020,現金及び預金,2620,O,-,0,,,,
145,2,2021-04,2021-04-23,54,駐車代,10E201120,車両費,810,S10,標準10%,73,,,,,,,0,,,0,,,,
146,1,2021-04,2021-04-23,86,切手代,10E200180,通信費,70000,S10,標準10%,6363,,,,,10A100020,現金及び預金,70000,O,-,0,,,,
147,1,2021-04,2021-04-23,140,旅費,10E201230,旅費及び交通費,10350,S10,標準10%,940,,,,,10A100020,現金及び預金,10350,O,-,0,,,,
148,1,2021-04,2021-04-23,141,JR代,10E201230,旅費及び交通費,69500,S10,標準10%,6318,,,,,10A100020,現金及び預金,69500,O,-,0,,,,
149,1,2021-04,2021-04-23,164,事務用品,10E201110,事務用消耗品費,1580,S10,標準10%,143,,,,,10A100020,現金及び預金,1580,O,-,0,,,,
150,1,2021-04,2021-04-24,8,親睦会会費,10E200150,交際費,28572,S10,標準10%,2597,,,,,10A100020,現金及び預金,31582,O,-,0,,,,
150,2,2021-04,2021-04-24,8,差し入れ,10E200150,交際費,3010,S10,標準10%,273,,,,,,,0,,,0,,,,
151,1,2021-04,2021-04-24,108,コーヒー代,10E200150,交際費,1360,S10,標準10%,123,,,,,10A100020,現金及び預金,1360,O,-,0,,,,
152,1,2021-04,2021-04-24,159,タクシー代,10E201230,旅費及び交通費,6450,S10,標準10%,586,,,,,10A100020,現金及び預金,6450,O,-,0,,,,
153,1,2021-04,2021-04-25,29,携帯電話代,10E200180,通信費,64724,S10,標準10%,5884,,,,,10A100020,現金及び預金,64724,O,-,0,10,北海道 駅前,,
154,1,2021-04,2021-04-25,35,新聞代,10E201160,図書費,3925,S10,標準10%,356,,,,,10A100020,現金及び預金,3925,O,-,0,,,,
155,1,2021-04,2021-04-25,87,携帯代,10E200180,通信費,38206,S10,標準10%,3473,,,,,10A100020,現金及び預金,38206,O,-,0,30,三井 名古屋,,
156,1,2021-04,2021-04-25,92,コピー機修繕,10E201000,修繕維持費,18000,S10,標準10%,1636,,,,,10B100630,未払金,18000,O,-,0,,,,
157,1,2021-04,2021-04-25,111,タクシー代,10E201230,旅費及び交通費,12400,S10,標準10%,1127,,,,,10B100630,未払金,12400,O,-,0,,,,
158,1,2021-04,2021-04-25,113,携帯代,10E200180,通信費,58532,S10,標準10%,5321,,,,,10A100020,現金及び預金,58532,O,-,0,40,三菱東京 梅田,,
159,1,2021-04,2021-04-25,114,新聞代,10E201160,図書費,2540,S10,標準10%,230,,,,,10A100020,現金及び預金,5404,O,-,0,,,,
159,2,2021-04,2021-04-25,114,新聞代,10E201160,図書費,2864,S10,標準10%,260,,,,,,,0,,,0,,,,
160,1,2021-04,2021-04-25,121,お茶代,10E200140,福利厚生費,10000,S10,標準10%,909,,,,,10A100020,現金及び預金,10000,O,-,0,,,,
161,1,2021-04,2021-04-25,131,会費,10E201140,諸会費,24000,O,-,0,,,,,10A100020,現金及び預金,24000,O,-,0,40,三菱東京 梅田,,
162,1,2021-04,2021-04-25,146,業務委託費,10E200020,販売手数料,147000,S10,標準10%,13363,,,,,10B100630,未払金,147000,O,-,0,,,,
163,1,2021-04,2021-04-25,170,新聞代,10E201160,図書費,3007,S10,標準10%,273,,,,,10A100020,現金及び預金,3007,O,-,0,,,,
164,1,2021-04,2021-04-25,171,携帯代,10E200180,通信費,42103,S10,標準10%,3827,,,,,10A100020,現金及び預金,42103,O,-,0,50,福岡 北九州,,
165,1,2021-04,2021-04-25,172,業務委託費支払い,10E200020,販売手数料,141000,S10,標準10%,12818,,,,,10B100630,未払金,141000,O,-,0,,,,
166,1,2021-04,2021-04-25,238,ゴルフプレー代,10E200150,交際費,14200,S10,標準10%,1290,,,,,10A100020,現金及び預金,14200,O,-,0,,,,
167,1,2021-04,2021-04-25,253,4月給与その他 0001 役員,10E200090,役員報酬,1720000,O,-,0,,,,,10A100020,現金及び預金,1131093,O,-,0,20,みずほ 本店,,
167,2,2021-04,2021-04-25,253,4月給与その他 0001 役員,,,0,,,0,,,,,10B100690,預り金,111192,O,-,0,1,保険料,,
167,3,2021-04,2021-04-25,253,4月給与その他 0001 役員,,,0,,,0,,,,,10B100690,預り金,171200,O,-,0,2,住民税,,
167,4,2021-04,2021-04-25,253,4月給与その他 0001 役員,,,0,,,0,,,,,10B100690,預り金,166823,O,-,0,3,源泉税,,
167,5,2021-04,2021-04-25,253,4月給与その他 0001 役員,,,0,,,0,,,,,10B100690,預り金,133972,O,-,0,4,貯蓄・保険,,
167,6,2021-04,2021-04-25,253,4月給与その他 0001 役員,,,0,,,0,,,,,10B100690,預り金,5720,O,-,0,9,その他,,
167,7,2021-04,2021-04-25,253,4月給与その他 0020 営業部,10E200370,給料及び手当,2147245,O,-,0,,,,,10A100020,現金及び預金,1641623,O,-,0,20,みずほ 本店,,
167,8,2021-04,2021-04-25,253,4月給与その他 0020 営業部,,,0,,,0,,,,,10B100690,預り金,236635,O,-,0,1,保険料,,
167,9,2021-04,2021-04-25,253,4月給与その他 0020 営業部,,,0,,,0,,,,,10B100690,預り金,117200,O,-,0,2,住民税,,
167,10,2021-04,2021-04-25,253,4月給与その他 0020 営業部,,,0,,,0,,,,,10B100690,預り金,39800,O,-,0,3,源泉税,,
167,11,2021-04,2021-04-25,253,4月給与その他 0020 営業部,,,0,,,0,,,,,10B100690,預り金,43305,O,-,0,4,貯蓄・保険,,
167,12,2021-04,2021-04-25,253,4月給与その他 0020 営業部,,,0,,,0,,,,,10B100690,預り金,68682,O,-,0,9,その他,,
167,13,2021-04,2021-04-25,253,4月給与その他 1000 札幌営業所,10E200370,給料及び手当,865688,O,-,0,,,,,10A100020,現金及び預金,625853,O,-,0,20,みずほ 本店,,
167,14,2021-04,2021-04-25,253,4月給与その他 1000 札幌営業所,,,0,,,0,,,,,10B100690,預り金,100704,O,-,0,1,保険料,,
167,15,2021-04,2021-04-25,253,4月給与その他 1000 札幌営業所,,,0,,,0,,,,,10B100690,預り金,46300,O,-,0,2,住民税,,
167,16,2021-04,2021-04-25,253,4月給与その他 1000 札幌営業所,,,0,,,0,,,,,10B100690,預り金,13990,O,-,0,3,源泉税,,
167,17,2021-04,2021-04-25,253,4月給与その他 1000 札幌営業所,,,0,,,0,,,,,10B100690,預り金,50648,O,-,0,4,貯蓄・保険,,
167,18,2021-04,2021-04-25,253,4月給与その他 1000 札幌営業所,,,0,,,0,,,,,10B100690,預り金,28193,O,-,0,9,その他,,
167,19,2021-04,2021-04-25,253,4月給与その他 3000 名古屋営業所,10E200370,給料及び手当,763200,O,-,0,,,,,10A100020,現金及び預金,538572,O,-,0,20,みずほ 本店,,
167,20,2021-04,2021-04-25,253,4月給与その他 3000 名古屋営業所,,,0,,,0,,,,,10B100690,預り金,92651,O,-,0,1,保険料,,
167,21,2021-04,2021-04-25,253,4月給与その他 3000 名古屋営業所,,,0,,,0,,,,,10B100690,預り金,42600,O,-,0,2,住民税,,
167,22,2021-04,2021-04-25,253,4月給与その他 3000 名古屋営業所,,,0,,,0,,,,,10B100690,預り金,7540,O,-,0,3,源泉税,,
167,23,2021-04,2021-04-25,253,4月給与その他 3000 名古屋営業所,,,0,,,0,,,,,10B100690,預り金,40759,O,-,0,4,貯蓄・保険,,
167,24,2021-04,2021-04-25,253,4月給与その他 3000 名古屋営業所,,,0,,,0,,,,,10B100690,預り金,41078,O,-,0,9,その他,,
167,25,2021-04,2021-04-25,253,4月給与その他 4000 大阪支店,10E200370,給料及び手当,1322268,O,-,0,,,,,10A100020,現金及び預金,1034075,O,-,0,20,みずほ 本店,,
167,26,2021-04,2021-04-25,253,4月給与その他 4000 大阪支店,,,0,,,0,,,,,10B100690,預り金,147384,O,-,0,1,保険料,,
167,27,2021-04,2021-04-25,253,4月給与その他 4000 大阪支店,,,0,,,0,,,,,10B100690,預り金,66200,O,-,0,2,住民税,,
167,28,2021-04,2021-04-25,253,4月給与その他 4000 大阪支店,,,0,,,0,,,,,10B100690,預り金,24960,O,-,0,3,源泉税,,
167,29,2021-04,2021-04-25,253,4月給与その他 4000 大阪支店,,,0,,,0,,,,,10B100690,預り金,27117,O,-,0,4,貯蓄・保険,,
167,30,2021-04,2021-04-25,253,4月給与その他 4000 大阪支店,,,0,,,0,,,,,10B100690,預り金,22532,O,-,0,9,その他,,
167,31,2021-04,2021-04-25,253,4月給与その他 5000 九州営業所,10E200370,給料及び手当,603951,O,-,0,,,,,10A100020,現金及び預金,455817,O,-,0,20,みずほ 本店,,
167,32,2021-04,2021-04-25,253,4月給与その他 5000 九州営業所,,,0,,,0,,,,,10B100690,預り金,66241,O,-,0,1,保険料,,
167,33,2021-04,2021-04-25,253,4月給与その他 5000 九州営業所,,,0,,,0,,,,,10B100690,預り金,31700,O,-,0,2,住民税,,
167,34,2021-04,2021-04-25,253,4月給与その他 5000 九州営業所,,,0,,,0,,,,,10B100690,預り金,8630,O,-,0,3,源泉税,,
167,35,2021-04,2021-04-25,253,4月給与その他 5000 九州営業所,,,0,,,0,,,,,10B100690,預り金,18540,O,-,0,4,貯蓄・保険,,
167,36,2021-04,2021-04-25,253,4月給与その他 5000 九州営業所,,,0,,,0,,,,,10B100690,預り金,23023,O,-,0,9,その他,,
168,1,2021-04,2021-04-25,273,4月25日伝票No201今井百貨店,10A100060,受取手形,20392404,O,-,0,,,,,10A100090,売掛金,20392404,O,-,0,2,今井百貨店,,
169,1,2021-04,2021-04-25,274,4月25日伝票No202株式会社 総合経営,10A100020,現金及び預金,2186153,O,-,0,30,三井 名古屋,,,10A100090,売掛金,2186153,O,-,0,7,㈱総合経営,,
169,2,2021-04,2021-04-25,274,4月25日伝票No202株式会社 総合経営,10E200690,支払手数料,735,S10,標準10%,66,,,,,10A100090,売掛金,735,O,-,0,7,㈱総合経営,,
170,1,2021-04,2021-04-25,275,4月25日伝票No203株式会社 小林マーケット,10A100020,現金及び預金,6636909,O,-,0,10,北海道 駅前,,,10A100090,売掛金,6636909,O,-,0,25,㈱小林ﾏｰｹｯﾄ,,
170,2,2021-04,2021-04-25,275,4月25日伝票No203株式会社 小林マーケット,10E200690,支払手数料,840,S10,標準10%,76,,,,,10A100090,売掛金,840,O,-,0,25,㈱小林ﾏｰｹｯﾄ,,
171,1,2021-04,2021-04-26,62,携帯代,10E200180,通信費,54356,S10,標準10%,4941,,,,,10A100020,現金及び預金,54356,O,-,0,20,みずほ 本店,,
172,1,2021-04,2021-04-26,78,業務委託費支払い,10E200020,販売手数料,189000,S10,標準10%,17181,,,,,10B100630,未払金,189000,O,-,0,,,,
173,1,2021-04,2021-04-26,88,新聞代,10E201160,図書費,3568,S10,標準10%,324,,,,,10A100020,現金及び預金,3568,O,-,0,,,,
174,1,2021-04,2021-04-26,109,ガソリン代,10E201120,車両費,7108,S10,標準10%,646,,,,,10B100630,未払金,7108,O,-,0,,,,
175,1,2021-04,2021-04-26,120,業務委託費,10E200020,販売手数料,525000,S10,標準10%,47727,,,,,10B100630,未払金,525000,O,-,0,,,,
176,1,2021-04,2021-04-26,148,ガソリン代,10E201120,車両費,5500,S10,標準10%,500,,,,,10A100020,現金及び預金,6643,O,-,0,,,,
176,2,2021-04,2021-04-26,148,高速代,10E201120,車両費,1143,S10,標準10%,103,,,,,,,0,,,0,,,,
177,1,2021-04,2021-04-26,304,資金移動,10A100020,現金及び預金,21500000,O,-,0,20,みずほ 本店,,,10A100020,現金及び預金,6000000,O,-,0,10,北海道 駅前,,
177,2,2021-04,2021-04-26,304,資金移動,,,0,,,0,,,,,10A100020,現金及び預金,6500000,O,-,0,30,三井 名古屋,,
177,3,2021-04,2021-04-26,304,資金移動,,,0,,,0,,,,,10A100020,現金及び預金,5500000,O,-,0,40,三菱東京 梅田,,
177,4,2021-04,2021-04-26,304,資金移動,,,0,,,0,,,,,10A100020,現金及び預金,3500000,O,-,0,50,福岡 北九州,,
178,1,2021-04,2021-04-27,1,運賃 佐川急便,10E200870,運賃,89820,S10,標準10%,8165,,,,,10B100630,未払金,89820,O,-,0,,,,
179,1,2021-04,2021-04-27,9,香典代,10E200150,交際費,10000,S10,標準10%,909,,,,,10A100020,現金及び預金,10000,O,-,0,,,,
180,1,2021-04,2021-04-27,13,ガソリン代,10E201120,車両費,12589,S10,標準10%,1144,,,,,10B100630,未払金,12589,O,-,0,,,,
181,1,2021-04,2021-04-27,14,ガソリン代,10E201120,車両費,3000,S10,標準10%,272,,,,,10A100020,現金及び預金,3000,O,-,0,,,,
182,1,2021-04,2021-04-27,15,車両管理費,10E201120,車両費,25000,S10,標準10%,2272,,,,,10A100020,現金及び預金,25000,O,-,0,,,,
183,1,2021-04,2021-04-27,30,保険料支払,10E200240,保険料,54320,X,非仕入,0,,,,,10A100020,現金及び預金,54320,O,-,0,10,北海道 駅前,,
184,1,2021-04,2021-04-27,37,業務委託費,10E200020,販売手数料,1264000,S10,標準10%,114909,,,,,10B100630,未払金,1264000,O,-,0,,,,
185,1,2021-04,2021-04-27,39,会費,10E200140,福利厚生費,9000,S10,標準10%,818,,,,,10A100020,現金及び預金,9000,O,-,0,,,,
186,1,2021-04,2021-04-27,72,新聞代,10E201160,図書費,2864,S10,標準10%,260,,,,,10A100020,現金及び預金,9078,O,-,0,,,,
186,2,2021-04,2021-04-27,72,新聞代,10E201160,図書費,2815,S10,標準10%,255,,,,,,,0,,,0,,,,
186,3,2021-04,2021-04-27,72,新聞代,10E201160,図書費,3399,S10,標準10%,309,,,,,,,0,,,0,,,,
187,1,2021-04,2021-04-28,27,旅費,10E201230,旅費及び交通費,26667,S10,標準10%,2424,,,,,10A100020,現金及び預金,77620,O,-,0,,,,
187,2,2021-04,2021-04-28,27,旅費,10E201230,旅費及び交通費,29524,S10,標準10%,2684,,,,,,,0,,,0,,,,
187,3,2021-04,2021-04-28,27,旅費,10E201230,旅費及び交通費,21429,S10,標準10%,1948,,,,,,,0,,,0,,,,
188,1,2021-04,2021-04-28,93,修繕費,10E201000,修繕維持費,17850,S10,標準10%,1622,,,,,10B100630,未払金,17850,O,-,0,,,,
189,1,2021-04,2021-04-28,315,資金移動,10A100020,現金及び預金,3000000,O,-,0,20,みずほ 本店,,,10A100020,現金及び預金,3000000,O,-,0,1,みずほ銀行,,
190,1,2021-04,2021-04-30,5,広告費,10E200050,広告宣伝費,52500,S10,標準10%,4772,,,,,10A100020,現金及び預金,52500,O,-,0,10,北海道 駅前,,
191,1,2021-04,2021-04-30,36,運賃 ヤマト運輸,10E200870,運賃,1536351,S10,標準10%,139668,,,,,10B100630,未払金,2577532,O,-,0,,,,
191,2,2021-04,2021-04-30,36,運賃 佐川急便,10E200870,運賃,1041181,S10,標準10%,94652,,,,,,,0,,,0,,,,
192,1,2021-04,2021-04-30,40,広告掲載,10E200050,広告宣伝費,50000,S10,標準10%,4545,,,,,10B100630,未払金,50000,O,-,0,,,,
193,1,2021-04,2021-04-30,49,ガソリン代,10E201120,車両費,163470,S10,標準10%,14860,,,,,10B100630,未払金,163470,O,-,0,,,,
193,2,2021-04,2021-04-30,49,高速代,10E201120,車両費,3381,S10,標準10%,307,,,,,10A100020,現金及び預金,4143,O,-,0,,,,
193,3,2021-04,2021-04-30,49,駐車代,10E201120,車両費,762,S10,標準10%,69,,,,,,,0,,,0,,,,
194,1,2021-04,2021-04-30,55,車両管理費,10E201120,車両費,25000,S10,標準10%,2272,,,,,10A100020,現金及び預金,25000,O,-,0,,,,
194,2,2021-04,2021-04-30,55,車両管理費,10E201120,車両費,28000,S10,標準10%,2545,,,,,10A100020,現金及び預金,28000,O,-,0,,,,
194,3,2021-04,2021-04-30,55,高速代,10E201120,車両費,8050,S10,標準10%,731,,,,,10A100020,現金及び預金,8050,O,-,0,,,,
195,1,2021-04,2021-04-30,60,旅費,10E201230,旅費及び交通費,9750,S10,標準10%,886,,,,,10A100020,現金及び預金,9750,O,-,0,,,,
196,1,2021-04,2021-04-30,63,保険料,10E200240,保険料,81000,X,非仕入,0,,,,,10A100020,現金及び預金,81000,O,-,0,20,みずほ 本店,,
197,1,2021-04,2021-04-30,66,リース料,10E200730,借地借家料,209850,S10,標準10%,19077,,,,,10A100020,現金及び預金,209850,O,-,0,20,みずほ 本店,,
198,1,2021-04,2021-04-30,67,会費支払い,10E201140,諸会費,30000,O,-,0,,,,,10A100020,現金及び預金,30000,O,-,0,,,,
199,1,2021-04,2021-04-30,70,有線,10E201270,雑費,6000,S10,標準10%,545,,,,,10B100630,未払金,58381,O,-,0,,,,
199,2,2021-04,2021-04-30,70,警備料,10E201270,雑費,52381,S10,標準10%,4761,,,,,,,0,,,0,,,,
199,3,2021-04,2021-04-30,70,清掃料,10E201270,雑費,73500,S10,標準10%,6681,,,,,10B100630,未払金,73500,O,-,0,,,,
200,1,2021-04,2021-04-30,77,運賃,10E200870,運賃,175565,S10,標準10%,15960,,,,,10B100630,未払金,175565,O,-,0,,,,
201,1,2021-04,2021-04-30,81,お茶代,10E200140,福利厚生費,21000,S10,標準10%,1909,,,,,10B100630,未払金,21000,O,-,0,,,,
202,1,2021-04,2021-04-30,82,ガソリン代,10E201120,車両費,22066,S10,標準10%,2006,,,,,10B100630,未払金,22066,O,-,0,,,,
203,1,2021-04,2021-04-30,83,車両管理費,10E201120,車両費,50000,S10,標準10%,4545,,,,,10A100020,現金及び預金,50000,O,-,0,,,,
204,1,2021-04,2021-04-30,96,警備料,10E201270,雑費,22470,S10,標準10%,2042,,,,,10A100020,現金及び預金,22470,O,-,0,30,三井 名古屋,,
205,1,2021-04,2021-04-30,99,運賃,10E200870,運賃,584630,S10,標準10%,53148,,,,,10B100630,未払金,584630,O,-,0,,,,
206,1,2021-04,2021-04-30,100,会費,10E200140,福利厚生費,6000,S10,標準10%,545,,,,,10A100020,現金及び預金,6000,O,-,0,,,,
207,1,2021-04,2021-04-30,115,保険料,10E200240,保険料,64500,X,非仕入,0,,,,,10A100020,現金及び預金,64500,O,-,0,40,三菱東京 梅田,,
208,1,2021-04,2021-04-30,116,リース料,10E200730,借地借家料,84000,S10,標準10%,7636,,,,,10A100020,現金及び預金,84000,O,-,0,40,三菱東京 梅田,,
209,1,2021-04,2021-04-30,128,収入印紙,10E200210,租税公課,10000,O,-,0,,,,,10A100020,現金及び預金,10000,O,-,0,,,,
210,1,2021-04,2021-04-30,137,有線,10E201270,雑費,6000,S10,標準10%,545,,,,,10B100630,未払金,48858,O,-,0,,,,
