No.,Level,Property type,Identifier,Class,Property Term,Representation Term,Associate Object Class Term,Multiplicity,Description,Module,Table,Value Domain,XBRL-GL
1093,2,Attribute,,General Ledger Line,JE Header Description,Text,,1,Description of the entire journal entry as described by the journal entry header.,GL,25,TEXT256,gl-cor:entryComment
1094,2,Attribute,,General Ledger Line,JE Line Description,Text,,1,Description of the individual line within the journal entry.,GL,25,TEXT256,gl-cor:detailComment
1095,2,Reference Association,,General Ledger Line,,,General Ledger Source,1,"Posting source (code for source from which the journal entry originated, such as sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, spreadsheet, and so on).",GL,25,TEXT25,gl-cor:SourceJournalID (fixed/enumerated list) or gl-cor:sourceJournalDescription (free form)
1096,2,Reference Association,,General Ledger Line,,,Business Unit,1,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in Financial Accounting Standards Board (FASB) Accounting Standards Codification (ASC) 280, Segment Reporting.",GL,25,TEXT25,gl-cor:accountSubID with gl-cor:accountSubType of 'Business_Unit'
1097,2,Attribute,,General Ledger Line,Effective Date,Date,,1,"The date of the journal entry, no matter what date the entry is received or entered. This is sometimes referred to as the accounting date or accounting effective date. For example, if the user wants to see the financial results for the period ending March 5, 20X1, the journal entry can be created on any day during the open period and be assigned to the period ending March 5, 20X1.",GL,25,DATE,gl-cor:postingDate
1098,2,Attribute,,General Ledger Line,Fiscal Year,Code,,1,"Fiscal year in which Effective Date occurs - YYYY for delimited, CCYY-MM-DD fiscal year end (ISO 8601) for Extensible Business Reporting Language Global Ledger taxonomy framework (XBRL GL).",GL,25,TEXT4,"gl-bus:fiscalYearEnd Note that gl-bus:fiscalYearEnd is at a higher level of the XBRL GL hierarchical structure than the detail lines are, an efficient structuring would include pre-grouping by bus:fiscalYearEnd"
1099,2,Attribute,,General Ledger Line,Period,Code,,1,"Fiscal period in which the Effective Date occurs. Examples include W1 - W53 for weekly periods, M1 - M12 for monthly periods, and Q1 - Q4 for quarterly periods.",GL,25,TEXT10,gl-bus:postingCode
1100,2,Reference Association,,General Ledger Line,,,Ledger Account Number,1,Identifier for the GL financial account. The GL Account Number in this file must match the GL Account Number used in the Trial Balance and Chart Of Accounts files. Account Number may include alphanumeric characters.,GL,25,TEXT100,gl-cor:accountMainID
1101,2,Composition,,General Ledger Line,,,Multi Currency Amount,0..1,,GL,25,,gl-muc:multicurrencyDetail
1102,2,Attribute,,General Ledger Line,Amount Credit Debit Indicator,Indicator,,1,Indicates whether the amount is a credit or debit. 'C'=credit; 'D'=debit.,GL,25,TEXT1,gl-cor:debitCreditCode
1103,2,Composition,,General Ledger Line,,,Activity Records,0..1,,GL,25,,
1104,2,Attribute,,General Ledger Line,Reversal Indicator,Indicator,,1,"Indicates whether this entry is a reversal or to be reversed. '1'=entry is a reversal, '2'=entry is to be reversed, and empty ('')=none of the above or system generated indicators. For XBRL GL, this is a Boolean, in which 'true' indicates it is to be reversed; 'false' with provision of a reversingDate indicates the entry is a reversal.",GL,25,TEXT1,gl-usk:reverse true = entry is to be reversed false with gl-usk:reversingDate = provided = entry is a reversal not provided = none of the above.
1105,2,Reference Association,,General Ledger Line,Reveresed,,General Ledger Line,0..1,"When the Reversal Indicator=1, this identifies the Journal ID of the entry being reversed.",GL,25,TEXT100,gl-usk:reversingStdId
1106,2,Composition,,General Ledger Line,,,Segment,0..*,,GL,25,,
1107,1,Class,,General Ledger Source,,,,,"The source code listing provides additional information about the sources provided in the GL Detail file. Each source should have a description, which ERP module or subledger it originates in, along with information relating to the business process it is a part of.",GL,26,,gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor:entriesComment value = 'ads:Source_Listing' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.
1108,2,Attribute,PK,General Ledger Source,Source,Identifier,,1,"Posting source (code for source from which the journal entry originated, such as sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, spreadsheet, and so on). The code must be a unique indication for the underlying source. Must match the source field in the GL Detail file.",GL,26,TEXT25,gl-cor:sourceJournalID if an enumerated set is feasible; gl-cor:sourceJournalDescription otherwise.
1109,2,Attribute,,General Ledger Source,Source Description,Text,,1,"A plain English description of the source. Some of the more common journals are purchases, sales, cash receipts, cash disbursements, and general journal.",GL,26,TEXT100,gl-bus:batchDescription if gl-cor:sourceJournalDescription is used above.
1110,2,Attribute,,General Ledger Source,ERP Subledger Module,Text,,0..1,"Description of the subledger or ERP module the journal entry originated from. Should tie back to a system or significant accounting process. In some instances, may be represented by source.",GL,26,TEXT100,gl-bus:measurableDescription
1111,2,Attribute,,General Ledger Source,System Manual Identifier,Indicator,,0..1,Define if the source creates system- generated or manually entered journal entries. Provide an 'S' or 'M' for the value.,GL,26,TEXT1,gl-bus: entryOrigin
1112,2,Attribute,,General Ledger Source,Business Process Major,Text,,0..1,"The major class of transaction associated with a business process (for example, sales).",GL,26,TEXT100,gl-bus:measurableCodeDescription
1113,2,Attribute,,General Ledger Source,Business Process Minor,Text,,0..1,"A subprocess of the major business process (for example - orders, returns, discounts, and so on).",GL,26,TEXT100,gl-bus:measurableCodeCategory
1114,1,Class,,Open Accounts Receivable,,,,,"The Open Accounts Receivable YYYYMMDD table contains details regarding all open, unpaid, or unresolved customer transactions as of close of business on a specified date (such as the end of the audit period or the end of the fiscal year). If a roll-forward of the AR balances for the period under review is going to be undertaken, it is necessary that two of these files bookend the period. Each row in this table represents the balance expected from the customer for one uniquely identifiable transaction. This file should be at the summary level (by invoice), not at the detailed level (by invoice line item). The sum total of the transaction amounts as of the specified date should reconcile to the total AR amount in the general ledger (GL) as of the same date. The file may be produced to contain only open invoices (showing the original and remaining balances of the invoice) or to include all documents - invoices, cash received, adjustments - in detail. Either way, the information can be determined through bringing together detail from the other files.",O2C,29,,gl-cor:entriesType value = 'other' [entriesType] is a mandatory field; [other] is an enumerated value.<br>gl-cor: entriesComment value = 'ads: Open_Accounts_Receivable_YYYYMMDD' [entriesComment] is the descriptive field describing what is common in the collection of information; introducing audit data standard namespace and qualifier for type of collection ties it to this representation.
1115,2,Reference Association,,Open Accounts Receivable,,,Customer,1,Identifier of the customer from whom payment is expected or to whom unused credits have been applied. Must match a Customer Account ID in the Customer Master Listing YYYYMMDD file.,O2C,29,TEXT100,gl-cor:identifierCode with gl-cor:identifierType = 'customer'
1116,2,Attribute,PK,Open Accounts Receivable,Transaction ID,Identifier,,1,"Unique identifier for each invoice. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each transaction. The same ID must be used for all tables with invoice data (Invoices Generated YYYYMMDD YY YYMMDD, Open Accounts Receivable YYYYMM DD, AR Cash Application YYYYMMDD Y YYYMMDD, and AR Adjustments YYYYMMDD YYYY MMDD).",O2C,29,TEXT100,gl-cor:documentReference
1117,2,Attribute,,Open Accounts Receivable,Transaction Date,Date,,1,"The date of the transaction, regardless of the date the invoice is entered. This is the date from which the due date is calculated based on the invoice terms.",O2C,29,DATE,gl-cor:documentDate
1118,2,Attribute,,Open Accounts Receivable,Transaction Type,Code,,0..1,"The code value or indicator of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the customer (for example, check, wire transfer, cash, credit memo, invoice, interest-only invoice, and so on). If not provided, defaults to invoice.",O2C,29,TEXT25,glcor:documentTypeDescription If additional information is needed over the enumerated gl-cor:documentType; see the following enumeration table.
1119,2,Attribute,,Open Accounts Receivable,Transaction Due Date,Date,,1,"The date payment is due from the customer. Not all transactions will have a due date (for example, credit memos). Aging of a receivable is usually calculated based on this date.",O2C,29,DATE,gl-cor:maturityDate
1120,2,Composition,,Open Accounts Receivable,Remaining Balance,,Multi Currency Amount,0..1,Remaining balance monetary amount recorded in the functional or group currency. No multicurrency translation should need to be performed on this amount because all transactions should be recorded in a single currency.,O2C,29,,gl-muc:multicurrencyDetail
1121,2,Composition,,Open Accounts Receivable,Original Balance,,Multi Currency Amount,0..1,Monetary amount for the original balance (original invoice amount) recorded in the functional or group currency.,O2C,29,,gl-muc:multicurrencyDetail
1122,2,Reference Association,,Open Accounts Receivable,,,Business Unit,1,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited. Must match a Business Unit Code in the Business Unit Listing file.",O2C,29,TEXT50,gl-bus:organizationIdentifier
1123,2,Attribute,,Open Accounts Receivable,Grouping Code,Code,,0..1,"Grouping mechanism for related items in a batch or grouping of invoices, such as the invoice grouping found in certain ERP systems.",O2C,29,TEXT100,gl-bus:batchID
1124,2,,,Open Accounts Receivable,NOTE: THE FOLLOWING FIELDS MAY BE OMITTED IF DETAILED (TRANSACTION-LEVEL) DATA IS PROVIDED.,,,,,O2C,29,,
1125,2,Attribute,,Open Accounts Receivable,Amount Credit Debit Indicator,Indicator,,0..1,Indicates whether the amount is a credit or debit. 'C'=credit; 'D'=debit.,O2C,29,TEXT1,gl-cor:debitCreditCode
1126,2,Attribute,,Open Accounts Receivable,Reference Number,Code,,0..1,"Identification number for an internally or externally generated transaction (for example, check number, wire transfer number, or original document ID).",O2C,29,TEXT100,gl-cor:documentNumber
1127,2,Attribute,,Open Accounts Receivable,Reference Date,Date,,0..1,"Date on an externally generated transaction (for example, check date or wire transfer date).",O2C,29,DATE,gl-cor:documentDate
