sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path
3839,4,A,,Tax Name,Name,0..1,Name Medium,The official title assigned to a category of tax.,JP,42,JP Tax Type,JP02a_BS28_02,/JP17a/JP03a/JP02a_BS28_02,/JP Purchase Order/Consumption Tax Subtotal/JP Tax Type/Tax Name
3840,4,A,,Description,Text,0..1,Text Medium,The details that define and categorize a specific tax type.,JP,42,JP Tax Type,JP02a_BS28_03,/JP17a/JP03a/JP02a_BS28_03,/JP Purchase Order/Consumption Tax Subtotal/JP Tax Type/Description
3841,4,A,,Tax Code Description,Text,0..1,Text Medium,The narrative that clarifies the specific tax code and its application within the broader tax type.,JP,42,JP Tax Type,JP02a_BS28_04,/JP17a/JP03a/JP02a_BS28_04,/JP Purchase Order/Consumption Tax Subtotal/JP Tax Type/Tax Code Description
3842,4,A,,Tax Percentage,Decimal,0..1,Percent,The standard rate applied to a specific tax type and code.,JP,42,JP Tax Type,JP02a_BS28_05,/JP17a/JP03a/JP02a_BS28_05,/JP Purchase Order/Consumption Tax Subtotal/JP Tax Type/Tax Percentage
3843,4,A,,Tax Category Code,Code,0..1,TAX CATEGORY CODE,"UNTDID 5305  Duty or tax or fee category code is a crucial element in trade and financial documentation, facilitating accurate and efficient identification and processing of various tax and fee categories.",JP,0,JP Tax Type,JP02a_01,/JP17a/JP03a/JP02a_01,/JP Purchase Order/Consumption Tax Subtotal/JP Tax Type/Tax Category Code
3844,4,R,,Tax Regulatory,,0..1,,"The reference association to the Tax Regulatory class, which is a class that includes regulatory information for taxation, offering instructions for compliance with tax laws in various jurisdictions.",JP,40,Tax Regulatory,BS27c,/JP17a/JP03a/BS27c,/JP Purchase Order/Consumption Tax Subtotal/JP Tax Type/Tax Regulatory
3845,5,A,REF,Code,Identifier,1..1,REGULATOR CODE,The unique code for a regulatory body or jurisdiction.,JP,40,Tax Regulatory,BS27c_01,/JP17a/JP03a/BS27c_01,/JP Purchase Order/Consumption Tax Subtotal/JP Tax Type/Tax Regulatory/Code
3846,3,C,,(Taxable Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Taxable Local) Amount,GE05gx,/JP17a/JP03a/GE05gx,/JP Purchase Order/Consumption Tax Subtotal/(Taxable Local) Amount
3847,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Taxable Local) Amount,GE05gx_01,/JP17a/JP03a/GE05gx_01,/JP Purchase Order/Consumption Tax Subtotal/(Taxable Local) Amount/Value
3848,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06gF,/JP17a/JP03a/BS06gF,/JP Purchase Order/Consumption Tax Subtotal/(Taxable Local) Amount/Currency
3849,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06gF_01,/JP17a/JP03a/BS06gF_01,/JP Purchase Order/Consumption Tax Subtotal/(Taxable Local) Amount/Currency/Code
3850,3,C,,(Taxable Transaction) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Taxable Transaction) Amount,GE05gy,/JP17a/JP03a/GE05gy,/JP Purchase Order/Consumption Tax Subtotal/(Taxable Transaction) Amount
3851,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Taxable Transaction) Amount,GE05gy_01,/JP17a/JP03a/GE05gy_01,/JP Purchase Order/Consumption Tax Subtotal/(Taxable Transaction) Amount/Value
3852,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06gG,/JP17a/JP03a/BS06gG,/JP Purchase Order/Consumption Tax Subtotal/(Taxable Transaction) Amount/Currency
3853,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06gG_01,/JP17a/JP03a/BS06gG_01,/JP Purchase Order/Consumption Tax Subtotal/(Taxable Transaction) Amount/Currency/Code
3854,2,C,,JP Purchase Order Line,,0..*,,A class representing the detailed specifications for goods or services requested in a purchase order.,JP,0,JP Purchase Order Line,JP18a,/JP17a/JP18a,/JP Purchase Order/JP Purchase Order Line
3855,3,A,PK,ID,Identifier,1..1,Identifier Medium,The unique identifier for a line item within an order.,JP,0,JP Purchase Order Line,JP18a_JP16_GE14_01,/JP17a/JP18a/JP18a_JP16_GE14_01,/JP Purchase Order/JP Purchase Order Line/ID
3856,3,A,,Number,Char,0..1,Char Short,"The number for a specific line within an order, generated manually or by the system.",JP,0,JP Purchase Order Line,JP18a_JP16_GE14_02,/JP17a/JP18a/JP18a_JP16_GE14_02,/JP Purchase Order/JP Purchase Order Line/Number
3857,3,A,,Payer ID,Char,0..1,Char Medium,The unique identifier for the entity responsible for making payment on an order line.,JP,0,JP Purchase Order Line,JP18a_JP16_GE14_03,/JP17a/JP18a/JP18a_JP16_GE14_03,/JP Purchase Order/JP Purchase Order Line/Payer ID
3858,3,A,,Due Date,Date,0..1,DATE,The ultimate date by which the order is requested.,JP,0,JP Purchase Order Line,JP18a_JP16_GE14_04,/JP17a/JP18a/JP18a_JP16_GE14_04,/JP Purchase Order/JP Purchase Order Line/Due Date
3859,3,A,,Status,Code,0..1,STATUS CODE,The current state of the order line item's lifecycle.,JP,0,JP Purchase Order Line,JP18a_JP16_GE14_05,/JP17a/JP18a/JP18a_JP16_GE14_05,/JP Purchase Order/JP Purchase Order Line/Status
3860,3,A,,Quantity Per Package,Integer,0..1,,"The number of individual items in the Basic UOM (smallest unit, e.g., ""PC"" for pencil) contained within a larger unit as specified in the Line UOM (such as dozens, cartons, or other packaging formats).",JP,0,JP Purchase Order Line,JP18a_JP16_01,/JP17a/JP18a/JP18a_JP16_01,/JP Purchase Order/JP Purchase Order Line/Quantity Per Package
3861,3,C,,(Tax Exclude) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Tax Exclude) Amount,GE05gz,/JP17a/JP18a/GE05gz,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude) Amount
3862,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Tax Exclude) Amount,GE05gz_01,/JP17a/JP18a/GE05gz_01,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude) Amount/Value
3863,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06gH,/JP17a/JP18a/BS06gH,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude) Amount/Currency
3864,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06gH_01,/JP17a/JP18a/BS06gH_01,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude) Amount/Currency/Code
3865,3,C,,(Tax Exclude Unit Price) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Tax Exclude Unit Price) Amount,GE05gA,/JP17a/JP18a/GE05gA,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude Unit Price) Amount
3866,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Tax Exclude Unit Price) Amount,GE05gA_01,/JP17a/JP18a/GE05gA_01,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude Unit Price) Amount/Value
3867,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06gI,/JP17a/JP18a/BS06gI,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude Unit Price) Amount/Currency
3868,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06gI_01,/JP17a/JP18a/BS06gI_01,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude Unit Price) Amount/Currency/Code
3869,3,C,,(Tax Include) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Tax Include) Amount,GE05gB,/JP17a/JP18a/GE05gB,/JP Purchase Order/JP Purchase Order Line/(Tax Include) Amount
3870,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Tax Include) Amount,GE05gB_01,/JP17a/JP18a/GE05gB_01,/JP Purchase Order/JP Purchase Order Line/(Tax Include) Amount/Value
3871,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06gJ,/JP17a/JP18a/BS06gJ,/JP Purchase Order/JP Purchase Order Line/(Tax Include) Amount/Currency
3872,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06gJ_01,/JP17a/JP18a/BS06gJ_01,/JP Purchase Order/JP Purchase Order Line/(Tax Include) Amount/Currency/Code
3873,3,C,,(Tax Include Unit Price) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Tax Include Unit Price) Amount,GE05gC,/JP17a/JP18a/GE05gC,/JP Purchase Order/JP Purchase Order Line/(Tax Include Unit Price) Amount
3874,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Tax Include Unit Price) Amount,GE05gC_01,/JP17a/JP18a/GE05gC_01,/JP Purchase Order/JP Purchase Order Line/(Tax Include Unit Price) Amount/Value
3875,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06gK,/JP17a/JP18a/BS06gK,/JP Purchase Order/JP Purchase Order Line/(Tax Include Unit Price) Amount/Currency
3876,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06gK_01,/JP17a/JP18a/BS06gK_01,/JP Purchase Order/JP Purchase Order Line/(Tax Include Unit Price) Amount/Currency/Code
3877,3,C,,Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",JP,0,Quantity,GE15a8,/JP17a/JP18a/GE15a8,/JP Purchase Order/JP Purchase Order Line/Quantity
3878,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,JP,0,Quantity,GE15a8_01,/JP17a/JP18a/GE15a8_01,/JP Purchase Order/JP Purchase Order Line/Quantity/Value
3879,4,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",JP,32,Measurement Unit,BS18ao,/JP17a/JP18a/BS18ao,/JP Purchase Order/JP Purchase Order Line/Quantity/Measurement Unit
3880,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,JP,32,Measurement Unit,BS18ao_01,/JP17a/JP18a/BS18ao_01,/JP Purchase Order/JP Purchase Order Line/Quantity/Measurement Unit/UOM Code
3881,3,C,,(Basic UOM) Quantity,,0..1,,"A class that measures the extent, size, or amount of items, including the unit of measurement.",JP,0,(Basic UOM) Quantity,GE15a9,/JP17a/JP18a/GE15a9,/JP Purchase Order/JP Purchase Order Line/(Basic UOM) Quantity
3882,4,A,,Value,Decimal,0..1,QUANTITY,The numerical amount of a specified item or resource.,JP,0,(Basic UOM) Quantity,GE15a9_01,/JP17a/JP18a/GE15a9_01,/JP Purchase Order/JP Purchase Order Line/(Basic UOM) Quantity/Value
3883,4,R,,Measurement Unit,,0..1,,"The reference association to the Measurement Unit class, which is a class documents the units of measure utilized across various business documents and accounting ledgers.",JP,32,Measurement Unit,BS18ap,/JP17a/JP18a/BS18ap,/JP Purchase Order/JP Purchase Order Line/(Basic UOM) Quantity/Measurement Unit
3884,5,A,REF,UOM Code,Identifier,1..1,MEASUREMENT UNIT CODE,The unique code for the unit of measure used in transactions.,JP,32,Measurement Unit,BS18ap_01,/JP17a/JP18a/BS18ap_01,/JP Purchase Order/JP Purchase Order Line/(Basic UOM) Quantity/Measurement Unit/UOM Code
3885,3,R,,(Settlement Organization) Business Segment,,0..1,,"The reference association to the Settlement Organization Business Segment class, which is a class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.",JP,4,(Settlement Organization) Business Segment,BS04cW,/JP17a/JP18a/BS04cW,/JP Purchase Order/JP Purchase Order Line/(Settlement Organization) Business Segment
3886,4,A,REF,Code,Identifier,1..1,Identifier Short,The unique code identifying a specific business segment.,JP,4,(Settlement Organization) Business Segment,BS04cW_01,/JP17a/JP18a/BS04cW_01,/JP Purchase Order/JP Purchase Order Line/(Settlement Organization) Business Segment/Code
3887,4,A,REF,Segment Reference Level,Char,1..1,Char Short,"The hierarchical level of a business segment within the organization, with lower numbers indicating higher levels.",JP,4,(Settlement Organization) Business Segment,BS04cW_03,/JP17a/JP18a/BS04cW_03,/JP Purchase Order/JP Purchase Order Line/(Settlement Organization) Business Segment/Segment Reference Level
3888,3,C,,(Tax Exclude Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Tax Exclude Local) Amount,GE05gD,/JP17a/JP18a/GE05gD,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude Local) Amount
3889,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Tax Exclude Local) Amount,GE05gD_01,/JP17a/JP18a/GE05gD_01,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude Local) Amount/Value
3890,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06gL,/JP17a/JP18a/BS06gL,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude Local) Amount/Currency
3891,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06gL_01,/JP17a/JP18a/BS06gL_01,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude Local) Amount/Currency/Code
3892,3,C,,(Tax Exclude Unit Price Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Tax Exclude Unit Price Local) Amount,GE05gE,/JP17a/JP18a/GE05gE,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude Unit Price Local) Amount
3893,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Tax Exclude Unit Price Local) Amount,GE05gE_01,/JP17a/JP18a/GE05gE_01,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude Unit Price Local) Amount/Value
3894,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06gM,/JP17a/JP18a/BS06gM,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude Unit Price Local) Amount/Currency
3895,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06gM_01,/JP17a/JP18a/BS06gM_01,/JP Purchase Order/JP Purchase Order Line/(Tax Exclude Unit Price Local) Amount/Currency/Code
3896,3,C,,(Tax Include Local) Amount,,0..1,,A class that specifies a value of money in a given currency.,JP,0,(Tax Include Local) Amount,GE05gF,/JP17a/JP18a/GE05gF,/JP Purchase Order/JP Purchase Order Line/(Tax Include Local) Amount
3897,4,A,,Value,Decimal,0..1,AMOUNT,The numerical value representing a sum of money.,JP,0,(Tax Include Local) Amount,GE05gF_01,/JP17a/JP18a/GE05gF_01,/JP Purchase Order/JP Purchase Order Line/(Tax Include Local) Amount/Value
3898,4,R,,Currency,,0..1,,"The reference association to the Currency class, which is a class holds information about different currencies.",JP,30,Currency,BS06gN,/JP17a/JP18a/BS06gN,/JP Purchase Order/JP Purchase Order Line/(Tax Include Local) Amount/Currency
3899,5,A,REF,Code,Identifier,1..1,CURRENCY CODE,The official name of the currency utilized in the accounting and/or ERP system.,JP,30,Currency,BS06gN_01,/JP17a/JP18a/BS06gN_01,/JP Purchase Order/JP Purchase Order Line/(Tax Include Local) Amount/Currency/Code
