sequence,level,property_type,identifier,class_term,property_term,multiplicity,representation_term,domain_name,associated_class,definition,module,table,id,label_local,definition_local,xpath
475,2,Reference Association,,Account Receivable Open Account,,0..1,,,Sales Invoice,"A class consolidating sales invoices generated, essential in the three-way matching process for reconciling orders and deliveries before recognizing revenue and processing accounts receivable.",Accounts Receivable,61,AR05_16,,,
467,2,Composition,,Account Receivable Open Account,,0..1,,,Amounts,The multi-currency monetary amounts representing the Open Account transaction amount within a specified accounting period.,Accounts Receivable,61,AR05_08,,,
468,2,Composition,,Account Receivable Open Account,Balance,0..1,,,Amounts,The multi-currency monetary balance amounts representing the Open Account remaining balance unreceived or needing settlement.,Accounts Receivable,61,AR05_09,,,
1,1,Class,,Account Segment,,,,,,"A class furnishes supplementary information for specific Ledger Accounts, enhancing the management of related data in an efficient manner.",General,0,GE01,,,
2,2,Attribute,,Account Segment,Number,0..1,Char,Char Medium,,The number for an account segment.,General,0,GE01_01,,,
3,2,Attribute,,Account Segment,Type Name,0..1,Name,Name Medium,,The designation of an account segment category.,General,0,GE01_02,,,
4,2,Attribute,,Account Segment,Value Code,0..1,Char,Char Medium,,The identifier assigned to a specific account segment.,General,0,GE01_03,,,
5,2,Attribute,,Account Segment,Value Code Name,0..1,Name,Name Medium,,The title assigned to an account segment's identifier.,General,0,GE01_04,,,
6,1,Class,,Accounting Period,,,,,,"A specific duration within a fiscal year, delineated by its beginning and ending dates. It serves as the timeframe during which business transactions and entries are accumulated and organized into financial statements and reports.",Base,22,BS01,,,
7,2,Attribute,PK,Accounting Period,Fiscal Year,1..1,Identifier,YEAR,,"The year for which financial records are kept, expressed in four digits.",Base,22,BS01_01,,,
8,2,Attribute,PK,Accounting Period,ID,1..1,Identifier,PERIOD IDENTIFIER,,The span of time covered by an accounting record.,Base,22,BS01_02,,,
9,2,Attribute,,Accounting Period,Beginning Date,0..1,Date,DATE,,The start date for a given accounting period.,Base,22,BS01_03,,,
10,2,Attribute,,Accounting Period,Ending Date,0..1,Date,DATE,,The close date for a given accounting period.,Base,22,BS01_04,,,
11,1,Class,,Activities,,,,,,"A class capturing a record of system user actions within an auditee's system, which includes instances of entry, approval, last modification, and posting of data or transactions.",General,0,GE02,,,
12,2,Composition,,Activities,Approved,0..1,,,Activity,"Occurs at a specific date and time when a system user confirms the status of a data entry, indicating that it has been reviewed, validated, and authorized for further processing or inclusion in the financial records.",General,0,GE02_01,,,
13,2,Composition,,Activities,Created,0..1,,,Activity,"The initial action where a system user inputs new data into the accounting system at a specific date and time, generating a record representing a financial transaction or relevant account information. It involves the validation, approval, and official recording of the data entry, affirming its accuracy and completeness.",General,0,GE02_02,,,
14,2,Composition,,Activities,Last Modified,0..1,,,Activity,"Refers to the most recent action taken to alter or update a data entry within the accounting system. It indicates the date and time of the last modification made to the entry, reflecting the latest revision or adjustment.",General,0,GE02_03,,,
15,2,Composition,,Activities,Posted,0..1,,,Activity,"Involves the validation, approval, and official recording of a data entry within the accounting system by a system user at a specific date and time, affirming its accuracy and completeness.",General,0,GE02_04,,,
16,1,Class,,Activity,,,,,,A class that records specific actions or tasks completed or in progress.,General,0,GE03,,,
17,2,Attribute,,Activity,Date,0..1,Date,DATE,,"The date marks when an activity occurred, ideally recorded automatically by the system.",General,0,GE03_01,,,
18,2,Attribute,,Activity,Time,0..1,Time,TIME,,The specified time at which an activity occurs.,General,0,GE03_02,,,
19,2,Reference Association,,Activity,,0..1,,,User,"A class containing information on system users, essential for managing access, security, and auditing system interactions.",General,0,GE03_03,,,
20,1,Class,,Address,,,,,,A class that specifies the location details of an individual or entity.,General,0,GE04,,,
21,2,Attribute,,Address,Street Address1,0..1,Name,Name Medium,,The primary line of the street address.,General,0,GE04_01,,,
22,2,Attribute,,Address,Street Address2,0..1,Name,Name Medium,,"The secondary line of the street address, if applicable.",General,0,GE04_02,,,
23,2,Attribute,,Address,City Name,0..1,Name,CITY NAME,,The municipal designation within an address.,General,0,GE04_03,,,
24,2,Attribute,,Address,State Province Code,0..1,Code,STATE PROVINCE CODE,,The code for the state or province of the address as specified by ISO 3166-2.,General,0,GE04_04,,,
25,2,Attribute,,Address,Postal Code,0..1,Code,POSTAL CODE,,The code that identifies a specific geographic delivery area for an address.,General,0,GE04_05,,,
26,2,Attribute,,Address,Country Code,0..1,Code,COUNTRY CODE,,"The official code representing the country of an address, as standardized by ISO 3166-1.",General,0,GE04_06,,,
27,1,Class,,Amount,,,,,,A class that specifies a value of money in a given currency.,General,0,GE05,,,
28,2,Attribute,,Amount,Value,0..1,Decimal,AMOUNT,,The numerical value representing a sum of money.,General,0,GE05_01,,,
29,2,Reference Association,,Amount,,0..1,,,Currency,A class holds information about different currencies.,General,0,GE05_02,,,
35,1,Class,,Amounts,,,,,,"A class that keeps track of money values in different currencies, including the main, report, local, and transaction currencies for clear financial understanding and analysis in various regions and economies.",General,0,GE06,,,
36,2,Composition,,Amounts,Functional,0..1,,,Amount,The monetary amount recorded in the functional currency. Primarily used for accounting purposes.,General,0,GE06_01,,,
37,2,Composition,,Amounts,Local,0..1,,,Amount,The monetary amount expressed in the currency of the country where the transaction took place.,General,0,GE06_02,,,
38,2,Composition,,Amounts,Reporting,0..1,,,Amount,"The amount used in financial reporting, recorded in the reporting currency.",General,0,GE06_03,,,
39,2,Composition,,Amounts,Transaction,0..1,,,Amount,The monetary amount documented in business transaction records.,General,0,GE06_04,,,
43,1,Class,,Bank Account,,,,,,A class includes details associated with a bank account.,Base,38,BS03,,,
44,2,Attribute,PK,Bank Account,Number,1..1,Identifier,Identifier Medium,,"The unique number for an account within a financial institution, for which the use of ISO 13616-2 International Bank Account Number (IBAN) format is recommended when applicable.",Base,38,BS03_01,,,
45,2,Attribute,,Bank Account,Name,0..1,Name,Name Medium,,The designated title of an account established at a financial institution such as a bank or settlement center.,Base,38,BS03_02,,,
46,2,Attribute,,Bank Account,Bank Code,0..1,Code,BANK CODE,,"The unique identifier for a financial institution, compliant with ISO 9362 (Business Identifier Code, BIC) or ISO 17442 (Legal Entity Identifier, LEI), with ISO 17442 being preferred.",Base,38,BS03_03,,,
47,2,Attribute,,Bank Account,Bank Name,0..1,Name,Name Medium,,"The official legal name of a financial institution, including banks and settlement centers.",Base,38,BS03_04,,,
48,2,Attribute,,Bank Account,Branch Code,0..1,Code,BRANCH CODE,,The identifier assigned to a specific branch of a financial institution.,Base,38,BS03_05,,,
49,2,Attribute,,Bank Account,Branch Name,0..1,Name,Name Long,,The official name of a branch of a financial institution.,Base,38,BS03_06,,,
50,2,Attribute,,Bank Account,Branch Country Code,0..1,Code,COUNTRY CODE,,"The code indicating a financial institution's branch country, compliant with ISO 3166-1 standards.",Base,38,BS03_07,,,
51,2,Attribute,,Bank Account,Branch Region,0..1,Name,Name Short,,"The regional area, such as a state or province, within a country where the branch is located.",Base,38,BS03_08,,,
52,2,Attribute,,Bank Account,Active Indicator,0..1,Indicator,Indicator,,The flag indicating if a bank account is currently active and available for transactions.,Base,38,BS03_09,,,
53,2,Reference Association,,Bank Account,,0..*,,,Business Segment,A class signifies the structural units depicted within an organizational chart. It serves to illustrate relationships with business partners and conveys various business contexts.,Base,38,BS03_10,,,
