sequence,level,property_type,identifier,class_term,property_term,multiplicity,representation_term,domain_name,associated_class,definition,module,table,id,label_local,definition_local,xpath
1110,2,Composition,,Entry Detail SA,,0..*,,,Measurable SA,"Parent for information regarding measurable items associated with the enclosing entryDetail line. Primary area used for holding performance measures. Based on needs for tracking inventory transactional detail, but suitable for anything assigned to an ""account"", ""reporting bucket"" or ""code"". Can be used to track any movements.",gl-cor,0,CO16_43,【計測可能物情報】,明細行に関係付けられた、計測可能物の情報の親タグ。おもにパフォーマンス測定のために使用される。在庫移動の詳細の追跡の必要性に基づき、「科目」、「報告バケット」、「コード」に関係付けられるあらゆるものに適する。あらゆる活動を追跡するために使用可能。,gl-bus:measurable
1111,2,Composition,,Entry Detail SA,,0..*,,,Account SA,"Tuple: parent container for account numbers and identifiers. No entry is made here, but each detail line may have multiple accounts assigned to it for reporting in different GAAPs, offsetting accounts in Japan, passing along information to consolidation systems about local versus consolidating accounts, etc. For example, the account 4783HG-QOWI-192837-1000 may be expressed so:
/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department 
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",gl-cor,0,CO16_44,【科目識別子】,"勘定科目番号と識別子の親コンテナ。 ここには記入されないが、個々の明細行は、異なるGAAPでの報告や、日本の見返勘定や、連結勘定科目に対する個別情報の連結会計システムへの伝達などのための、複数の勘定科目を持ちうる。例えば、勘定科目4783HG-QOWI-192837-1000は、次のように表現されうる。
/account/accountMainID 1000
/account/accountMainDescription Cash
/account/accountSub/accountSubID 4783HG
/account/accountSub/accountSubDescription Department
/account/accountSub/accountSubID QOWI
/account/accountSub/accountSubDescription Branch
/account/accountSub/accountSubID 192837
/account/accountSub/accountSubDescription Division",gl-cor:account
1112,1,Class,,Identifier Reference SA,,,,,,"Identification for customer, vendor, or employee.",gl-cor,0,CO17,【CVE情報】,顧客、仕入先、従業員のための識別子。,gl-cor:identifierReference
79,2,Attribute,PK,Identifier Reference SA,ID,0..1,Identifier,,,Internal ID Number associated with identifierReference,gl-cor,0,CO17_CO02_01,CVE識別番号（内部）,identifierReferenceに関係付けられた、内部ID番号。,gl-cor:identifierCode
87,2,Attribute,,Identifier Reference SA,Active,0..1,Boolean,,,"Boolean to indicate whether the identifier is active (=""true"") or inactive (=""false"")",gl-cor,0,CO17_CO02_09,CVE有効性,CVE識別子が有効か無効かを示すブール値。,
1127,2,Composition,,Identifier Reference SA,,0..*,,,Registered Entity Identifier SA,,gl-cor,0,CO17_14,,,
1128,2,Composition,,Identifier Reference SA,,0..*,,,Contact SA,,gl-cor,0,CO17_15,,,
1129,1,Class,,Registered Entity Identifier SA,,,,,,Structure containing references to an external authority associated with identifier,gl-cor,0,CO18,【登録法人識別子】,識別子と関係付けられる外部機関への参照情報を含む構造体。,gl-cor:identifierExternalReference
77,2,Attribute,,Registered Entity Identifier SA,Verification Date,0..1,Date,,,Date on which the External Authority last performed a verification,gl-cor,0,CO18_CO01_03,外部機関認証日付,外部機関が最後に認証した日付。,
1133,1,Class,,Contact SA,,,,,,Information about contacts.,gl-cor,0,CO19,【担当者情報】,担当者に関する情報。,gl-cor:identifierContactInformationStructure
47,2,Attribute,,Contact SA,Last Name,0..1,Name,,,Last or family name,gl-cor,0,CO19_BU06_02,姓,姓,
48,2,Attribute,,Contact SA,First Name,0..1,Name,,,First or given name,gl-cor,0,CO19_BU06_03,名,名、クリスチャンネーム,
54,2,Attribute,,Contact SA,Active,0..1,Boolean,,,"Boolean to indicate whether the contact is active (=""true"") or inactive (=""false"")",gl-cor,0,CO19_BU06_09,担当者有効性,担当者が有効か無効かを示すブール値。,
1144,1,Class,,Measurable SA,,,,,,"Parent for information regarding measurable items associated with the enclosing entryDetail line. Primary area used for holding performance measures. Based on needs for tracking inventory transactional detail, but suitable for anything assigned to an ""account"", ""reporting bucket"" or ""code"". Can be used to track any movements.",gl-cor,0,CO20,【計測可能物情報】,明細行に関係付けられた、計測可能物の情報の親タグ。おもにパフォーマンス測定のために使用される。在庫移動の詳細の追跡の必要性に基づき、「科目」、「報告バケット」、「コード」に関係付けられるあらゆるものに適する。あらゆる活動を追跡するために使用可能。,gl-bus:measurable
227,2,Attribute,,Measurable SA,Measurable Identification,0..1,Char,,,Internal inventory part or SKU number or other code identifier for the measurable.,gl-cor,0,CO20_BU12_04,計測可能物識別子,計測可能物の社内在庫部分またはSKU番号またはその他のコード識別子。,gl-bus:measurableID
228,2,Attribute,,Measurable SA,Schema for Measurable Identification,0..1,Char,,,URI or other identifier for schema with which measurable ID can be validated,gl-cor,0,CO20_BU12_05,計測可能物識別子スキーマ,計測可能物のIDを検証するスキーマの、URIまたはその他の識別子。,gl-bus:measurableIDSchema
231,2,Attribute,,Measurable SA,Measurable Description,0..1,Text,,,Text description of measurable (e.g. inventory item or other identifier),gl-cor,0,CO20_BU12_08,計測可能物説明,計測可能物の説明。（たとえば、在庫やその他の識別子）,gl-bus:measurableDescription
232,2,Composition,,Measurable SA,,0..1,,,Quantity,"Number of units in this transaction; for non-monetary calculations; can be square footage, number of people, etc.",gl-cor,0,CO20_BU12_09,数量,この取引における、単位数量。金額計算用ではない。平方フィート、人数など。,
235,2,Attribute,,Measurable SA,Start Time,0..1,DateTime,,,Start time of the duration being measured,gl-cor,0,CO20_BU12_12,開始日時,計量期間の開始時刻。,gl-bus:measurableStartDateTime
236,2,Attribute,,Measurable SA,End Time,0..1,DateTime,,,End time of the duration being measured,gl-cor,0,CO20_BU12_13,終了日時,計量期間の終了時刻。,gl-bus:measurableEndDateTime
237,2,Attribute,,Measurable SA,Active,0..1,Boolean,,,"Boolean to indicate whether the measurable is active (=""true"") or inactive (=""false"")",gl-cor,0,CO20_BU12_14,計測可能物有効性,計測可能物が有効か無効かを示すブール値。,
1159,1,Class,,Account SA,,,,,,"Tuple: parent container for account numbers and identifiers. No entry is made here, but each detail line may have multiple accounts assigned to it for reporting in different GAAPs, offsetting accounts in Japan, passing along information to consolidation systems about local versus consolidating accounts, etc. For example, the account 4783HG-QOWI-192837-1000 may be expressed so:
/account/accountMainID 1000  
/account/accountMainDescription Cash  
/account/accountSub/accountSubID 4783HG  
/account/accountSub/accountSubDescription Department 
/account/accountSub/accountSubID QOWI  
/account/accountSub/accountSubDescription Branch  
/account/accountSub/accountSubID 192837  
/account/accountSub/accountSubDescription Division",gl-cor,0,CO21,【科目識別子】,"勘定科目番号と識別子の親コンテナ。 ここには記入されないが、個々の明細行は、異なるGAAPでの報告や、日本の見返勘定や、連結勘定科目に対する個別情報の連結会計システムへの伝達などのための、複数の勘定科目を持ちうる。例えば、勘定科目4783HG-QOWI-192837-1000は、次のように表現されうる。
/account/accountMainID 1000
/account/accountMainDescription Cash
/account/accountSub/accountSubID 4783HG
/account/accountSub/accountSubDescription Department
/account/accountSub/accountSubID QOWI
/account/accountSub/accountSubDescription Branch
/account/accountSub/accountSubID 192837
/account/accountSub/accountSubDescription Division",gl-cor:account
163,2,Attribute,PK,Account SA,Account Number,0..1,Identifier,,,"Main account - the code used to identify the accounting bucket the entry has been assigned to. Examples might be 1000 for Cash, 567GAAZ for Sales Expense or Z for tax payments. Identifiers such as department, branch, division, manager, or other modifiers are noted in the Subaccount area. Before needing to post, account is not necessary. Posting to the general ledger almost always requires an entry here.",gl-cor,0,CO21_CO07_01,主勘定科目コード,"主勘定科目。仕訳が関連する会計バケットを特定するためのコード。例えば、現金を表す1000、販売費を表す567GAAZ、税を表すZ。
部門、支店、事業部、マネージャ、その他の識別子は、Subaccount領域に記述される。転記の必要がなければ、勘定科目は必要ではない。総勘定元帳に転記するにはほとんどの場合必要。",gl-cor:accountMainID
1171,2,Composition,,Account SA,,0..*,,,Subaccount SA,Tuple to hold multiple accountSubIDs and Descriptions,gl-cor,0,CO21_11,【サブ科目情報】,複数のaccountSubIDと説明文を含むタプル。,gl-cor:accountSub
1172,1,Class,,Subaccount SA,,,,,,Tuple to hold multiple accountSubIDs and Descriptions,gl-cor,0,CO22,【サブ科目情報】,複数のaccountSubIDと説明文を含むタプル。,gl-cor:accountSub
158,2,Attribute,PK,Subaccount SA,Code,0..1,Identifier,,,"Where the primary account was placed in accountMainID, the code used for each profit center, division, gl-business unit, fund, program, branch, project, class, su-class or other modifier is placed here.",gl-cor,0,CO22_CO06_01,サブ科目コード,主勘定科目をaccountMainIDに指定したときに、各プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子に使用されるコードはここに指定する。,gl-cor:accountSubID
160,2,Attribute,,Subaccount SA,Type,0..1,Char,,,"Type of sub-account - profit center, division, gl-business unit, fund, program, branch, project, class, su-class or other modifier is placed here. For example:: Accountability center: gl-business unit: Class:Department: Project: Fund: Program:Job: Profit center: Branch: Setup class: Division: Unit",gl-cor,0,CO22_CO06_03,サブ科目種別,小勘定科目の種別。プロフィットセンタ、事業部、事業体、基金、プログラム、支店、プロジェクト、クラス、su-クラス又は他の修飾子がここに配置される。 例えば、責任単位、事業単位、クラス、部、プロジェクト、基金、プログラム、ジョブ、プロフィットセンター、支店、セットアップクラス、部門、ユニット,gl-cor:accountSubType
1176,1,Class,,Accounting Entries SA,,,,,,Root for XBRL GL. No entry made here.,gl-cor,0,CO23,【会計仕訳】,XBRL GLのルート要素。 この要素にはデータは登録されない。,gl-cor:accountingEntries
1181,2,Composition,,Accounting Entries SA,,0..*,,,Document Information SA,Parent for descriptive information about the accountingEntries section in which it is contained.,gl-cor,0,CO23_04,【文書情報】,この会計仕訳に関する情報の親タグ。,gl-cor:documentInfo
1182,2,Composition,,Accounting Entries SA,,0..*,,,Entity Information SA,Holder for entity information - information about the reporting organization.,gl-cor,0,CO23_05,【事業体情報】,事業体情報（報告組織に関する情報）の入れ物。,gl-cor:entityInformation
1183,2,Composition,,Accounting Entries SA,,0..*,,,Entry Header SA,Parent for entry headers/journal entry headers.,gl-cor,0,CO23_06,【仕訳情報】,エントリヘッダー/仕訳記入ヘッダーの親タグ。,gl-cor:entryHeader
