Klassifikaatori elementide täielik loetelu,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
0128,012,4,0,"Vürtsi-, maitse-, uimastavate taimede ja ravimtaimede kasvatus","Growing of spices, aromatic, drug and pharmaceutical crops",,"Ühe- ja mitmeaastaste vürtsi- ja maitsetaimede kasvatamine, nt: pipar (Piper spp.), muskaatpähkel, muskaatõis ja kardemon, aniis, tähtaniis ja apteegitill vürtsi- või maitseainena, kaneel (kanella), nelk, ingver, vanill, humal, köömned ja sinep, ravim- ja uimastavate taimede kasvatamine ka: taimede kasvatamisega seotud vürtsi-, maitse- ja ravimtaimede päikesekuivatamine","Growing of perennial and non-perennial spices and aromatic crops: pepper (Piper spp.), nutmeg, mace and cardamoms, anise, badian and fennel as a spice or aromatic plant, cinnamon (Canella), cloves, ginger, vanilla, hops, caraway and mustard, growing of drug and narcotic crops This class also includes: sun drying of spices and aromatic, drug and pharmaceutical plants when associated with the growing of the plants",,,,,,,,"Vürtsi-, maitse- ja ravimtaimede päikesekuivatamine kolmandate isikute poolt, vt 0163","Sun drying of spices and aromatic, drug and pharmaceutical plants by third parties, see 0163",,,,,,2025-01-01 00:00:00,
01281,0128,5,1,"Vürtsi-, maitse-, uimastavate taimede ja ravimtaimede kasvatus","Growing of spices, aromatic, drug and pharmaceutical crops",,"Ühe- ja mitmeaastaste vürtsi- ja maitsetaimede kasvatamine, nt: pipar (Piper spp.), muskaatpähkel, muskaatõis ja kardemon, aniis, tähtaniis ja apteegitill vürtsi- või maitseainena, kaneel (kanella), nelk, ingver, vanill, humal, köömned ja sinep, ravim- ja uimastavate taimede kasvatamine ka: taimede kasvatamisega seotud vürtsi-, maitse- ja ravimtaimede päikesekuivatamine","Growing of perennial and non-perennial spices and aromatic crops: pepper (Piper spp.), nutmeg, mace and cardamoms, anise, badian and fennel as, spice or aromatic plant, cinnamon (Canella), cloves, ginger, vanilla, hops, caraway and mustard, growing of drug and narcotic crops This class also includes: sun drying of spices and aromatic, drug and pharmaceutical plants when associated with the growing of the plants",,,,,,,,"Vürtsi-, maitse- ja ravimtaimede päikesekuivatamine kolmandate isikute poolt, vt 01631","Sun drying of spices and aromatic, drug and pharmaceutical plants by third parties, see 01631",,,,,,2025-01-01 00:00:00,
0129,012,4,0,Muude mitmeaastaste taimede kasvatus,Growing of other perennial crops,,"Kummipuude kasvatamine lateksi kogumiseks, jõulupuude kasvatamine, puude kasvatamine mahla kogumiseks, peamiselt punutiste tegemiseks kasutatava taimse materjali kasvatamine","Growing of rubber trees for harvesting of latex, growing of Christmas trees, growing of trees for extraction of sap, growing of vegetable materials of a kind used primarily for plaiting",,,,,,,,"Lillede ja lilleseemnete kasvatamine, õiepungade lõikus, vt 0119 puumahla ja kummitaolise vaigu kogumine looduses, vt 0230","Growing of flowers, cutting of flower buds and growing of flower seeds, see 0119 gathering of tree sap or rubber-like gums in the wild, see 0230",,,,,,2025-01-01 00:00:00,
01291,0129,5,1,Muude mitmeaastaste taimede kasvatus,Growing of other perennial crops,,"Kummipuude kasvatamine lateksi kogumiseks, jõulupuude kasvatamine, puude kasvatamine mahla kogumiseks, peamiselt punutiste tegemiseks kasutatava taimse materjali kasvatamine","Growing of rubber trees for harvesting of latex, growing of Christmas trees, growing of trees for extraction of sap, growing of vegetable materials of a kind used primarily for plaiting",,,,,,,,"Lillede ja lilleseemnete kasvatamine, õiepungade lõikus, vt 01191 puumahla ja kummitaolise vaigu kogumine looduses, vt 02301","Growing of flowers, cutting of flower buds and growing of flower seeds, see 01191 gathering of tree sap or rubber-like gums in the wild, see 02301",,,,,,2025-01-01 00:00:00,
013,01,3,0,Taimede paljundamine,Plant propagation,,,,,,,,,,,,,,,,,,2025-01-01 00:00:00,
0130,013,4,0,Taimede paljundamine,Plant propagation,,"Kogu taimelise istutusmaterjali tootmine, k.a pistikute, juurevõsude ja seemikute kasvatamine kas taimede otseseks paljundamiseks või selleks, et luua pookealuseid, mille külge poogitakse valitud poogend. istikute kasvatamine, dekoratiivtaimede kasvatamine, k.a siirdmuru kasvatamine, taimede kasvatamine sibulate, mugulate ja juurte paljundamiseks, pist- ja pookokste kasvatamine, seeneniidistiku kasvatamine, puukoolide (v.a metsapuid kasvatavate puukoolide) tegevus","The production of all vegetative planting materials, including cuttings, suckers and seedlings either for direct plant propagation or to create plant grafting stock into which a selected scion is grafted for eventual planting to produce crops. growing of plants for planting, growing of plants for ornamental purposes, including turf for transplanting, growing of live plants for bulbs, tubers and roots, cuttings and slips, and mushroom spawn, operation of tree nurseries, except forest tree nurseries",,,,,,,,"Taimede kasvatamine seemnete tootmiseks, vt 011, 012 metsapuid kasvatavate puukoolide tegevus, vt 0210","Growing of plants for the purpose of seed production, see 011, 012 operation of forest tree nurseries, see 0210",,,,,,2025-01-01 00:00:00,
01301,0130,5,1,Taimede paljundamine,Plant propagation,,"Kogu taimelise istutusmaterjali tootmine, k.a pistikute, juurevõsude ja seemikute kasvatamine kas taimede otseseks paljundamiseks või selleks, et luua pookealuseid, mille külge poogitakse valitud poogend. istikute kasvatamine, dekoratiivtaimede kasvatamine, k.a siirdmuru kasvatamine, taimede kasvatamine sibulate, mugulate ja juurte paljundamiseks, pist- ja pookokste kasvatamine, seeneniidistiku kasvatamine, puukoolide (v.a metsapuid kasvatavate puukoolide) tegevus","The production of all vegetative planting materials, including cuttings, suckers and seedlings either for direct plant propagation or to create plant grafting stock into which a selected scion is grafted for eventual planting to produce crops. growing of plants for planting, growing of plants for ornamental purposes, including turf for transplanting, growing of live plants for bulbs, tubers and roots, cuttings and slips, and mushroom spawn, operation of tree nurseries, except forest tree nurseries",,,,,,,,"Taimede kasvatamine seemnete tootmiseks, vt 011, 012 metsapuid kasvatavate puukoolide tegevus, vt 02101","Growing of plants for the purpose of seed production, see 011, 012 operation of forest tree nurseries, see 02101",,,,,,2025-01-01 00:00:00,
014,01,3,0,Loomakasvatus,Animal production,,Kõigi loomade (v.a veeloomade) kasvatamine ja aretamine,"Farming (husbandry, raising) and breeding of all animals, except aquatic animals",,,,,,,,"Põllumajandusloomade pidamine või talitamine rendi- vms suhte alusel, vt 0162 tapamajadest pärit nahkade tootmine, vt 1011","Farm animal boarding and care, see 0162 production of hides and skins from slaughterhouses, see 1011",,,,,,2025-01-01 00:00:00,
0141,014,4,0,Piimakarjakasvatus,Raising of dairy cattle,,"Piimaveiste ja/või -pühvlite kasvatamine ja aretamine, lehmade või pühvlite toorpiima tootmine, piimaveiste sperma tootmine","Raising and breeding of dairy cattle and/or buffaloes, production of raw milk from cows or buffaloes, production of bovine semen of dairy breeds",,,,,,,,"Piima töötlemine, vt 1051","Processing of milk, see 1051",,,,,,2025-01-01 00:00:00,
01411,0141,5,1,Piimakarjakasvatus,Raising of dairy cattle,,"Piimaveiste ja/või -pühvlite kasvatamine ja aretamine, lehmade või pühvlite toorpiima tootmine, piimaveiste sperma tootmine","Raising and breeding of dairy cattle and/or buffaloes, production of raw milk from cows or buffaloes, production of bovine semen of dairy breeds",,,,,,,,"Piima töötlemine, vt 10511 koduloomade (piimakarja) vedelatest ja tahketest väljaheitetest või nende segudest koos allapanuga tekkinud jääte tootmine, vt 20151","Processing of milk, see 10511 production of waste from liquid and solid excrements or their mixtures with bedding from domestic animals (dairy cattle), see 20151",,,,,,2025-01-01 00:00:00,
0142,014,4,0,Muu veislaste ja pühvlikasvatus,Raising of other cattle and buffaloes,,"Lihaveiste ja -pühvlite kasvatamine ja aretamine, lihaveiste sperma tootmine ka: veoveiste või -pühvlite kasvatamine ja aretamine, võitluspullide kasvatamine ja aretamine","Raising and breeding of cattle and buffaloes for meat, production of bovine semen of meat breeds This class also includes: raising and breeding of draft cattle or buffaloes, raising and breeding of fighting bulls",,,,,,,,,,,,,,,2025-01-01 00:00:00,
01421,0142,5,1,Muu veislaste ja pühvlikasvatus,Raising of other cattle and buffaloes,,"Lihaveiste ja -pühvlite kasvatamine ja aretamine, lihaveiste sperma tootmine ka: veoveiste või -pühvlite kasvatamine ja aretamine, võitluspullide kasvatamine ja aretamine","Raising and breeding of cattle and buffaloes for meat, production of bovine semen of meat breeds This class also includes: raising and breeding of draft cattle or buffaloes, raising and breeding of fighting bulls",,,,,,,,"Koduloomade (veislaste) vedelatest ja tahketest väljaheitetest või nende segudest koos allapanuga tekkinud jääte tootmine, vt 20151","Production of waste from liquid and solid excrements or their mixtures with bedding from domestic animals (cattle), see 20151",,,,,,2025-01-01 00:00:00,
0143,014,4,0,Hobusekasvatus ja muude hobuslaste kasvatus,Raising of horses and other equines,,"Hobuste, eeslite, muulade ja hobueeslite kasvatamine ja aretamine, sõltumata eesmärgist","Raising and breeding of horses, asses, mules or hinnies, regardless of the purpose",,,,,,,,"Võidusõidu- ja ratsatallide tegevus (kui seal ei tegeleta aretusega), vt 9319","Operation of racing and riding stables (if they do not have breeding activities), see 9319",,,,,,2025-01-01 00:00:00,
01431,0143,5,1,Hobusekasvatus ja muude hobuslaste kasvatus,Raising of horses and other equines,,"Hobuste, eeslite, muulade ja hobueeslite kasvatamine ja aretamine, sõltumata eesmärgist","Raising and breeding of horses, asses, mules or hinnies, regardless of the purpose",,,,,,,,"Võidusõidu- ja ratsatallide tegevus (kui seal ei tegeleta aretusega), vt 93199 koduloomade (hobuslaste) vedelatest ja tahketest väljaheitetest või nende segudest koos allapanuga tekkinud jääte tootmine, vt 20151","Operation of racing and riding stables (if they do not have breeding activities), see 93199 production of waste from liquid and solid excrements or their mixtures with bedding from domestic animals (horses), see 20151",,,,,,2025-01-01 00:00:00,
0144,014,4,0,Kaamelikasvatus,Raising of camels and camelids,,Kaamelite (dromedaride) ja kaamellaste kasvatamine ja aretamine,Raising and breeding of camels (dromedary) and camelids,,,,,,,,,,,,,,,2025-01-01 00:00:00,
01441,0144,5,1,Kaamelikasvatus,Raising of camels and camelids,,Kaamelite (dromedaride) ja kaamellaste kasvatamine ja aretamine,Raising and breeding of camels (dromedary) and camelids,,,,,,,,,,,,,,,2025-01-01 00:00:00,
0145,014,4,0,Lamba- ja kitsekasvatus,Raising of sheep and goats,,"Lammaste ja kitsede kasvatamine ja aretamine, lamba või kitse toorpiima tootmine, toorvilla tootmine","Raising and breeding of sheep and goats, production of raw sheep or goat milk, production of raw wool",,,,,,,,"Lammaste pügamine tasu eest või lepingu alusel, vt 0162 kitkevilla tootmine, vt 1011 piima töötlemine, vt 1051","Sheep shearing on a fee or contract basis, see 0162 production of pulled wool, see 1011 processing of milk, see 1051",,,,,,2025-01-01 00:00:00,
01451,0145,5,1,Lamba- ja kitsekasvatus,Raising of sheep and goats,,"Lammaste ja kitsede kasvatamine ja aretamine, lamba või kitse toorpiima tootmine, toorvilla tootmine","Raising and breeding of sheep and goats, production of raw sheep or goat milk, production of raw wool",,,,,,,,"Lammaste pügamine tasu eest või lepingu alusel, vt 01621 kitkevilla tootmine, vt 10111 piima töötlemine, vt 10511 koduloomade (lammaste ja kitsede) vedelatest ja tahketest väljaheitetest või nende segudest koos allapanuga tekkinud jääte tootmine, vt 20151","Sheep shearing on a fee or contract basis, see 0162 production of pulled wool, see 10111 processing of milk, see 10511 production of waste from liquid and solid excrements or their mixtures with bedding from domestic animals (sheep and goats), see 20151",,,,,,2025-01-01 00:00:00,
0146,014,4,0,Seakasvatus,Raising of swine and pigs,,Sigade kasvatamine ja aretamine,Raising and breeding of swine and pigs,,,,,,,,,,,,,,,2025-01-01 00:00:00,
01461,0146,5,1,Seakasvatus,Raising of swine and pigs,,Sigade kasvatamine ja aretamine,Raising and breeding of swine and pigs,,,,,,,,"Koduloomade (sigade) vedelatest ja tahketest väljaheitetest või nende segudest koos allapanuga tekkinud sõnniku tootmine, vt 20151","Production of manure from liquid and solid excrements or their mixtures with bedding from domestic animals (pigs), see 20151",,,,,,2025-01-01 00:00:00,
0147,014,4,0,Kodulinnukasvatus,Raising of poultry,,"Kodulindude kasvatamine ja aretamine, nt: kanad, kalkunid, pardid, haned, vutid, jaanalinnud või pärlkanad, kodulindude munade tootmine, haudejaamade käitamine, kodulindude munade inkubeerimine","Raising and breeding of poultry, e.g.: chickens, turkeys, ducks, geese, quails, ostriches or guineafowls, production of eggs from poultry, operation of poultry hatcheries, automated egg hatching for poultry",,,,,,,,"Sulgede ja udusulgede tootmine, vt 1012","Production of feathers or down, see 1012",,,,,,2025-01-01 00:00:00,
01471,0147,5,1,Kodulinnukasvatus,Raising of poultry,,"Kodulindude kasvatamine ja aretamine, nt: kanad, kalkunid, pardid, haned, vutid, jaanalinnud või pärlkanad, kodulindude munade tootmine, haudejaamade käitamine, kodulindude munade inkubeerimine","Raising and breeding of poultry, e.g.: chickens, turkeys, ducks, geese, quails, ostriches or guineafowls, production of eggs from poultry, operation of poultry hatcheries, automated egg hatching for poultry",,,,,,,,"Sulgede ja udusulgede tootmine, vt 10121 kodulindude vedelatest ja tahketest väljaheitetest või nende segudest koos allapanuga tekkinud jääte tootmine, vt 20151","Production of feathers or down, see 10121 production of waste from liquid and solid excrements or their mixtures with bedding from domestic birds, see 20151",,,,,,2025-01-01 00:00:00,
0148,014,4,0,Muu loomakasvatus,Raising of other animals,,"Poolkodustatud või muude elusloomade kasvatamine ja aretamine: linnud (v.a kodulinnud), putukad, küülikud vm karusloomad, põhjapõdrad, linnunahkade tootmine kasvandustes või roomajate kasvatamisest saadud nahkade tootmine (nt maod ja kilpkonnad), roomajate kasvatamine ja aretamine (v.a krokodillid), maismaaussi-, -molluski-, -teofarmide jms tegevus, siidiusside kasvatamine, siidiussikookonite tootmine, mesindus, mesilassaaduste (mesi, mesilasvaha, taruvaik, mesilasmürk, meekärjed) tootmine, mesilaste paljundamine müügiks, lemmikloomade kasvatamine ja aretamine (v.a kalad), nt: kassid ja koerad, linnud, nt papagoid, hamstrid","Raising and breeding of semi-domesticated or other live animals, e.g.: birds (except poultry), insects, rabbits and other fur animals, reindeer, production of bird skins from ranching operations or skins from farming reptiles (e.g. snakes and turtles), raising and breeding of reptiles, except crocodiles, operation of land worm farms, land mollusc farms, land snail farms, etc., raising of silkworms, production of silkworm cocoons, beekeeping, production of bees’ byproducts (e.g. honey, beeswax, propolis, bee venom or honeycomb), bee propagation for sale, raising and breeding of pets (except fish), e.g.: cats and dogs, birds (e.g. parakeets), hamsters",,,,,,,,"Jahipidamisest pärit nahkade tootmine, vt 0170 dekoratiivkalade kasvatamine, vt 032 konnade, krokodillide, hulkharjasusside kasvanduste tegevus, vt 0321, 0322 kalakasvanduste tegevus, vt 0321, 0322 lemmikloomade hooldamine ja treenimine, vt 9699 lemmikloomade varjupaikade tegevus, vt 9699","Production of hides and skins originating from hunting and trapping, see 0170 raising of live ornamental fish, see 032 operation of frog farms, crocodile farms, marine worm farms, see 0321, 0322 operation of fish farms, see 0321, 0322 boarding and training of pets, see 9699 operation of shelters for abandoned pets, see 9699",,,,,,2025-01-01 00:00:00,
01481,0148,5,1,Mesindus,Bee keeping,,"Mesindus, mesilassaaduste (mesi, mesilasvaha, taruvaik, mesilasmürk, meekärjed) tootmine, mesilaste paljundamine müügiks","Beekeeping, production of bees’ byproducts (e.g. honey, beeswax, propolis, bee venom or honeycomb), bee propagation for sale",,,,,,,,"Meekäitlemise toimingud (vurritamine, pakendamine) väljaspool mesiniku valdusi, teise mesiniku mee vurritamine või pakendamine, meesegude valmistamine, lisandite (näiteks pähklite, marjade vms) lisamine meele, vt 10891","Honey processing operations (extraction, packaging) outside the beekeeper's property, extraction or packaging of another beekeeper's honey, preparation of honey mixtures, addition of ingredients (e.g., nuts, berries, etc.) to honey, see 10891",,,,,,2025-01-01 00:00:00,
