version,sme_nr,mbie_nr,level,identifier,UNID,acronym,class_term,sequence,multiplicity,multiplicity_SME,property_term,representation_term,associated_class,short_name,definition,label_local,definition_local,code_list,attribute,DEN,name,element,xpath
v4,142,2247,2,,UN01005913,BBIE,CIIH_ Supply Chain_ Trade Settlement,4,0..1,0..1,Tax_ Currency,Code,,Tax Currency Code,The code specifying the tax currency for this CIIH supply chain trade settlement.,税通貨コード,"税の通貨コード。
＝JPY（デフォルト）","通貨コード
ISO4217",,CIIH_ Supply Chain_ Trade Settlement. Tax_ Currency. Code,TransactionTaxCurrencyCode,TaxCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/TaxCurrencyCode
v4,143,2248,2,,UN01005914,BBIE,CIIH_ Supply Chain_ Trade Settlement,5,0..1,1..1,Invoice_ Currency,Code,,Invoice Currency Code,The code specifying the invoice currency for this CIIH supply chain trade settlement.,文書通貨コード,"インボイス文書の通貨コード。
＝JPY（デフォルト）","通貨コード
ISO4217",,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Currency. Code,TransactionInvoiceCurrencyCode,InvoiceCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceCurrencyCode
v4,144,2249,2,,UN01005915,BBIE,CIIH_ Supply Chain_ Trade Settlement,6,0..1,0..1,Payment_ Currency,Code,,Payment Currency Code,The code specifying the payment currency for this CIIH supply chain trade settlement.,支払通貨コード,請求支払通貨コード（デフォルトはJPY）,"通貨コード
ISO4217",,CIIH_ Supply Chain_ Trade Settlement. Payment_ Currency. Code,TransactionPaymentCurrencyCode,PaymentCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PaymentCurrencyCode
,,2250,,,UN01006043,BBIE,CIIH_ Supply Chain_ Trade Settlement,7,0..n,0..0,Creditor Reference Type,Code,,Creditor Reference Type Code,A code specifying the creditor reference type for this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Creditor Reference Type. Code,,CreditorReferenceTypeCode,
,,2251,,,UN01006044,BBIE,CIIH_ Supply Chain_ Trade Settlement,8,0..n,0..0,Creditor Reference Type,Text,,Creditor Reference Type Text,"A creditor reference type, expressed as text, for this CIIH supply chain trade settlement.",,,,,CIIH_ Supply Chain_ Trade Settlement. Creditor Reference Type. Text,,CreditorReferenceTypeText,
,,2252,,,UN01006045,BBIE,CIIH_ Supply Chain_ Trade Settlement,9,0..n,0..0,Creditor Reference Issuer,Identifier,,Creditor Reference Issuer ID,An identifier of the creditor reference issuer for this CIIH supply change trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Creditor Reference Issuer. Identifier,,CreditorReferenceIssuerID,
,,2253,,,UN01008771,BBIE,CIIH_ Supply Chain_ Trade Settlement,10,0..1,0..0,Invoice Issuer_ Reference,Text,,Invoice Issuer Reference Text,"The invoicer reference, expressed as text, for this CIIH supply chain trade settlement.",,,,,CIIH_ Supply Chain_ Trade Settlement. Invoice Issuer_ Reference. Text,,InvoiceIssuerReferenceText,
,,2254,,,UN01009054,BBIE,CIIH_ Supply Chain_ Trade Settlement,11,0..1,0..0,Invoice,Date Time,,Invoice Date Time,"The date, time, date time or other date time value of the invoice in this CIIH supply chain trade settlement.",,,,,CIIH_ Supply Chain_ Trade Settlement. Invoice. Date Time,,InvoiceDateTime,
,,2255,,,UN01009055,BBIE,CIIH_ Supply Chain_ Trade Settlement,12,0..n,0..0,Next_ Invoice,Date Time,,Next Invoice Date Time,"A date, time, date time or other date time value of the next invoice in this CIIH supply chain trade settlement.",,,,,CIIH_ Supply Chain_ Trade Settlement. Next_ Invoice. Date Time,,NextInvoiceDateTime,
,,2256,,,UN01009056,BBIE,CIIH_ Supply Chain_ Trade Settlement,13,0..1,0..0,Credit Reason,Code,,Credit Reason Code,The code specifying the reason for a credit being given in this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Credit Reason. Code,,CreditReasonCode,
,,2257,,,UN01009057,BBIE,CIIH_ Supply Chain_ Trade Settlement,14,0..n,0..0,Credit Reason,Text,,Credit Reason Text,A textual description of the reason for a credit being given in this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Credit Reason. Text,,CreditReasonText,
v2,145,2258,2,,UN01005916,ASBIE,CIIH_ Supply Chain_ Trade Settlement,1,0..1,0..1,Invoicer,,CI_ Trade_ Party,Invoicer,The Cross Industry (CI) trade party issuing the invoice for this CIIH supply chain trade settlement.,インボイス文書決済／請求者グループ,請求者にかかわる情報,,,CIIH_ Supply Chain_ Trade Settlement. Invoicer. CI_ Trade_ Party,TransactionInvoicer,InvoicerCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty
v4,178,2259,2,,UN01005917,ASBIE,CIIH_ Supply Chain_ Trade Settlement,2,0..1,0..1,Invoicee,,CI_ Trade_ Party,Invoicee,The Cross Industry (CI) trade party to whom an invoice is issued for this CIIH supply chain trade settlement.,インボイス文書決済／請求先グループ,請求先にかかわるグループ,,,CIIH_ Supply Chain_ Trade Settlement. Invoicee. CI_ Trade_ Party,TransactionInvoicee,InvoiceeCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceeCITradeParty
v4,209,2260,2,,UN01005918,ASBIE,CIIH_ Supply Chain_ Trade Settlement,3,0..1,0..1,Payee,,CI_ Trade_ Party,Payee,The Cross Industry (CI) payee party for this CIIH supply chain trade settlement.,インボイス文書決済／支払先グループ,支払先にかかわる情報,,,CIIH_ Supply Chain_ Trade Settlement. Payee. CI_ Trade_ Party,TransactionPayee,PayeeCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty
v4,240,2261,2,,UN01005919,ASBIE,CIIH_ Supply Chain_ Trade Settlement,4,0..1,0..1,Payer,,CI_ Trade_ Party,Payer,The Cross Industry (CI) payer party for this CIIH supply chain trade settlement.,インボイス文書決済／支払人グループ,支払人にかかわる情報,,,CIIH_ Supply Chain_ Trade Settlement. Payer. CI_ Trade_ Party,TransactionPayer,PayerCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty
,,2262,,,UN01005920,ASBIE,CIIH_ Supply Chain_ Trade Settlement,5,0..1,0..0,Tax_ Applicable,,CI_ Trade_ Currency Exchange,Tax Currency Exchange,The Cross Industry (CI) trade currency exchange applicable to a tax in this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Tax_ Applicable. CI_ Trade_ Currency Exchange,,TaxApplicableCurrencyExchange,
v1,271,2263,2,,UN01005921,ASBIE,CIIH_ Supply Chain_ Trade Settlement,6,0..1,0..1,Invoice_ Applicable,,CI_ Trade_ Currency Exchange,Invoice Currency Exchange,The Cross Industry (CI) trade currency exchange applicable to the invoice in this CIIH supply chain trade settlement.,インボイス文書決済／請求者為替グループ,請求に関する為替に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Applicable. CI_ Trade_ Currency Exchange,TransactionInvoiceCurrencyExchange,InvoiceApplicableCITradeCurrencyExchange,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceApplicableCITradeCurrencyExchange
v2,277,2264,2,,UN01005922,ASBIE,CIIH_ Supply Chain_ Trade Settlement,7,0..1,0..1,Payment_ Applicable,,CI_ Trade_ Currency Exchange,Payment Currency Exchange,The Cross Industry (CI) trade currency exchange applicable to the payment of this CIIH supply chain trade settlement.,インボイス文書決済／支払者為替グループ,支払いに関する為替に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Payment_ Applicable. CI_ Trade_ Currency Exchange,TransactionPaymentCurrencyExchange,PaymentApplicableCITradeCurrencyExchange,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PaymentApplicableCITradeCurrencyExchange
v4,283,2265,2,,UN01005923,ASBIE,CIIH_ Supply Chain_ Trade Settlement,8,0..n,0..n,Specified,,CI_ Trade Settlement_ Payment Means,Payment Means,A Cross Industry (CI) trade settlement payment means specified for this CIIH supply chain trade settlement.,インボイス文書決済／支払手段グループ,インボイス文書決済に関する支払手段のグループ。,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade Settlement_ Payment Means,TransactionPaymentMeans,SpecifiedCITradeSettlementPaymentMeans,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans
v4,307,2266,2,,UN01005924,ASBIE,CIIH_ Supply Chain_ Trade Settlement,9,0..n,0..n,Applicable,,CI_ Trade_ Tax,Tax,A Cross Industry (CI) trade tax applicable to this CIIH supply chain trade settlement.,インボイス文書決済／鑑ヘッダ税グループ,インボイス文書の鑑ヘッダの税に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,TransactionTax,ApplicableCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax
v4,315,2267,2,,UN01005925,ASBIE,CIIH_ Supply Chain_ Trade Settlement,10,0..1,0..1,Billing,,CI_ Specified_ Period,Billing Period,The Cross Industry (CI) billing period specified for this CIIH supply chain trade settlement.,インボイス文書決済／鑑ヘッダ取引期間グループ,インボイス文書の取引期間に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,TransactionBillingPeriod,BillingCISpecifiedPeriod,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod
,,2268,,,UN01005926,ASBIE,CIIH_ Supply Chain_ Trade Settlement,11,0..n,0..0,Specified,,CI_ Trade_ Allowance Charge,Allowance/Charge,A Cross Industry (CI) trade allowance or charge specified for this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,SpecifiedAllowanceCharge,
,,2269,,,UN01005927,ASBIE,CIIH_ Supply Chain_ Trade Settlement,12,0..n,0..0,Subtotal_ Calculated,,CI_ Trade_ Tax,Calculated Tax Subtotal,A Cross Industry (CI) trade tax subtotal calculated for this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Subtotal_ Calculated. CI_ Trade_ Tax,,SubtotalCalculatedTax,
,,2270,,,UN01005928,ASBIE,CIIH_ Supply Chain_ Trade Settlement,13,0..n,0..0,Specified,,CI_ Logistics_ Service Charge,Service Charge,A Cross Industry (CI) logistics service charge specified for this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Logistics_ Service Charge,,SpecifiedServiceCharge,
v4,319,2271,2,,UN01005929,ASBIE,CIIH_ Supply Chain_ Trade Settlement,14,0..n,0..n,Specified,,CI_ Trade_ Payment Terms,Payment Terms,Cross Industry (CI) trade payment terms specified for this CIIH supply chain trade settlement.,インボイス文書決済／支払条件グループ,インボイス文書の支払条件に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,TransactionPaymentTerms,SpecifiedCITradePaymentTerms,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms
v4,326,2272,2,,UN01005930,ASBIE,CIIH_ Supply Chain_ Trade Settlement,15,0..1,0..1,Specified,,CIIH_ Trade Settlement_ Monetary Summation,Monetary Summation,The CIIH trade settlement monetary summation specified for this CIIH supply chain trade settlement.,インボイス文書決済／インボイス文書合計金額グループ,インボイス文書の合計金額に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CIIH_ Trade Settlement_ Monetary Summation,TransactionMonetarySummation,SpecifiedCIIHTradeSettlementMonetarySummation,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation
v4,336,2273,2,,UN01005931,ASBIE,CIIH_ Supply Chain_ Trade Settlement,16,0..n,0..1,Specified,,CI_ Financial_ Adjustment,Financial Adjustment,A Cross Industry (CI) financial adjustment specified for this CIIH supply chain trade settlement.,"インボイス文書決済／鑑ヘッダ調整グループ
（修正差額調整）",インボイス文書の鑑ヘッダ調整に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,TransactionFinancialAdjustment,SpecifiedCIFinancialAdjustment,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment
,,2274,,,UN01005932,ASBIE,CIIH_ Supply Chain_ Trade Settlement,17,0..1,0..0,Invoice_ Referenced,,CI_ Referenced_ Document,Invoice Document,The Cross Industry (CI) invoice document referenced from this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,,InvoiceReferencedDocument,
,,2275,,,UN01005933,ASBIE,CIIH_ Supply Chain_ Trade Settlement,18,0..1,0..0,Pro-Forma Invoice_ Referenced,,CI_ Referenced_ Document,Pro-Forma Invoice Document,The Cross Industry (CI) pro-forma invoice document referenced from this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Pro-Forma Invoice_ Referenced. CI_ Referenced_ Document,,Pro-FormaInvoiceReferencedDocument,
,,2276,,,UN01005934,ASBIE,CIIH_ Supply Chain_ Trade Settlement,19,0..1,0..0,Letter Of Credit_ Referenced,,CI_ Referenced_ Document,Letter Of Credit Document,The Cross Industry (CI) letter of credit document referenced from this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Letter Of Credit_ Referenced. CI_ Referenced_ Document,,LetterOfCreditReferencedDocument,
,,2277,,,UN01006072,ASBIE,CIIH_ Supply Chain_ Trade Settlement,20,0..n,0..0,Specified,,Trade Settlement_ Financial Card,Financial Card,A financial card specified in this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. Trade Settlement_ Financial Card,,SpecifiedFinancialCard,
,,2278,,,UN01006074,ASBIE,CIIH_ Supply Chain_ Trade Settlement,21,0..n,0..0,Payable_ Specified,,CI_ Trade_ Accounting Account,Accounts Payable,A payable Cross Industry (CI) accounting account specified for this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Payable_ Specified. CI_ Trade_ Accounting Account,,PayableSpecifiedAccountingAccount,
,,2279,,,UN01006075,ASBIE,CIIH_ Supply Chain_ Trade Settlement,22,0..n,0..0,Receivable_ Specified,,CI_ Trade_ Accounting Account,Accounts Receivable,A receivable Cross Industry (CI) accounting account specified for this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,,ReceivableSpecifiedAccountingAccount,
,,2280,,,UN01006076,ASBIE,CIIH_ Supply Chain_ Trade Settlement,23,0..n,0..0,Purchase_ Specified,,CI_ Trade_ Accounting Account,Purchase Accounting Account,A purchase Cross Industry (CI) accounting account specified for this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,,PurchaseSpecifiedAccountingAccount,
,,2281,,,UN01006077,ASBIE,CIIH_ Supply Chain_ Trade Settlement,24,0..n,0..0,Sales_ Specified,,CI_ Trade_ Accounting Account,Sales Accounting Account,A sales Cross Industry (CI) accounting account specified for this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Sales_ Specified. CI_ Trade_ Accounting Account,,SalesSpecifiedAccountingAccount,
,,2282,,,UN01006082,ASBIE,CIIH_ Supply Chain_ Trade Settlement,25,0..n,0..0,Factoring Agreement_ Referenced,,CI_ Referenced_ Document,Factoring Agreement Document,A factoring agreement Cross Industry (CI) document referenced in this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Factoring Agreement_ Referenced. CI_ Referenced_ Document,,FactoringAgreementReferencedDocument,
,,2283,,,UN01006083,ASBIE,CIIH_ Supply Chain_ Trade Settlement,26,0..n,0..0,Factoring List_ Referenced,,CI_ Referenced_ Document,Factoring List Document,A factoring list Cross Industry (CI) document referenced in this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Factoring List_ Referenced. CI_ Referenced_ Document,,FactoringListReferencedDocument,
,,2284,,,UN01008772,ASBIE,CIIH_ Supply Chain_ Trade Settlement,27,0..1,0..0,Ultimate_ Payee,,CI_ Trade_ Party,Ultimate Payee,The ultimate payee party for this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Ultimate_ Payee. CI_ Trade_ Party,,UltimatePayeeParty,
,,2285,,,UN01008773,ASBIE,CIIH_ Supply Chain_ Trade Settlement,28,0..n,0..0,Specified,,Advance_ Payment,Advance Payment,An advance payment specified for this CIIH supply chain trade settlement.,,,,,CIIH_ Supply Chain_ Trade Settlement. Specified. Advance_ Payment,,SpecifiedPayment,
v4,349,2286,2,,UN01015492,ASBIE,CIIH_ Supply Chain_ Trade Settlement,29,0..1,0..1,Outstanding_ Specified,,CIIH_ Trade Settlement_ Monetary Summation,Outstanding Monetary Summation,The monetary summation totals outstanding for this CIIH supply chain trade settlement.,インボイス文書決済／未決済合計金額グループ,未決済合計金額に関するグループ,,,CIIH_ Supply Chain_ Trade Settlement. Outstanding_ Specified. CIIH_ Trade Settlement_ Monetary Summation,TransactionOutstandingMonetarySummation,OutstandingSpecifiedCIIHTradeSettlementMonetarySummation,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/OutstandingSpecifiedCIIHTradeSettlementMonetarySummation
