nr,category,UNID,acronym,name1,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,label_ja,label_local,definition_local,multiplicity,selector,fixed_value,version,code_list,issueing_agency,input_method,input_value,xml_imput_sing,selfbilling,amendment_selfbilling,Id,Business Term,Card.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,ヘッダ部,UN01005879,ASBIE,,,,CIIH_ Supply Chain_ Trade Agreement. Seller. CI_ Trade_ Party,,,,,,,,,,,インボイス文書契約／受注者グループ,受注者に関するグループ。,1..1,,v1,  ,     ,  ,  ,  ,○,○,☆,,IBG-04,SELLER,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,ヘッダ部,UN01005756,ABIE,,,,,CI_ Trade_ Party. Details,,,,,,,,,,受注者クラス,受注者に関する情報からなるクラス。,－,,v1,  ,     ,  ,  ,,  ,  ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,ヘッダ部,UN01005757,BBIE,,,,,,CI_ Trade_ Party. Identification. Identifier,,,,,,,,,受注者ID,注文を受ける企業/工場・事業所・事業部門等を表すID。デフォルトはデータなし。,0..1,,v1,  ,     ,  ,  ,,＊,＊,★,,IBT-029,?  Seller identifier,0..n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,ヘッダ部,UN01005758,BBIE,,,,,,CI_ Trade_ Party. Global_ Identification. Identifier,,,,,,,,,受注者国際企業ID,企業を表す国際企業ID。ISO6523に登録された国際企業登録機関を属性で指定する。,0..1,,v1,,,,ISO6523企業コード発番機関が附番した企業コード値,,＊,＊,★,,IBT-030,?  Seller legal registration identifier,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,ヘッダ部,UN01005759,BBIE,,,,,,CI_ Trade_ Party. Name. Text,,,,,,,,,受注者名称,注文を受ける企業/工場・事業所・事業部門等を表す名称。,0..1,,v1,,,,,,◎,◎,☆,1,IBT-027,?  Seller name,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,ヘッダ部,UN01013039,BBIE,,,,,,CI_ Trade_ Party. Registered_ Identification. Identifier,,,,,,,,,受注者適格請求書発行事業者登録番号,"国税庁へ登録された適格請求書発行事業者登録番号（区分記載請求書発行者についてはなし）
T1234567890123",0..1,,v4,"ISO6523
　＝0221",ISO,"属性コード値
固定入力",国際企業コード発番機関0221が附番した事業者コード値,,◎,◎,☆,1,IBT-031,?  Seller TAX identifier,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,ヘッダ部,UN01012925,BBIE,,,,,,CI_ Trade_ Party. Type. Code,,,,,,,,,事業者タイプコード,事業者のインボイスタイプを識別するコード,0..1,,v4.1,JECxxxx,JEC,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,ヘッダ部,UN01005761,ASBIE,,,,,,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,,,,,,,,,受注者／連絡先グループ,受注者の連絡先に関するグループ,0..1,,v1, ,     ,  ,  ,  ,＊,＊,★,,IBG-06,?  SELLER CONTACT,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,ヘッダ部,UN01005718,ABIE,,,,,,,CI_ Trade_ Contact. Details,,,,,,,,受注者連絡先クラス,連絡先に関する情報からなるクラス。,－,,v1, ,     ,  ,  ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,ヘッダ部,UN01005719,BBIE,,,,,,,,CI_ Trade_ Contact. Identification. Identifier,,,,,,,受注部門ID,受注者の受注部門を表すID。,0..1,,v1, ,     ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,ヘッダ部,UN01005720,BBIE,,,,,,,,CI_ Trade_ Contact. Person Name. Text,,,,,,,受注者担当名,受注者連絡先の個人の、文字で表現された名前。,0..1,,v1,,,  ,  ,,＊,＊,（★）,,IBT-041,? ?  Seller contact point,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,ヘッダ部,UN01005721,BBIE,,,,,,,,CI_ Trade_ Contact. Department Name. Text,,,,,,,受注者部門名,受注者の受注部門の名称。,0..1,,v1,,,  ,  ,,＊,＊,（★）,,IBT-041,? ?  Seller contact point,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,ヘッダ部,UN01005725,BBIE,,,,,,,,CI_ Trade_ Contact. Person_ Identification. Identifier,,,,,,,受注者担当ID,受注者個人を表すID,0..1,,v4, ,     ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,ヘッダ部,UN01005726,ASBIE,,,,,,,,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,,,,,,,連絡先／電話情報グループ,連絡先の電話に関するグループ。,0..1,,v1, ,     ,  ,  ,,＊,＊,★ ,,IBG-09,?  BUYER CONTACT,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,,,電話通信クラス,通信（電話）に関する情報からなるクラス。,－,,v1, ,     ,  ,  ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,ヘッダ部,UN01005860,BBIE,,,,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,,,受注者電話番号,受注者の電話番号。,0..1,,v1, ,     ,  ,  ,,＊,＊,★,,IBT-042,? ?  Seller contact telephone number,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,ヘッダ部,UN01005729,ASBIE,,,,,,,,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,,,,,,,連絡先／FAX情報グループ,連絡先のFAXに関するグループ。,0..1,,v1,　,     ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,,,FAX通信クラス,通信（FAX）に関する情報からなるクラス。,－,,v1,　,     ,  ,  ,, 　, 　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,ヘッダ部,UN01005860,BBIE,,,,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,,,受注者FAX番号,受注者のFAX番号,0..1,,v1,　,     ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,ヘッダ部,UN01005730,ASBIE,,,,,,,,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,,,,,,,連絡先／電子メール情報グループ,連絡先の電子メールに関するグループ。,0..1,,v1, ,     ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,,,電子メール通信クラス,通信（Email）に関する情報からなるクラス。,－,,v1, ,     ,  ,  ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,ヘッダ部,UN01005858,BBIE,,,,,,,,,,CI_ Universal_ Communication. URI. Identifier,,,,,受注者メールアドレス,受注者の電子メールアドレス。,0..1,,v1, ,     ,  ,  ,,＊,＊,★,,IBT-043,? ?  Seller contact email address,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,ヘッダ部,UN01005762,ASBIE,,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,,,,,,,受注者／住所グループ,受注者の住所に関するグループ。,0..1,,v1, ,     ,  ,  ,,●,●,☆,,IBG-05,?  SELLER POSTAL ADDRESS,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,ヘッダ部,UN01005687,ABIE,,,,,,,CI_ Trade_ Address. Details,,,,,,,,受注者住所クラス,受注者住所に関する情報からなるクラス。,－,,v1, ,     ,  ,  ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,ヘッダ部,UN01005689,BBIE,,,,,,,,CI_ Trade_ Address. Postcode. Code,,,,,,,受注者郵便番号,受注者の郵便番号。,0..1,,v1,  ,  ,  ,  ,,●,●,★,,IBT-038,? ?  Seller post code,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,ヘッダ部,UN01005692,BBIE,,,,,,,,CI_ Trade_ Address. Line One. Text,,,,,,,受注者住所1,受注者の住所1行目。,0..1,,v1,,,  ,  ,,●,●,★,,IBT-035,? ?  Seller address line 1,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ヘッダ部,UN01005693,BBIE,,,,,,,,CI_ Trade_ Address. Line Two. Text,,,,,,,受注者住所2,受注者の住所2行目。,0..1,,v4,,,  ,  ,,＊,＊,★,,IBT-036,? ?  Seller address line 2,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,ヘッダ部,UN01005694,BBIE,,,,,,,,CI_ Trade_ Address. Line Three. Text,,,,,,,受注者住所3,受注者の住所3行目。,0..1,,v4,,,  ,  ,,＊,＊,★,,IBT-162,? ?  Seller address line 3,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,ヘッダ部,UN01005700,BBIE,,,,,,,,CI_ Trade_ Address. Country. Identifier,,,,,,,受注者国ID,受注者の国ID。デフォルトは「JP」,1..1,,v4,ISO3166-1:Alpha2,ISO,"ID値
選択入力","デフォルト
＝JP（日本）",,＊,＊,☆,,IBT-040,? ?  Seller country code,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,ヘッダ部,UN01005765,ASBIE,,,,,,CI_ Trade_ Party. End Point_ URI. CI_ Universal_ Communication,,,,,,,,,受注者／国際アドレスグループ,受注者の国際アドレスグループ,0..1,,v4.1,  ,  ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,ヘッダ部,UN01005857,ABIE,,,,,,,CI_ Universal_ Communication. Details,,,,,,,,国際アドレスクラス,国際アドレスクラス,－,,v4.1,  ,  ,  ,  ,,　,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,ヘッダ部,UN01005859,BBIE,,,,,,,,CI_ Universal_ Communication. Channel. Code,,,,,,,国際アドレス登録機関コード,ISOがコード表6523に登録した国際アドレス登録機関のコード,0..1,,v4.1,ISO6523,ISO,"属性コード値
選択入力",6523'国際アドレス登録機関コード値,,＊,＊,☆,,IBT-034-1,? ?  Scheme identifier,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,ヘッダ部,UN01005860,BBIE,,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,,,,,受注者国際アドレス,国際アドレス登録機関が付与する国際アドレス番号,0..1,,v4.1, , ,  ,,,＊,＊,☆,,IBT-034,?  Seller electronic address,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,ヘッダ部,UN01005880,ASBIE,,,,CIIH_ Supply Chain_ Trade Agreement. Buyer. CI_ Trade_ Party,,,,,,,,,,,インボイス文書契約／発注者グループ,発注者に関するグループ。,1..1,,v1,  ,  ,  ,  ,,○,○,☆,,IBG-07,BUYER,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,ヘッダ部,UN01005756,ABIE,,,,,CI_ Trade_ Party. Details,,,,,,,,,,発注者クラス,発注者に関する情報からなるクラス。,－,,v1,　,　,  ,　,,  ,  ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,ヘッダ部,UN01005757,BBIE,,,,,,CI_ Trade_ Party. Identification. Identifier,,,,,,,,,発注者ID,注文を行う企業/工場・事業所・事業部門等を表すID。デフォルトはデータなし。,0..1,,v1,  ,     ,  ,     ,,＊,＊,★,,IBT-046,?  Buyer identifier,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,ヘッダ部,UN01005758,BBIE,,,,,,CI_ Trade_ Party. Global_ Identification. Identifier,,,,,,,,,発注者国際企業ID,企業を表す国際企業ID。ISO6523に登録された国際企業登録機関を属性で指定する。,0..1,,v1,,,,ISO6523企業コード発番機関が附番した企業コード値,,＊,＊,★,,IBT-047,?  Buyer legal registration identifier,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,ヘッダ部,UN01005759,BBIE,,,,,,CI_ Trade_ Party. Name. Text,,,,,,,,,発注者名称,発注を行う企業/工場・事業所・事業部門等の名称,0..1,,v1,,,,,,◎,◎,☆,1,IBT-044,?  Buyer name,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,ヘッダ部,UN01013039,BBIE,,,,,,CI_ Trade_ Party. Registered_ Identification. Identifier,,,,,,,,,発注者適格請求書発行事業者登録番号,"登録された発注者の適格請求書発行事業者登録番号
（免税事業者についてはなし）",0..1,,v4,"ISO6523
　＝0221",ISO,"属性コード値
固定入力",国際企業コード発番機関0221が附番した事業者コード値,,＊,＊,★,,IBT-048,? Buyer TAX identifier,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,ヘッダ部,UN01012925,BBIE,,,,,,CI_ Trade_ Party. Type. Code,,,,,,,,,事業者タイプコード,事業者のタイプを識別するコード,0..1,,v4,JECxxxx,JEC,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,ヘッダ部,UN01005761,ASBIE,,,,,,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,,,,,,,,,発注者／連絡先グループ,発注者の連絡先に関するグループ,0..1,,v1, ,     ,  ,  ,,＊,＊,☆,,IBG-09,?  BUYER CONTACT,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,ヘッダ部,UN01005718,ABIE,,,,,,,CI_ Trade_ Contact. Details,,,,,,,,発注者連絡先クラス,連絡先に関する情報からなるクラス。, -,,v1, ,     ,  ,  ,,  ,  ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,ヘッダ部,UN01005719,BBIE,,,,,,,,CI_ Trade_ Contact. Identification. Identifier,,,,,,,発注者部門ID,発注者の発注部門を表すID。,0..1,,v1, ,     ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,ヘッダ部,UN01005720,BBIE,,,,,,,,CI_ Trade_ Contact. Person Name. Text,,,,,,,発注者担当名,発注者の発注担当者の名称,0..1,,v1,,,  ,  ,,＊,＊,（★）,,IBT-056,? ?  Buyer contact point,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,ヘッダ部,UN01005721,BBIE,,,,,,,,CI_ Trade_ Contact. Department Name. Text,,,,,,,発注者部門名,発注者の発注部門の名称。,0..1,,v1,,,  ,  ,,＊,＊,（★）,,IBT-056,? ?  Buyer contact point,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,ヘッダ部,UN01005725,BBIE,,,,,,,,CI_ Trade_ Contact. Person_ Identification. Identifier,,,,,,,発注者担当ID,発注者個人を表すID,0..1,,v4, ,     ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,ヘッダ部,UN01005726,ASBIE,,,,,,,,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,,,,,,,連絡先／電話情報グループ,連絡先の電話に関するグループ。,0..1,,v1, ,     ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,,,電話通信クラス,通信（電話）に関する情報からなるクラス。,－,,v1, ,     ,  ,  ,,  ,  ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,ヘッダ部,UN01005860,BBIE,,,,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,,,発注者電話番号,発注者の電話番号。,0..1,,v1, ,     ,  ,  ,,＊,＊,★,,IBT-057,? ?  Buyer contact telephone number,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,ヘッダ部,UN01005729,ASBIE,,,,,,,,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,,,,,,,連絡先／FAX情報グループ,連絡先のFAXに関するグループ。,0..1,,v4,　,     ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,,,FAX通信クラス,通信（FAX）に関する情報からなるクラス。,－,,v4,　,     ,  ,  ,,  ,  ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,ヘッダ部,UN01005860,BBIE,,,,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,,,発注者FAX番号,発注者のFAX番号,0..1,,v4,　,     ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,ヘッダ部,UN01005730,ASBIE,,,,,,,,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,,,,,,,連絡先／電子メール情報グループ,連絡先の電子メールに関するグループ。,0..1,,v4, ,     ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,ヘッダ部,UN01005857,ABIE,,,,,,,,,CI_ Universal_ Communication. Details,,,,,,電子メール通信クラス,通信（電子メール）に関する情報からなるクラス。,－,,v4, ,     ,  ,  ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,ヘッダ部,UN01005858,BBIE,,,,,,,,,,CI_ Universal_ Communication. URI. Identifier,,,,,発注者メールアドレス,発注者の電子メールアドレス。,0..1,,v4, ,     ,  ,  ,,＊,＊,★,,IBT-058,? ?  Buyer contact email address,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,ヘッダ部,UN01005762,ASBIE,,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,,,,,,,発注者／住所グループ,発注者の住所に関するグループ。,0..1,,v4, ,     ,  ,  ,,●,●,☆,,IBG-08,?  BUYER POSTAL ADDRESS,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,ヘッダ部,UN01005687,ABIE,,,,,,,CI_ Trade_ Address. Details,,,,,,,,発注者住所クラス,発注者住所に関する情報からなるクラス。,－,,v4, ,     ,  ,  ,, , ,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,ヘッダ部,UN01005689,BBIE,,,,,,,,CI_ Trade_ Address. Postcode. Code,,,,,,,発注者郵便番号,発注者の郵便番号。,0..1,,v4, ,     ,  ,  ,,＊,＊,★,,IBT-053,? ?  Buyer post code,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,ヘッダ部,UN01005692,BBIE,,,,,,,,CI_ Trade_ Address. Line One. Text,,,,,,,発注者住所1,発注者の住所1行目。,0..1,,v4,,,  ,  ,,＊,＊,★,,IBT-050,? ?  Buyer address line 1,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,ヘッダ部,UN01005693,BBIE,,,,,,,,CI_ Trade_ Address. Line Two. Text,,,,,,,発注者住所2,発注者の住所2行目。,0..1,,v4,,,  ,  ,,＊,＊,★,,IBT-051,? ?  Buyer address line 2,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,ヘッダ部,UN01005694,BBIE,,,,,,,,CI_ Trade_ Address. Line Three. Text,,,,,,,発注者住所3,発注者の住所3行目。,0..1,,v4,,,  ,  ,,＊,＊,★,,IBT-163,? ?  Buyer address line 3,0..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,ヘッダ部,UN01005700,BBIE,,,,,,,,CI_ Trade_ Address. Country. Identifier,,,,,,,発注者国ID,発注者の国ID。デフォルトは「JP」,1..1,,v4,ISO3166-1:Alpha2,ISO,"ID値
選択入力","デフォルト
＝JP（日本）",,＊,＊,☆,,IBT-055,? ?  Buyer country code,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,ヘッダ部,UN01005765,ASBIE,,,,,,CI_ Trade_ Party. End Point_ URI. CI_ Universal_ Communication,,,,,,,,,発注者／国際アドレスグループ,発注者の国際アドレスグループ,0..1,,v4.1,  ,  ,  ,  ,,＊,＊,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,ヘッダ部,UN01005857,ABIE,,,,,,,CI_ Universal_ Communication. Details,,,,,,,,国際アドレスクラス,国際アドレスクラス,－,,v4.1,  ,  ,  ,  ,,　,　,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,ヘッダ部,UN01005859,BBIE,,,,,,,,CI_ Universal_ Communication. Channel. Code,,,,,,,国際アドレス登録機関コード,国際アドレス登録機関が付与する国際アドレス番号,0..1,,v4.1,ISO6523,ISO,"属性コード値
選択入力",6523'国際アドレス登録機関コード値,,＊,＊,☆,,IBT-049-1,? ?  Scheme identifier,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,ヘッダ部,UN01005860,BBIE,,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,,,,,発注者国際アドレス,国際アドレス登録機関が付与する国際アドレス番号,0..1,,v4.1, , ,  ,,,＊,＊,☆,,IBT-049,?  Buyer electronic address,1..1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
