version,sequence,UNID,acronym,level,label_local,type,depth,name,multiplicity,definition_local,DEN,definition,code_list,xpath
v4.3,323,UN01005489,BBIE,6,明細行調整理由,field,3,LineFinanalAdjustmentDiscrepancyReasonText,0..1,この明細行の調整理由を文字で表現した内容,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode=""62""]/Reason"
v4.3,324,UN01005490,BBIE,6,明細行調整金額,field,3,LineFinanalAdjustmentDiscrepancyActualAmount,0..1,"この明細行の調整金額
＜調整理由コード=62＞
修正差額調整金額",CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode=""62""]/ActualAmount"
v4.3,325,UN01014897,ASBIE,6,明細行調整／調整税グループ,,,,0..1,調整明細行の税率別税クラスに関するグループ,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,,
v4.3,327,UN01005841,BBIE,7,明細行調整課税分類コード,field,3,LineFinanalAdjustmentDiscrepancyTaxCategoryCode,0..1,調整明細行の課税分類コード,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",UNCL5305,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode=""62""]/RelatedCITradeTax/CategoryCode"
v4.3,328,UN01007174,BBIE,7,明細行調整税率,field,3,LineFinanalAdjustmentDiscrepancyTaxRatePercent,0..1,調整明細行の税率,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode=""62""]/RelatedCITradeTax/RateApplicablePercent"
v4.3,329,UN01014643,ASBIE,5,明細行決済／調整グループ,,,,0..1,明細行決済の調整に関するグループ,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A financial adjustment specified for this CIILB supply chain trade settlement.,,
v4.3,331,UN01005488,BBIE,6,明細行調整理由コード(源泉所得税),field,3,LineFinanalAdjustmentWithholdingTaxReasonCode,0..1,"この明細行の調整理由を示す識別コード
26(源泉所得税)",CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,UNCL4465,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode=""26"" and RelatedCITradeTax/TypeCode=""SWT""]/ReasonCode"
v4.3,332,UN01005489,BBIE,6,明細行調整理由,field,3,LineFinanalAdjustmentWithholdingTaxReasonText,0..1,この明細行の調整理由を文字で表現した内容,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode=""26"" and RelatedCITradeTax/TypeCode=""SWT""]/Reason"
v4.3,333,UN01005490,BBIE,6,明細行調整金額,field,3,LineFinanalAdjustmentWithholdingTaxActualAmount,0..1,"この明細行の調整金額（鑑ヘッダ調整金額で相殺処理）
＜調整理由コード=26＞
源泉所得税",CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode=""26"" and RelatedCITradeTax/TypeCode=""SWT""]/ActualAmount"
v4.3,334,UN01014897,ASBIE,6,明細行調整／調整税グループ,,,,0..1,調整明細行の税率別税クラスに関するグループ,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,,
v4.3,336,UN01005834,BBIE,7,明細行調整税タイプコード,field,3,LineFinanalAdjustmentWithholdingTaxTaxTypeCode,0..1,"税の種類を識別するコード
SWT(源泉所得税 )",CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",UNCL5153,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode=""26"" and RelatedCITradeTax/TypeCode=""SWT""]/RelatedCITradeTax/TypeCode"
v4.3,337,UN01007174,BBIE,7,明細行調整税率,field,3,LineFinanalAdjustmentWithholdingTaxTaxRatePercent,0..1,調整明細行の税率,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",,"/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment[ReasonCode=""26"" and RelatedCITradeTax/TypeCode=""SWT""]/RelatedCITradeTax/RateApplicablePercent"
v4.3,338,UN01014643,ASBIE,5,明細行決済／調整グループ,dimension,3,dLineFinanalAdjustment,0..n,明細行決済の調整に関するグループ,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A financial adjustment specified for this CIILB supply chain trade settlement.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment
v4.3,340,UN01005488,BBIE,6,明細行調整理由コード,field,4,LineFinanalAdjustmentReasonCode,0..1,30の場合（入金）,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,UNCL4465,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ReasonCode
v4.3,341,UN01005489,BBIE,6,明細行調整理由,field,4,LineFinanalAdjustmentReasonText,0..1,この明細行の調整理由を文字で表現した内容,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/Reason
v4.3,342,UN01005490,BBIE,6,明細行調整金額,field,4,LineFinanalAdjustmentActualAmount,0..1,"この明細行の調整金額30の場合＞
入金",CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment/ActualAmount
v4,343,UN01014644,ASBIE,5,明細行決裁／返金グループ,dimension,3,dLineAllowance,0..n,明細行の返金に関するグループ,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,An allowance or charge specified for this CIILB supply chain trade settlement.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]
v4,345,UN01005707,BBIE,6,"明細行返金・追加請求判別子
    =返金（Allowance）",field,4,LineAllowanceChargeIndicator,1..1,"明細行返金・追加請求判別子
false (Allowance）",CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,JECxxxx,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/ChargeIndicator
v4,346,UN01005713,BBIE,6,明細行返金金額,field,4,LineAllowanceActualAmount,0..1,この明細行に紐付く返金金額,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/ActualAmount
v4,347,UN01005714,BBIE,6,明細行返金理由コード,field,4,LineAllowanceReasonCode,0..1,この明細行の返金理由を識別するコード,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,UNCL4465,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/ReasonCode
v4,348,UN01005715,BBIE,6,明細行返金理由,field,4,LineAllowanceReasonText,0..1,"この明細行の返金理由（内容）の説明
軽減税率対象の場合は軽減符号を付記",CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/Reason
v4,349,UN01005716,ASBIE,6,明細行返金／明細行返金税グループ,,,,0..1,明細行返金の税に関するグループ,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,,
v4,351,UN01005841,BBIE,7,明細行返金課税分類コード,field,4,LineAllowanceTaxCategoryCode,1..1,明細行返金の課税分類コード,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",UNCL5305,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/CategoryCITradeTax/CategoryCode
v4,352,UN01007174,BBIE,7,明細行返金税率,field,4,LineAllowanceTaxRatePercent,0..1,明細行返金の税率,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=false]/CategoryCITradeTax/RateApplicablePercent
v4.1,353,UN01014644,ASBIE,5,明細行決裁／追加請求グループ,dimension,3,dLineCharge,0..n,明細行決裁／追加請求グループ,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,An allowance or charge specified for this CIILB supply chain trade settlement.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]
v4.1,355,UN01005707,BBIE,6,"明細行返金・追加請求判別子
    =追加請求（Charge）",field,4,LineChargeChargeIndicator,1..1,"明細行返金・追加請求判別子
true (Charge)",CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,JECxxxx,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/ChargeIndicator
v4.1,356,UN01005713,BBIE,6,明細行追加請求金額,field,4,LineChargeActualAmount,0..1,この明細行に紐付く追加請求金額。,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/ActualAmount
v4.1,357,UN01005714,BBIE,6,明細行追加請求理由コード,field,4,LineChargeReasonCode,0..1,この明細行の追加請求理由を識別するコード,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,UNCL4465,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/ReasonCode
v4.1,358,UN01005715,BBIE,6,明細行追加請求理由,field,4,LineChargeReasonText,0..1,"この明細行の追加請求理由（内容）の説明
軽減税率対象の場合は軽減符号を付記",CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/Reason
v4,359,UN01005716,ASBIE,6,明細行追加請求／明細行追加請求税グループ,,,,0.1,明細行追加請求の税に関するグループ,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,,
v4,361,UN01005841,BBIE,7,明細行追加請求課税分類コード,field,4,LineChargeTaxCategoryCode,1..1,明細行追加請求の課税分類コード,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",UNCL5305,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/CategoryCITradeTax/CategoryCode
v4,362,UN01007174,BBIE,7,明細行追加請求税率,field,4,LineChargeTaxRatePercent,0..1,明細行追加請求の税率,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge[ChargeIndicator=true]/CategoryCITradeTax/RateApplicablePercent
v4,363,UN01014894,ASBIE,5,明細行／取引期間グループ,,,,1..1,"明細行の取引期間に関する情報からなるグループ
明細文書ヘッダ、または明細行のいずれかの取引期間グループが法的必須
明細文書ヘッダ取引期間グループにデータ入力した場合は明細行取引期間グループのデータ入力は省略することができる",CIILB_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,The billing period specified for this CIILB supply chain trade settlement.,,
v4,365,UN01005612,BBIE,6,明細行取引開始日,field,3,LineBillingPeriodStartDateTime,0..1,この明細行の取引開始日,CI_ Specified_ Period. Start. Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BillingCISpecifiedPeriod/StartDateTime
v4,366,UN01005613,BBIE,6,明細行取引終了日,field,3,LineBillingPeriodEndDateTime,0..1,この明細行の取引終了日,CI_ Specified_ Period. End. Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BillingCISpecifiedPeriod/EndDateTime
v4.3,367,JPSxxxxxxxx,ASBIE,5,明細行／会計アカウントグループ,,,,0..1,この明細行の会計アカウントに関するグループ,CIILB_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,,,
v4.3,369,UN01005681,BBIE,6,明細行会計アカウントID,field,3,LineReceivableAccountingAccountID,1..1,明細行会計アカウントのID,CI_ Trade_ Accounting Account. Identification. Identifier,The unique identifier for this CI trade accounting account.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/ID
v4.3,370,UN01005683,BBIE,6,明細行会計アカウントタイプコード,field,3,LineReceivableAccountingAccountTypeCode,0..1,明細行会計アカウントのタイプコード,CI_ Trade_ Accounting Account. Type. Code,"The code specifying the type of CI trade accounting account, such as general (main), secondary, cost accounting or budget account.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/TypeCode
v4.3,371,UN01005685,BBIE,6,明細行会計アカウント名,field,3,LineReceivableAccountingAccountName,0..1,明細行会計アカウントの名称,CI_ Trade_ Accounting Account. Name. Text,"The name, expressed as text, of this CI trade accounting account.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/Name
v1,372,UN01010016,ASBIE,5,明細行／取引品目グループ,,,,1..1,明細行の取引品目に関するグループ,CIILB_ Subordinate_ Trade Line Item. Applicable. CI_ Trade_ Product,A product applicable for this CIILB subordinate trade line item.,,
v1,374,UN01005810,BBIE,6,品目ID,field,3,LineProductID,0..1,品目名を特定するために付与したID,CI_ Trade_ Product. Identification. Identifier,The unique identifier for this CI trade product.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ID
v1,375,UN01005815,BBIE,6,品目名,field,3,LineProductName,1..1,この取引品目の名称。,CI_ Trade_ Product. Name. Text,"A name, expressed as text, for this CI trade product.",,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/Name
v1,376,UN01005817,BBIE,6,品目摘要,field,3,LineProductDescriptionText,0..1,この取引品目内容を文字で説明したもの,CI_ Trade_ Product. Description. Text,A textual description for this CI trade product.,,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/Description
