seq,acronym,property_type,class_term,property_term,representation_term,code_list,associated_class,element,DEN,multiplicity,definition,TDED,short_name,UNID,level,version,sequence,type,identifier,label_local,definition_local,attribute,xpath,name,multiplicity_SME
3635,BBIE,Attribute,CI_ Referenced_ Document,I,_,,,SubtypeCode,CI_ Referenced_ Document. Subtype. Code,0..n,A code specifying a subtype of this CI referenced document.,,Subtype Code,UN01014899,2,v4,50,A,,（鑑ヘッダ参照）文書サブタイプコード,インボイス文書が参照する参照文書の文書サブタイプを識別するコード,,/SMECoreSelfInvoice/CIIHExchangedDocument/II/I,ExchangedIIReferencedDocumentSubtypeCode,0..0
1908,ASBIE,Composition,Catalogue_ Trade_ Product,Marketing Campaign Reference,,,CI_ Referenced Document,MarketingCampaignReferenceCIReferencedDocument,Catalogue_ Trade_ Product. Marketing Campaign_ Reference. CI_ Referenced_ Document,0..n,A referenced marketing campaign document for this catalogue trade product.,,Marketing Campaign Document,UN01007367,,,,,,,,,,,0..0
1913,ASBIE,Composition,Catalogue_ Trade_ Product,MSDS Reference,,,CI_ Referenced Document,MSDSReferenceCIReferencedDocument,Catalogue_ Trade_ Product. MSDS_ Reference. CI_ Referenced_ Document,0..n,A Material Safety Data Sheet (MSDS) document referenced for this catalogue trade product.,,MSDS Document,UN01007373,,,,,,,,,,,0..0
1914,ASBIE,Composition,Catalogue_ Trade_ Product,Additional Reference,,,CI_ Referenced Document,AdditionalReferenceCIReferencedDocument,Catalogue_ Trade_ Product. Additional_ Reference. CI_ Referenced_ Document,0..n,"An additional referenced document for this catalogue trade product, such as a manual or a certificate.",,Additional Document,UN01007374,,,,,,,,,,,0..0
1962,ASBIE,Composition,CICH_ Supply Chain_ Trade Agreement,Contract Referenced,,,CI_ Referenced Document,ContractReferencedCIReferencedDocument,CICH_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,0..n,A contract document referenced in this CICH supply chain trade agreement.,,Contract Document,UN01007402,,,,,,,,,,,0..0
1963,ASBIE,Composition,CICH_ Supply Chain_ Trade Agreement,Price List Referenced,,,CI_ Referenced Document,PriceListReferencedCIReferencedDocument,CICH_ Supply Chain_ Trade Agreement. Price List_ Referenced. CI_ Referenced_ Document,0..1,The price list document referenced in this CICH supply chain trade agreement.,,Price List Document,UN01007403,,,,,,,,,,,0..0
1964,ASBIE,Composition,CICH_ Supply Chain_ Trade Agreement,Catalogue Referenced,,,CI_ Referenced Document,CatalogueReferencedCIReferencedDocument,CICH_ Supply Chain_ Trade Agreement. Catalogue_ Referenced. CI_ Referenced_ Document,0..1,The catalogue document referenced in this CICH supply chain trade agreement.,,Catalogue Document,UN01007404,,,,,,,,,,,0..0
1965,ASBIE,Composition,CICH_ Supply Chain_ Trade Agreement,Purchase Conditions Referenced,,,CI_ Referenced Document,PurchaseConditionsReferencedCIReferencedDocument,CICH_ Supply Chain_ Trade Agreement. Purchase Conditions_ Referenced. CI_ Referenced_ Document,0..n,A purchase conditions document referenced in this CICH supply chain trade agreement.,,Purchase Conditions Document,UN01007405,,,,,,,,,,,0..0
1966,ASBIE,Composition,CICH_ Supply Chain_ Trade Agreement,Sales Conditions Referenced,,,CI_ Referenced Document,SalesConditionsReferencedCIReferencedDocument,CICH_ Supply Chain_ Trade Agreement. Sales Conditions_ Referenced. CI_ Referenced_ Document,0..n,A sales conditions document referenced in this CICH supply chain trade agreement.,,Sales Conditions Document,UN01007406,,,,,,,,,,,0..0
1970,ASBIE,Composition,CICH_ Supply Chain_ Trade Agreement,Catalogue Request Referenced,,,CI_ Referenced Document,CatalogueRequestReferencedCIReferencedDocument,CICH_ Supply Chain_ Trade Agreement. Catalogue Request_ Referenced. CI_ Referenced_ Document,0..n,A catalogue request document referenced in this CICH supply chain trade agreement.,,Catalogue Request Document,UN01007410,,,,,,,,,,,0..0
1971,ASBIE,Composition,CICH_ Supply Chain_ Trade Agreement,Catalogue Subscription Referenced,,,CI_ Referenced Document,CatalogueSubscriptionReferencedCIReferencedDocument,CICH_ Supply Chain_ Trade Agreement. Catalogue Subscription_ Referenced. CI_ Referenced_ Document,0..n,A catalogue subscription document referenced in this CICH supply chain trade agreement.,,Catalogue Subscription Document,UN01007411,,,,,,,,,,,0..0
2010,ASBIE,Composition,CICL_ Supply Chain_ Trade Agreement,Immediate_ Previous Price List Referenced,,,CI_ Referenced Document,ImmediatePreviousPriceListReferencedCIReferencedDocument,CICL_ Supply Chain_ Trade Agreement. Immediate_ Previous Price List_ Referenced. CI_ Referenced_ Document,0..1,"The immediate, previous price list document referenced by this CICL supply chain trade agreement.",,Immediate Previous Price List Document,UN01007451,,,,,,,,,,,0..0
2011,ASBIE,Composition,CICL_ Supply Chain_ Trade Agreement,Contract Referenced,,,CI_ Referenced Document,ContractReferencedCIReferencedDocument,CICL_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,0..n,A contract document referenced in this CICL supply chain trade agreement.,,Contract Document,UN01007452,,,,,,,,,,,0..0
2012,ASBIE,Composition,CICL_ Supply Chain_ Trade Agreement,Price List Referenced,,,CI_ Referenced Document,PriceListReferencedCIReferencedDocument,CICL_ Supply Chain_ Trade Agreement. Price List_ Referenced. CI_ Referenced_ Document,0..1,The price list document referenced in this CICL supply chain trade agreement.,,Price List Document,UN01007453,,,,,,,,,,,0..0
2013,ASBIE,Composition,CICL_ Supply Chain_ Trade Agreement,Sales Conditions Referenced,,,CI_ Referenced Document,SalesConditionsReferencedCIReferencedDocument,CICL_ Supply Chain_ Trade Agreement. Sales Conditions_ Referenced. CI_ Referenced_ Document,0..n,A sales conditions document referenced for this CICL supply chain trade agreement.,,Sales Conditions Document,UN01007454,,,,,,,,,,,0..0
2054,ASBIE,Composition,CIDDH_ Supply Chain_ Trade Agreement,Buyer Order Referenced,,,CI_ Referenced Document,BuyerOrderReferencedCIReferencedDocument,CIDDH_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,0..1,The buyer order document referenced from this CIDDH supply chain trade agreement.,,Buyer Order Document,UN01006841,,,,,,,,,,,0..0
2055,ASBIE,Composition,CIDDH_ Supply Chain_ Trade Agreement,Contract Referenced,,,CI_ Referenced Document,ContractReferencedCIReferencedDocument,CIDDH_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,0..n,A contract document referenced from this CIDDH supply chain trade agreement.,,Contract Document,UN01006842,,,,,,,,,,,0..0
2056,ASBIE,Composition,CIDDH_ Supply Chain_ Trade Agreement,Additional Referenced,,,CI_ Referenced Document,AdditionalReferencedCIReferencedDocument,CIDDH_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,0..n,An additional document referenced from this CIDDH supply chain trade agreement.,,Additional Document,UN01006843,,,,,,,,,,,0..0
2058,ASBIE,Composition,CIDDH_ Supply Chain_ Trade Agreement,Seller Order Referenced,,,CI_ Referenced Document,SellerOrderReferencedCIReferencedDocument,CIDDH_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,0..1,The seller order document referenced in this CIDDH supply chain trade agreement.,,Seller Order Referenced Document,UN01012679,,,,,,,,,,,0..0
2067,ASBIE,Composition,CIDDH_ Supply Chain_ Trade Delivery,Shipment Schedule Referenced,,,CI_ Referenced Document,ShipmentScheduleReferencedCIReferencedDocument,CIDDH_ Supply Chain_ Trade Delivery. Shipment Schedule_ Referenced. CI_ Referenced_ Document,0..1,The shipment schedule document referenced for this CIDDH supply chain trade delivery.,,Shipment Schedule Document,UN01006851,,,,,,,,,,,0..0
2075,ASBIE,Composition,CIDDH_ Supply Chain_ Trade Delivery,Additional Referenced,,,CI_ Referenced Document,AdditionalReferencedCIReferencedDocument,CIDDH_ Supply Chain_ Trade Delivery. Additional_ Referenced. CI_ Referenced_ Document,0..n,An additional document referenced from this CIDDH supply chain trade delivery.,,Additional Document,UN01006859,,,,,,,,,,,0..0
2127,ASBIE,Composition,CIDDL_ Logistics_ Package,Despatch Note Associated,,,CI_ Referenced Document,DespatchNoteAssociatedCIReferencedDocument,CIDDL_ Logistics_ Package. Despatch Note_ Associated. CI_ Referenced_ Document,0..n,A despatch note document associated with this CIDDL logistics package.,,Despatch Note Document,UN01006835,,,,,,,,,,,0..0
2129,ASBIE,Composition,CIDDL_ Supply Chain_ Trade Agreement,Seller Order Referenced,,,CI_ Referenced Document,SellerOrderReferencedCIReferencedDocument,CIDDL_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,0..1,The seller order document referenced in this CIDDL supply chain trade agreement.,,Seller Order Document,UN01006877,,,,,,,,,,,0..0
2130,ASBIE,Composition,CIDDL_ Supply Chain_ Trade Agreement,Buyer Order Referenced,,,CI_ Referenced Document,BuyerOrderReferencedCIReferencedDocument,CIDDL_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,0..1,The buyer order document referenced in this CIDDL supply chain trade agreement.,,Buyer Order Document,UN01006878,,,,,,,,,,,0..0
2131,ASBIE,Composition,CIDDL_ Supply Chain_ Trade Agreement,Promotional Deal Referenced,,,CI_ Referenced Document,PromotionalDealReferencedCIReferencedDocument,CIDDL_ Supply Chain_ Trade Agreement. Promotional Deal_ Referenced. CI_ Referenced_ Document,0..1,The promotional deal document referenced in this CIDDL supply chain trade agreement.,,Promotional Deal Document,UN01006879,,,,,,,,,,,0..0
2132,ASBIE,Composition,CIDDL_ Supply Chain_ Trade Agreement,Contract Referenced,,,CI_ Referenced Document,ContractReferencedCIReferencedDocument,CIDDL_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,0..n,A contract document referenced in this CIDDL supply chain trade agreement.,,Contract Document,UN01006880,,,,,,,,,,,0..0
2133,ASBIE,Composition,CIDDL_ Supply Chain_ Trade Agreement,Additional Referenced,,,CI_ Referenced Document,AdditionalReferencedCIReferencedDocument,CIDDL_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,0..n,An additional document referenced in this CIDDL supply chain trade agreement.,,Additional Document,UN01006881,,,,,,,,,,,0..0
2200,ASBIE,Composition,CIIH_ Exchanged_ Document,Reference,,,CI_ Referenced Document,ReferenceCIReferencedDocument,CIIH_ Exchanged_ Document. Reference. CI_ Referenced_ Document,0..n,Other documents referenced by this CIIH exchanged document.,,Other Referenced Documents,UN01012702,,,,,,,,,,,0..0
2211,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Seller Order Referenced,,,CI_ Referenced Document,SellerOrderReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,0..1,The seller order document referenced from this CIIH supply chain trade agreement.,,Seller Order Document,UN01005886,,,,,,,,,,,0..0
2212,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Buyer Order Referenced,,,CI_ Referenced Document,BuyerOrderReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,0..1,The buyer order document referenced from this CIIH supply chain trade agreement.,,Buyer Order Document,UN01005887,,,,,,,,,,,0..0
2213,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Quotation Referenced,,,CI_ Referenced Document,QuotationReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Quotation_ Referenced. CI_ Referenced_ Document,0..1,The quotation document referenced from this CIIH supply chain trade agreement.,,Quotation Document,UN01005888,,,,,,,,,,,0..0
2214,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Order Response Referenced,,,CI_ Referenced Document,OrderResponseReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Order Response_ Referenced. CI_ Referenced_ Document,0..1,The order response document referenced from this CIIH supply chain trade agreement.,,Order Response Document,UN01005889,,,,,,,,,,,0..0
2215,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Contract Referenced,,,CI_ Referenced Document,ContractReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Contract_ Referenced. CI_ Referenced_ Document,0..1,The contract document referenced from this CIIH supply chain trade agreement.,,Contract Document,UN01005890,,,,,,,,,,,0..0
2216,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Demand Forecast Referenced,,,CI_ Referenced Document,DemandForecastReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Demand Forecast_ Referenced. CI_ Referenced_ Document,0..1,The demand forecast document referenced from this CIIH supply chain trade agreement.,,Demand Forecast Document,UN01005891,,,,,,,,,,,0..0
2217,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Supply Instruction Referenced,,,CI_ Referenced Document,SupplyInstructionReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Supply Instruction_ Referenced. CI_ Referenced_ Document,0..1,The supply instruction document referenced from this CIIH supply chain trade agreement.,,Supply Instruction Document,UN01005892,,,,,,,,,,,0..0
2218,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Promotional Deal Referenced,,,CI_ Referenced Document,PromotionalDealReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Promotional Deal_ Referenced. CI_ Referenced_ Document,0..1,The promotional deal document referenced from this CIIH supply chain trade agreement.,,Promotional Deal Document,UN01005893,,,,,,,,,,,0..0
2219,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Price List Referenced,,,CI_ Referenced Document,PriceListReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Price List_ Referenced. CI_ Referenced_ Document,0..1,The price list document referenced from this CIIH supply chain trade agreement.,,Price List Document,UN01005894,,,,,,,,,,,0..0
2220,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Additional Referenced,,,CI_ Referenced Document,AdditionalReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,0..n,An additional document referenced from this CIIH supply chain trade agreement.,,Additional Document,UN01005895,,,,,,,,,,,0..0
2222,ASBIE,Composition,CIIH_ Supply Chain_ Trade Agreement,Requisitioner Referenced,,,CI_ Referenced Document,RequisitionerReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Agreement. Requisitioner_ Referenced. CI_ Referenced_ Document,0..n,A requisitioner Cross Industry (CI) document referenced in this CIIH supply chain trade agreement.,,Requisitioner Document,UN01006061,,,,,,,,,,,0..0
2236,ASBIE,Composition,CIIH_ Supply Chain_ Trade Delivery,Despatch Advice Referenced,,,CI_ Referenced Document,DespatchAdviceReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Delivery. Despatch Advice_ Referenced. CI_ Referenced_ Document,0..1,The Cross Industry (CI) despatch advice document referenced from this CIIH supply chain trade delivery.,,Despatch Advice Document,UN01005905,,,,,,,,,,,0..0
2237,ASBIE,Composition,CIIH_ Supply Chain_ Trade Delivery,Receiving Advice Referenced,,,CI_ Referenced Document,ReceivingAdviceReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Delivery. Receiving Advice_ Referenced. CI_ Referenced_ Document,0..1,The Cross Industry (CI) receiving advice document referenced from this CIIH supply chain trade delivery.,,Receiving Advice Document,UN01005906,,,,,,,,,,,0..0
2238,ASBIE,Composition,CIIH_ Supply Chain_ Trade Delivery,Delivery Note Referenced,,,CI_ Referenced Document,DeliveryNoteReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Delivery. Delivery Note_ Referenced. CI_ Referenced_ Document,0..1,The Cross Industry (CI) delivery note document referenced from this CIIH supply chain trade delivery.,,Delivery Note Document,UN01005907,,,,,,,,,,,0..0
2239,ASBIE,Composition,CIIH_ Supply Chain_ Trade Delivery,Additional Referenced,,,CI_ Referenced Document,AdditionalReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Delivery. Additional_ Referenced. CI_ Referenced_ Document,0..n,An additional Cross Industry (CI) document referenced from this CIIH supply chain trade delivery.,,Additional Document,UN01005908,,,,,,,,,,,0..0
2240,ASBIE,Composition,CIIH_ Supply Chain_ Trade Delivery,Consumption Report Referenced,,,CI_ Referenced Document,ConsumptionReportReferencedCIReferencedDocument,CIIH_ Supply Chain_ Trade Delivery. Consumption Report_ Referenced. CI_ Referenced_ Document,0..1,The consumption report document referenced from this CIIH supply chain trade delivery.,,Consumption Report Document,UN01008615,,,,,,,,,,,0..0
