version,sme_nr,mbie_nr,level,property_type,class_term,sequence,multiplicity,multiplicity_sme,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,label_sme,label_csv,definition_sme,label_ja,definition_ja,UNID,acronym,DEN,definition,short_name,element,XML_element_name
,,2237,,Composition,CIIH_ Supply Chain_ Trade Delivery (Applicable),9,0..1,0..0,,,,,,CI_ Referenced_ Document (Despatch Advice_ Referenced),,,,,,,,UN01005905,ASBIE,CIIH_ Supply Chain_ Trade Delivery. Despatch Advice_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) despatch advice document referenced from this CIIH supply chain trade delivery.,Despatch Advice Document,DespatchAdviceReferencedDocument,
,,2238,,Composition,CIIH_ Supply Chain_ Trade Delivery (Applicable),10,0..1,0..0,,,,,,CI_ Referenced_ Document (Receiving Advice_ Referenced),,,,,,,,UN01005906,ASBIE,CIIH_ Supply Chain_ Trade Delivery. Receiving Advice_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) receiving advice document referenced from this CIIH supply chain trade delivery.,Receiving Advice Document,ReceivingAdviceReferencedDocument,
,,2239,,Composition,CIIH_ Supply Chain_ Trade Delivery (Applicable),11,0..1,0..0,,,,,,CI_ Referenced_ Document (Delivery Note_ Referenced),,,,,,,,UN01005907,ASBIE,CIIH_ Supply Chain_ Trade Delivery. Delivery Note_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) delivery note document referenced from this CIIH supply chain trade delivery.,Delivery Note Document,DeliveryNoteReferencedDocument,
v4.3,140.0,2240,2,Composition,CIIH_ Supply Chain_ Trade Delivery (Applicable),12,0..n,0..1,,,,,ram:CIReferencedDocumentType,CI_ Referenced_ Document (Applicable/Additional_ Referenced),,,インボイス文書配送／参照文書クラス,インボイス文書配送参照文書,インボイス文書の配送に関する参照文書のグループ,追加文書,CIIHサプライチェーン取引納品から参照される追加の文書。,UN01005908,ASBIE,CIIH_ Supply Chain_ Trade Delivery. Additional_ Referenced. CI_ Referenced_ Document,An additional Cross Industry (CI) document referenced from this CIIH supply chain trade delivery.,Additional Document,AdditionalReferencedCIReferencedDocument,AdditionalReferencedCIReferencedDocument
,,2241,,Composition,CIIH_ Supply Chain_ Trade Delivery (Applicable),13,0..1,0..0,,,,,,CI_ Referenced_ Document (Consumption Report_ Referenced),,,,,,,,UN01008615,ASBIE,CIIH_ Supply Chain_ Trade Delivery. Consumption Report_ Referenced. CI_ Referenced_ Document,The consumption report document referenced from this CIIH supply chain trade delivery.,Consumption Report Document,ConsumptionReportReferencedDocument,
,,2242,,Composition,CIIH_ Supply Chain_ Trade Delivery (Applicable),14,0..n,0..0,,,,,,CI_ Supply Chain_ Event (Previous_ Delivery),,,,,,,,UN01009053,ASBIE,CIIH_ Supply Chain_ Trade Delivery. Previous_ Delivery. CI_ Supply Chain_ Event,A previous delivery event for this CIIH supply chain trade delivery.,Previous Delivery Event,PreviousDeliveryEvent,
v2,144.0,2243,1,Class,CIIH_ Supply Chain_ Trade Settlement (Applicable),,,,,,,,ram:CIIHSupplyChainTradeSettlementType,,,,インボイス文書決済クラス,インボイス文書決済クラス,インボイス文書の決済に関する情報からなるクラス。,CIIH取引決済,サプライチェーン取引におけるCIIHと、当該金融取引で決済対象となる項目との財務照合を可能にする情報。,UN01005909,ABIE,CIIH_ Supply Chain_ Trade Settlement. Details,The information that enables the financial reconciliation of the Cross Industry Invoice Header (CIIH) of a supply chain transaction with the item(s) that the financial transaction is intended to settle.,CIIH Trade Settlement,,
,,2244,,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),1,0..n,0..0,,Due Payable,Amount,,,,,,,,,,,UN01005910,BBIE,CIIH_ Supply Chain_ Trade Settlement. Due Payable. Amount,"A monetary value that is an exact amount due and payable for this CIIH supply chain trade settlement, such as the amount due to the creditor.",Deprecated Due Payable Amount,DuePayableAmount,
,,2245,,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),2,0..1,0..0,,Creditor Reference,Identifier,,,,,,,,,,,UN01005911,BBIE,CIIH_ Supply Chain_ Trade Settlement. Creditor Reference. Identifier,"The unique identifier of the creditor reference for this CIIH supply chain trade settlement, such as a specific identifier assigned by the creditor to reference the financial transaction.",Creditor Reference ID,CreditorReferenceID,
,,2246,,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),3,0..n,0..0,,Payment Reference,Text,,,,,,,,,,,UN01005912,BBIE,CIIH_ Supply Chain_ Trade Settlement. Payment Reference. Text,"A payment reference, expressed as text, for this CIIH supply chain trade settlement.",Payment Reference Text,PaymentReference,
v4,145.0,2247,2,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),4,0..1,0..1,,Tax_ Currency,Currency_ Code,通貨コード ISO4217 / D24A TDED 6345 Currency identification code <Code specifying a monetary unit.> (an..3) ISO 4217を使用すること https://service.unece.org/trade/untdid/d23a/tred/tred6345.htm | XMLSchema /uncefact/codelist/standard/ISO_ISO3AlphaCurrencyCode_2012-08-31.xsd,qdt:CurrencyCodeType,,,,税通貨コード,税通貨コード,"税の通貨コード。
＝JPY（デフォルト）",税通貨コード,CIIHサプライチェーン取引決済における税通貨を指定するコード。,UN01005913,BBIE,CIIH_ Supply Chain_ Trade Settlement. Tax_ Currency. Code,The code specifying the tax currency for this CIIH supply chain trade settlement.,Tax Currency Code,TaxCurrencyCode,TaxCurrencyCode
v4,146.0,2248,2,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),5,0..1,1..1,,Invoice_ Currency,Currency_ Code,通貨コード ISO4217 / D24A TDED 6345 Currency identification code <Code specifying a monetary unit.> (an..3) ISO 4217を使用すること https://service.unece.org/trade/untdid/d23a/tred/tred6345.htm | XMLSchema /uncefact/codelist/standard/ISO_ISO3AlphaCurrencyCode_2012-08-31.xsd,qdt:CurrencyCodeType,,,,文書通貨コード,文書通貨コード,"インボイス文書の通貨コード。
＝JPY（デフォルト）",請求書通貨コード,CIIHサプライチェーン取引決済における請求書通貨を指定するコード。,UN01005914,BBIE,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Currency. Code,The code specifying the invoice currency for this CIIH supply chain trade settlement.,Invoice Currency Code,InvoiceCurrencyCode,InvoiceCurrencyCode
v4,147.0,2249,2,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),6,0..1,0..1,,Payment_ Currency,Currency_ Code,通貨コード ISO4217 / D24A TDED 6345 Currency identification code <Code specifying a monetary unit.> (an..3) ISO 4217を使用すること https://service.unece.org/trade/untdid/d23a/tred/tred6345.htm | XMLSchema /uncefact/codelist/standard/ISO_ISO3AlphaCurrencyCode_2012-08-31.xsd,qdt:CurrencyCodeType,,,,支払通貨コード,支払通貨コード,請求支払通貨コード（デフォルトはJPY）,支払い通貨コード,CIIHサプライチェーン取引決済における支払通貨を指定するコード。,UN01005915,BBIE,CIIH_ Supply Chain_ Trade Settlement. Payment_ Currency. Code,The code specifying the payment currency for this CIIH supply chain trade settlement.,Payment Currency Code,PaymentCurrencyCode,PaymentCurrencyCode
,,2250,,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),7,0..n,0..0,,Creditor Reference Type,Code,,,,,,,,,,,UN01006043,BBIE,CIIH_ Supply Chain_ Trade Settlement. Creditor Reference Type. Code,A code specifying the creditor reference type for this CIIH supply chain trade settlement.,Creditor Reference Type Code,CreditorReferenceTypeCode,
,,2251,,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),8,0..n,0..0,,Creditor Reference Type,Text,,,,,,,,,,,UN01006044,BBIE,CIIH_ Supply Chain_ Trade Settlement. Creditor Reference Type. Text,"A creditor reference type, expressed as text, for this CIIH supply chain trade settlement.",Creditor Reference Type Text,CreditorReferenceType,
,,2252,,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),9,0..n,0..0,,Creditor Reference Issuer,Identifier,,,,,,,,,,,UN01006045,BBIE,CIIH_ Supply Chain_ Trade Settlement. Creditor Reference Issuer. Identifier,An identifier of the creditor reference issuer for this CIIH supply change trade settlement.,Creditor Reference Issuer ID,CreditorReferenceIssuerID,
,,2253,,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),10,0..1,0..0,,Invoice Issuer_ Reference,Text,,,,,,,,,,,UN01008771,BBIE,CIIH_ Supply Chain_ Trade Settlement. Invoice Issuer_ Reference. Text,"The invoicer reference, expressed as text, for this CIIH supply chain trade settlement.",Invoice Issuer Reference Text,InvoiceIssuerReference,
,,2254,,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),11,0..1,0..0,,Invoice,Date Time,,,,,,,,,,,UN01009054,BBIE,CIIH_ Supply Chain_ Trade Settlement. Invoice. Date Time,"The date, time, date time or other date time value of the invoice in this CIIH supply chain trade settlement.",Invoice Date Time,InvoiceDateTime,
,,2255,,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),12,0..n,0..0,,Next_ Invoice,Date Time,,,,,,,,,,,UN01009055,BBIE,CIIH_ Supply Chain_ Trade Settlement. Next_ Invoice. Date Time,"A date, time, date time or other date time value of the next invoice in this CIIH supply chain trade settlement.",Next Invoice Date Time,NextInvoiceDateTime,
,,2256,,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),13,0..1,0..0,,Credit Reason,Code,,,,,,,,,,,UN01009056,BBIE,CIIH_ Supply Chain_ Trade Settlement. Credit Reason. Code,The code specifying the reason for a credit being given in this CIIH supply chain trade settlement.,Credit Reason Code,CreditReasonCode,
,,2257,,Attribute,CIIH_ Supply Chain_ Trade Settlement (Applicable),14,0..n,0..0,,Credit Reason,Text,,,,,,,,,,,UN01009057,BBIE,CIIH_ Supply Chain_ Trade Settlement. Credit Reason. Text,A textual description of the reason for a credit being given in this CIIH supply chain trade settlement.,Credit Reason Text,CreditReason,
v2,148.0,2258,2,Composition,CIIH_ Supply Chain_ Trade Settlement (Applicable),1,0..1,0..1,,,,,ram:CITradePartyType,CI_ Trade_ Party (Applicable/Invoicer),,,インボイス文書決済／請求者グループ,請求者,請求者にかかわる情報,請求書発行者,CIIHサプライチェーン取引決済の請求書を発行する取引事業者。,UN01005916,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Invoicer. CI_ Trade_ Party,The Cross Industry (CI) trade party issuing the invoice for this CIIH supply chain trade settlement.,Invoicer,InvoicerCITradeParty,InvoicerCITradeParty
v4,181.0,2259,2,Composition,CIIH_ Supply Chain_ Trade Settlement (Applicable),2,0..1,0..1,,,,,ram:CITradePartyType,CI_ Trade_ Party (Applicable/Invoicee),,,インボイス文書決済／請求先グループ,請求先,請求先にかかわるグループ,請求先,CIIHサプライチェーン取引決済において請求書が発行される取引事業者。,UN01005917,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Invoicee. CI_ Trade_ Party,The Cross Industry (CI) trade party to whom an invoice is issued for this CIIH supply chain trade settlement.,Invoicee,InvoiceeCITradeParty,InvoiceeCITradeParty
v4,212.0,2260,2,Composition,CIIH_ Supply Chain_ Trade Settlement (Applicable),3,0..1,0..1,,,,,ram:CITradePartyType,CI_ Trade_ Party (Applicable/Payee),,,インボイス文書決済／支払先グループ,支払先,支払先にかかわる情報,受取人,CIIHサプライチェーン取引決済におけるインボイスの支払先事業者。,UN01005918,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Payee. CI_ Trade_ Party,The Cross Industry (CI) payee party for this CIIH supply chain trade settlement.,Payee,PayeeCITradeParty,PayeeCITradeParty
v4,243.0,2261,2,Composition,CIIH_ Supply Chain_ Trade Settlement (Applicable),4,0..1,0..1,,,,,ram:CITradePartyType,CI_ Trade_ Party (Applicable/Payer),,,インボイス文書決済／支払人グループ,支払人,支払人にかかわる情報のグループ,支払者,CIIHサプライチェーン取引決済におけるインボイスの支払者事業者。,UN01005919,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Payer. CI_ Trade_ Party,The Cross Industry (CI) payer party for this CIIH supply chain trade settlement.,Payer,PayerCITradeParty,PayerCITradeParty
,,2262,,Composition,CIIH_ Supply Chain_ Trade Settlement (Applicable),5,0..1,0..0,,,,,,CI_ Trade_ Currency Exchange (Tax_ Applicable),,,,,,,,UN01005920,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Tax_ Applicable. CI_ Trade_ Currency Exchange,The Cross Industry (CI) trade currency exchange applicable to a tax in this CIIH supply chain trade settlement.,Tax Currency Exchange,TaxApplicableCurrencyExchange,
v1,274.0,2263,2,Composition,CIIH_ Supply Chain_ Trade Settlement (Applicable),6,0..1,0..1,,,,,ram:CITradeCurrencyExchangeType,CI_ Trade_ Currency Exchange (Applicable/Invoice_ Applicable),,,インボイス文書決済／請求者為替グループ,請求為替,請求に関する為替に関するグループ,請求書通貨交換,CIIHサプライチェーン取引決済における請求書に適用される取引通貨為替レート。,UN01005921,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Applicable. CI_ Trade_ Currency Exchange,The Cross Industry (CI) trade currency exchange applicable to the invoice in this CIIH supply chain trade settlement.,Invoice Currency Exchange,InvoiceApplicableCITradeCurrencyExchange,InvoiceApplicableCITradeCurrencyExchange
v2,280.0,2264,2,Composition,CIIH_ Supply Chain_ Trade Settlement (Applicable),7,0..1,0..1,,,,,ram:CITradeCurrencyExchangeType,CI_ Trade_ Currency Exchange (Applicable/Payment_ Applicable),,,インボイス文書決済／支払者為替グループ,支払為替,支払いに関する為替に関するグループ,支払い通貨両替,CIIHサプライチェーン取引決済の支払いに適用される取引通貨為替レート。,UN01005922,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Payment_ Applicable. CI_ Trade_ Currency Exchange,The Cross Industry (CI) trade currency exchange applicable to the payment of this CIIH supply chain trade settlement.,Payment Currency Exchange,PaymentApplicableCITradeCurrencyExchange,PaymentApplicableCITradeCurrencyExchange
v4,286.0,2265,2,Composition,CIIH_ Supply Chain_ Trade Settlement (Applicable),8,0..n,0..n,,,,,ram:CITradeSettlementPaymentMeansType,CI_ Trade Settlement_ Payment Means (Applicable/Specified),,,インボイス文書決済／支払手段グループ,支払手段,インボイス文書決済に関する支払手段のグループ。,支払い方法,CIIHサプライチェーン取引決済に指定された取引決済支払手段。,UN01005923,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade Settlement_ Payment Means,A Cross Industry (CI) trade settlement payment means specified for this CIIH supply chain trade settlement.,Payment Means,SpecifiedCITradeSettlementPaymentMeans,SpecifiedCITradeSettlementPaymentMeans
v4,310.0,2266,2,Composition,CIIH_ Supply Chain_ Trade Settlement (Applicable),9,0..n,0..n,,,,,ram:CITradeTaxType,CI_ Trade_ Tax (Applicable/Applicable),,,インボイス文書決済／鑑ヘッダ税グループ,インボイス文書税,インボイス文書の鑑ヘッダの税に関するグループ,税,CIIHサプライチェーン取引決済に適用される取引税。,UN01005924,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) trade tax applicable to this CIIH supply chain trade settlement.,Tax,ApplicableCITradeTax,ApplicableCITradeTax
v4,318.0,2267,2,Composition,CIIH_ Supply Chain_ Trade Settlement (Applicable),10,0..1,0..1,,,,,ram:CISpecifiedPeriodType,CI_ Specified_ Period (Applicable/Billing),,,インボイス文書決済／鑑ヘッダ取引期間グループ,インボイス文書取引期間,インボイス文書の取引期間に関するグループ,請求期間,CIIHサプライチェーン取引決済に指定されたインボイスの請求期間。,UN01005925,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,The Cross Industry (CI) billing period specified for this CIIH supply chain trade settlement.,Billing Period,BillingCISpecifiedPeriod,BillingCISpecifiedPeriod
,,2268,,Composition,CIIH_ Supply Chain_ Trade Settlement (Applicable),11,0..n,0..0,,,,,,CI_ Trade_ Allowance Charge (Specified),,,,,,,,UN01005926,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,A Cross Industry (CI) trade allowance or charge specified for this CIIH supply chain trade settlement.,Allowance/Charge,SpecifiedAllowanceCharge,
