version,sme_nr,mbie_nr,acronym,level,multiplicity,multiplicity_sme,label_sme,definition_sme,level_csv,multiplicity_csv,label_csv,label_ja,definition_ja,UNID,DEN,short_name,definition,property_type,class_term,sequence,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,element,XML_element_name,xpath
v4,48.0,3617,BBIE,4,0..1,0..1,（鑑ヘッダ参照）文書発行日,インボイス文書が参照する参照文書の発行日,3,0..1,参照文書発行日,発行日時,インボイスの参照文書の発行日または発行日時。,UN01005582,CI_ Referenced_ Document. Issue. Date Time,Issue Date Time,The date or date time for the issuance of this CI referenced document.,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),3,,Issue,Date Mandatory_ Date Time,"D24A TDED 2007 Document Issue Date Time <Date that a document was issued and when appropriate, signed or otherwise authenticated> (an..19)  https://unece.org/DAM/trade/untdid/UNTDED2005.pdf | XMLSchema <xsd:union memberTypes=""xsd:dateTime xsd:date""/>",qdt:DateMandatoryDateTimeType,,,,IssueDateTime,IssueDateTime,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/IssueDateTime
v4.1,49.0,3621,BBIE,4,0..1,0..1,（鑑ヘッダ参照）文書参照タイプコード,この調整で参照するインボイス文書の参照タイプを指定するコード,3,0..1,参照文書参照タイプコード,参照タイプコード,インボイスの参照文書の参照タイプを指定するコード。,UN01005586,CI_ Referenced_ Document. Reference_ Type. Code,Reference Type Code,The code specifying the reference type of this CI referenced document.,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),7,,Reference_ Type,Reference_ Code,UNCL1153 D24Aと一致. / UNTDED 1153 Reference code qualifier <Code qualifying a reference.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1153.htm | XMLSchema /uncefact/codelist/standard/UNECE_ReferenceTypeCode_D23A.xsd,qdt:ReferenceCodeType,,,not(OI),ReferenceTypeCode,ReferenceTypeCode,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/ReferenceTypeCode
v4,50.0,3623,BBIE,4,0..1,0..1,（鑑ヘッダ参照）文書履歴ID,インボイス文書が参照する文書の変更履歴を管理するID。,3,0..1,参照文書履歴ID,リビジョンID,インボイスの参照文書の改訂版に対する一意の識別子。,UN01005588,CI_ Referenced_ Document. Revision_ Identification. Identifier,Revision ID,The unique identifier for a revision of this CI referenced document.,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),9,,Revision_ Identification,Identifier,D24A TDED 1004 Document identifier <To identify a document.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred1004.htm,udt:IDType,,,,RevisionID,RevisionID,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/RevisionID
v4.2,51.0,3625,BBIE,4,0..n,0..1,（鑑ヘッダ参照）文書情報,インボイス文書が参照する参照文書に記載の情報,3,0..1,参照文書情報,情報,インボイスの参照文書に関する情報（テキストで表現）。,UN01006415,CI_ Referenced_ Document. Information. Text,Information,"Information, expressed as text, for this CI referenced document.",Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),11,,Information,Text,D24A TDED 4142 Document Information Text <Text related to a document.> (an..512) コード値不明 https://unece.org/DAM/trade/untdid/UNTDED2005.pdf,udt:TextType,,,,Information,Information,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/Information
v4,52.0,3628,BBIE,4,0..1,0..1,（鑑ヘッダ参照）文書タイプコード,インボイス文書が参照する参照文書の文書タイプを識別するコード,3,0..1,参照文書タイプコード,タイプコード,参照されるインボイスの文書のタイプを指定するコード。,UN01009672,CI_ Referenced_ Document. Type. Code,Type Code,The code specifying the type of CI referenced document.,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),14,,Type,Document_ Code,UNCL1001 D24Aと一致. / UNTDED 1001 Document name code <Code specifying the document name.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred1001.htm | XMLSchema /uncefact/codelist/standard/UNECE_DocumentNameCode_D23A.xsd,qdt:DocumentCodeType,,,,TypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/TypeCode
v4.1,59.0,3629,BBIE,4,0..n,0..1,（鑑ヘッダ参照）文書添付ファイル,この参照文書に紐付く添付バイナリファイルの有無を指定,3,0..1,参照文書バイナリファイル,添付されたバイナリオブジェクト,インボイスの参照文書に添付または付加されたバイナリオブジェクト。,UN01011455,CI_ Referenced_ Document. Attachment. Binary Object,Attached Binary Object,A binary object that is attached or otherwise appended to this CI referenced document.,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15,,Attachment,Binary Object,JECxxxx D24A定義なし,udt:BinaryObjectType,,,,AttachmentBinaryObject,AttachmentBinaryObject,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/AttachmentBinaryObject
v4.3,60.0,,SC,5,0..1,0..1,（鑑ヘッダ参照）文書添付ファイル形式,バイナリコンテンツの形式。,3,0..1,参照文書バイナリファイル形式,,,,Binary Object. Format. Text,,,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15.1,,Attachment. Binary Object/@Format,Text,,,,,,AttachmentBinaryObject@Format,@Format,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/AttachmentBinaryObject/@Format
v4.3,61.0,,SC,5,0..1,0..1,（鑑ヘッダ参照）文書添付ファイルMIMEタイプ,バイナリオブジェクトの MIME タイプ。,3,0..1,参照文書バイナリファイルMIMEタイプ,,,,Binary Object. Mime. Code,,,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15.2,,Attachment. Binary Object/@Mime,Code,,,,,,AttachmentBinaryObject@MimeCode,@MimeCode,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/AttachmentBinaryObject/@MimeCode
v4.3,62.0,,SC,5,0..1,0..1,（鑑ヘッダ参照）文書添付ファイルエンコーディングコード,バイナリオブジェクトのデコード（復号）アルゴリズムを指定する。,3,0..1,参照文書バイナリファイルエンコーディングコード,,,,Binary Object. Encoding. Code,,,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15.3,,Attachment. Binary Object/@Encoding,Code,,,,,,AttachmentBinaryObject@EncodingCode,@EncodingCode,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/AttachmentBinaryObject/@EncodingCode
v4.3,63.0,,SC,5,0..1,0..1,（鑑ヘッダ参照）文書添付ファイルキャラクターセット,MIME タイプがテキストの場合の、バイナリオブジェクトの文字集合（文字コード）。,3,0..1,参照文書バイナリファイルキャラクターセット,,,,Binary Object. Character Set. Code,,,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15.4,,Attachment. Binary Object/@Character Set,Code,,,,,,AttachmentBinaryObject@CharacterSetCode,@CharacterSetCode,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/AttachmentBinaryObject/@CharacterSetCode
v4.3,64.0,,SC,5,0..1,0..1,（鑑ヘッダ参照）文書添付ファイルURI,バイナリオブジェクトの所在を識別する URI（Uniform Resource Identifier）。,3,0..1,参照文書バイナリファイルURI,,,,Binary Object. Uniform Resource. Identifier,,,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15.5,,Attachment. Binary Object/@Uniform Resource,Identifier,,,,,,AttachmentBinaryObject@UniformResourceID,@UniformResourceID,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/AttachmentBinaryObject/@UniformResourceID
v4.3,65.0,,SC,5,0..1,0..1,（鑑ヘッダ参照）文書添付ファイルファイル名,バイナリオブジェクトのファイル名。,3,0..1,参照文書バイナリファイルファイル名,,,,Binary Object. Filename. Text,,,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),15.6,,Attachment. Binary Object/@Filename,Text,,,,,,AttachmentBinaryObject@Filename,@Filename,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/AttachmentBinaryObject/@Filename
v4,54.0,3636,BBIE,4,0..n,0..1,（鑑ヘッダ参照）文書サブタイプコード,インボイス文書が参照する参照文書の文書サブタイプを識別するコード,3,0..1,参照文書サブタイプコード,サブタイプコード,インボイスの参照文書のサブタイプを指定するコード。,UN01014899,CI_ Referenced_ Document. Subtype. Code,Subtype Code,A code specifying a subtype of this CI referenced document.,Attribute,CI_ Referenced_ Document[not(Reference_Type.Code='OI')] (Reference[not(Reference_Type.Code='OI')]),22,,Subtype,Code,JECxxxx D24A定義なし,udt:CodeType,,,,SubtypeCode,SubtypeCode,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument[not(ReferenceTypeCode='OI')]/SubtypeCode
v4.0.1,55,2202,ASBIE,3,0..n,0..n,文書情報添付ファイルグループ,インボイス文書の添付バイナリファイルに関するグループ,1,0..n,添付バイナリファイル,添付されたバイナリファイル,CIIHの取引文書に添付されたバイナリファイル。,UN01015490,CIIH_ Exchanged_ Document. Attached. Specified_ Binary File,Attached Binary File,A binary file attached to this CIIH exchanged document.,Composition,CIIH_ Exchanged_ Document,5,,Attached,,,ram:SpecifiedBinaryFileType,Specified_ Binary File (Attached),,,AttachedSpecifiedBinaryFile,AttachedSpecifiedBinaryFile,////AttachedSpecifiedBinaryFile
v4,56,7144,ABIE,3,,,添付バイナリファイルクラス,添付バイナリファイルを記述するためのクラス,,,,バイナリファイル,バイナリ形式で保存された特定のコンピュータファイルまたはプログラム。,UN01006014,Specified_ Binary File. Details,Binary File,A specified computer file or program stored in a binary format.,Class,Specified_ Binary File (Attached),,,,,,ram:SpecifiedBinaryFileType,,,,,,
v4,57.0,7145,BBIE,4,0..n,1..1,添付バイナリファイルID,添付バイナリファイルのID,3,0..1,添付バイナリファイルID,ID,指定されたバイナリファイルの一意の識別子。,UN01006015,Specified_ Binary File. Identification. Identifier,ID,A unique identifier for this specified binary file.,Attribute,Specified_ Binary File (Attached),1,PK,Identification,Identifier,,udt:IDType,,,,ID,ID,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/AttachedSpecifiedBinaryFile/ID
v4,59.0,7149,BBIE,4,0..1,0..1,添付バイナリファイル名,添付バイナリファイルの名称,3,0..1,添付バイナリファイル名,名前,指定されたバイナリファイルのファイル名（テキストで表現）。,UN01006019,Specified_ Binary File. File Name. Text,Name,"The file name, expressed as text, of this specified binary file.",Attribute,Specified_ Binary File (Attached),5,,File Name,Text,,udt:TextType,,,,FileName,FileName,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/AttachedSpecifiedBinaryFile/FileName
v4,60.0,7150,BBIE,4,0..1,0..1,添付バイナリファイルURI ID,添付バイナリファイルの保管URIID,3,0..1,添付バイナリファイルURI ID,URI,指定されたバイナリファイルの一意のURI（Uniform Resource Identifier）。,UN01006020,Specified_ Binary File. URI. Identifier,URI,The unique Uniform Resource Identifier (URI) for this specified binary file.,Attribute,Specified_ Binary File (Attached),6,,URI,Identifier,,udt:IDType,,,,URIID,URIID,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/AttachedSpecifiedBinaryFile/URIID
v4,61.0,7151,BBIE,4,0..1,1..1,添付バイナリファイルのMIMEコード,添付バイナリファイルのMIMEコード,3,0..1,添付バイナリファイルのMIMEコード,MIMEコード,指定されたバイナリファイルの多目的インターネットメール拡張（MIME）タイプを指定するコード。,UN01006021,Specified_ Binary File. MIME. Code,MIME Code,The code specifying the Multipurpose Internet Mail Extensions (MIME) type for this specified binary file.,Attribute,Specified_ Binary File (Attached),7,,MIME,Code,RFC1341 D24A定義なし / UNTDED 1341,udt:CodeType,,,,MIMECode,MIMECode,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/AttachedSpecifiedBinaryFile/MIMECode
v3,64.0,7156,BBIE,4,0..n,0..1,添付バイナリファイルの説明文,添付バイナリファイルの説明文,3,0..1,添付バイナリファイルの説明文,説明,指定されたバイナリファイルのテキストによる説明。,UN01006026,Specified_ Binary File. Description. Text,Description,A textual description of this specified binary file.,Attribute,Specified_ Binary File (Attached),12,,Description,Text,,udt:TextType,,,,Description,Description,/SMEConsolidatedSelfInvoice/CIIHExchangedDocument/AttachedSpecifiedBinaryFile/Description
v1,65.0,2288,ASMA,2,0..1,1..1,インボイス文書取引内容クラス,インボイス文書情報で伝達される取引内容に関する情報からなるクラス。,,,,CIIH取引取引,CIIHに含まれる取引明細項目、取引契約、取引納品、取引決済の詳細。,JPSxxxxxxxx,SME_ Consolidated Self Invoice. Specified. CIIH_ Supply Chain_ Trade Transaction,CIIH Trade Transaction,"The trade line items, trade agreement, trade delivery and trade settlement details included in this Cross Industry Invoice Header (CIIH).",Composition,SME_ Consolidated Self Invoice,,,,,,ram:CIIHSupplyChainTradeTransactionType,CIIH_ Supply Chain_ Trade Transaction,,,CIIHSupplyChainTradeTransaction,CIIHSupplyChainTradeTransaction,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction
