nr,category,UNID,acronym,name1,name2,name3,name4,name5,name6,name7,name8,name9,name10,name11,name12,name13,name14,label_sme,label_csv,definition_sme,multiplicity_sme,selector,fixed_value,version,code_list,issueing_agency,input_method,input_value,xml_imput_sing,selfbilling,amendment_selfbilling,single_selfbilling,core_selfbilling,accounting,JP PINT v1.0,Id,Business Term,Card.
,,UN01005730,ASBIE,,,,,,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,,,,,,,,,連絡先電子メール情報グループ,,連絡先の電子メールに関するグループ。,0..1,,,v1,,,,,,,,,,,,,,
,,UN01005857,ABIE,,,,,,CI_ Universal_ Communication. Details,,,,,,,,,電子メール通信クラス,,通信（Email）に関する情報からなるクラス。,,,,v1,,,,,,,,,,,,,,
89,ヘッダ部,UN01005858,BBIE,,,,,,,CI_ Universal_ Communication. URI. Identifier,,,,,,,,受注者メールアドレス,受注者メールアドレス,受注者の電子メールアドレス。,0..1,,,v1,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,     ,  ,  ,,＊,＊,＊,＊,,★,IBT-043,>> Seller contact email address,0..1
,,UN01005762,ASBIE,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,,,,,,,,受注者住所グループ,,受注者の住所に関するグループ。,0..1,,,v1,,,,,,,,,,,,,,
,,UN01005687,ABIE,,,,,CI_ Trade_ Address. Details,,,,,,,,,,受注者住所クラス,,受注者住所に関する情報からなるクラス。,,,,v1,,,,,,,,,,,,,,
92,ヘッダ部,UN01005689,BBIE,,,,,,CI_ Trade_ Address. Postcode. Code,,,,,,,,,受注者郵便番号,受注者郵便番号,受注者の郵便番号。,0..1,,,v1,D24A TDED3251,  ,  ,  ,,●,●,●,●,,★,IBT-038,>> Seller post code,0..1
93,ヘッダ部,UN01005692,BBIE,,,,,,CI_ Trade_ Address. Line One. Text,,,,,,,,,受注者住所1,受注者住所1,受注者の住所1行目。,0..1,,,v1,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,,  ,  ,,●,●,●,●,,★,IBT-035,>> Seller address line 1,0..1
94,ヘッダ部,UN01005693,BBIE,,,,,,CI_ Trade_ Address. Line Two. Text,,,,,,,,,受注者住所2,受注者住所2,受注者の住所2行目。,0..1,,,v4,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,,  ,  ,,＊,＊,＊,,,★,IBT-036,>> Seller address line 2,0..1
95,ヘッダ部,UN01005694,BBIE,,,,,,CI_ Trade_ Address. Line Three. Text,,,,,,,,,受注者住所3,受注者住所3,受注者の住所3行目。,0..1,,,v4,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,,  ,  ,,＊,＊,＊,,,★,IBT-162,>> Seller address line 3,0..1
96,ヘッダ部,UN01005700,BBIE,,,,,,CI_ Trade_ Address. Country. Identifier,,,,,,,,,受注者国ID,受注者国ID,受注者の国ID。デフォルトは「JP」,1..1,,,v4,ISO3166-1:Alpha2 / D24A TDED 3207 Country identifier <Identification of the name of the country or other geographical entity as defined in ISO 3166-1 and UN/ECE Recommendation 3.> (an..3) ISO 3166-1 and UN/ECE Recommendation 3 https://service.unece.org/trade/untdid/d23a/tred/tred3207.htm | XMLSchema /uncefact/identifierlist/standard/ISO_ISOTwo-letterCountryCode_SecondEdition2006.xsd,ISO,"ID値
選択入力","デフォルト
＝JP（日本）",,＊,＊,＊,,,☆,IBT-040,>> Seller country code,1..1
,,UN01005763,ASBIE,,,,,CI_ Trade_ Party. URI. CI_ Universal_ Communication,,,,,,,,,,受注者/国際アドレス（汎用通信情報）グループ,,"取引当事者（売り手・買い手など）の通信手段に関する情報をまとめる要素。
主に、電子取引（EDI・Peppol等）で利用する通信アドレスを記述する目的で使用されます。
URI（Uniform Resource Identifier）形式で事業者の電子アドレス識別子を指定します。
Peppol の場合、ここに Endpoint ID（電子アドレス識別子） が格納されます。",0..1,,,v4.1,,,,,,,,,,,,,,
,,UN01005857,ABIE,,,,,CI_ Universal_ Communication. Details,,,,,,,,,,国際アドレス（汎用通信情報）クラス,,"取引当事者の通信手段に関する詳細構造を定義します。
EDIメッセージの宛先情報、Peppol のアクセスポイント識別子などを格納できるクラスで、通信チャネル（Webサービス、API、メール、ネットワークアドレス等）を一元的に表現します。",,,,v4.1,,,,,,,,,,,,,,
99,ヘッダ部,UN01005858,BBIE,,,,,,CI_ Universal_ Communication. URI. Identifier,,,,,,,,,国際アドレスID（通信アドレス識別子）,受注者汎用通信エンドポイントURI番号,"国際的なアドレス登録機関が発行する電子アドレス識別番号を格納する要素。
具体例として、Peppol のエンドポイントID（例：0088:1234567890123）や、GS1 GLN、DUNS等を格納できます。
URI 形式（URL, URN, mailto など）で表記され、企業や組織の電子通信宛先を識別します。
EDIやPeppol通信の際に、どの組織宛てにデータを送るかを特定する重要な識別子です。",0..1,,,v4.3,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm, ,  ,,,●,●,●,●,,☆,IBT-034,> Seller electronic address,
100,ヘッダ部,,SC,,,,,,,Identification Scheme. Agency. Identifier,,,,,,,,電子宛先登録機関ID（発番機関識別子）,受注者汎用通信エンドポイントURI登録機関コード,当該国際アドレスを発行・管理する機関を識別するコード。ISO 6523-2 に登録された機関IDを使用します。,1..1,,,v4.3,ISO6523,ISO,"属性コード値
選択入力",6523'国際アドレス登録機関ID値,,●,●,●,●,,☆,IBT-034-1,>> Scheme identifier,1..1
,,UN01005764,ASBIE,,,,,CI_ Trade_ Party. Specified. CI_ Tax_ Registration,,,,,,,,,,受注者適格請求書発行事業者登録番号グループ,,適格請求書発行事業者登録番号グループ（免税事業者についてはなし）,0..1,,,,,,,,,,,,,,,,,
,,UN01005667,ABIE,,,,,CI_ Tax_ Registration. Details,,,,,,,,,,受注者適格請求書発行事業者登録番号クラス,,適格請求書発行事業者登録番号クラス,,,,,,,,,,,,,,,,,,
100.3,ヘッダ部,UN01005668,BBIE,,,,,,CI_ Tax_ Registration. Identification. Identifier,,,,,,,,,受注者適格請求書発行事業者登録番号,受注者事業者登録番号,登録された発注者の適格請求書発行事業者登録番号,1..1,,,,適格請求書発行事業者登録番号グループ（免税事業者についてはなし） D24A定義なし,国税庁,"属性コード値
固定入力",国際企業コード発番機関0221が附番した登録番号,,◎,◎,◎,◎,,☆,IBT-031,> Seller TAX identifier,1..1
100.4,ヘッダ部,,SC,,,,,,,Identifier. Identification Scheme Agency. Identifier,,,,,,,,受注者事業者登録番号発番組織,受注者事業者登録番号発番組織,国税庁(固定値0221),1..1,,221,,ISO6523 　＝0221,ISO,,,,,,,,,,,,
,,UN01005880,ASBIE,,,,CIIH_ Supply Chain_ Trade Agreement. Buyer. CI_ Trade_ Party,,,,,,,,,,,契約発注者グループ,,発注者に関するグループ。,1..1,,,v1,,,,,,,,,,,,,,
,,UN01005756,ABIE,,,,CI_ Trade_ Party. Details,,,,,,,,,,,発注者クラス,,発注者に関する情報からなるクラス。,,,,v1,,,,,,,,,,,,,,
103,ヘッダ部,UN01005757,BBIE,,,,,CI_ Trade_ Party. Identification. Identifier,,,,,,,,,,発注者ID,発注者ID,注文を行う企業のID。,0..1,,,v1,D24A TDED 3039 Party identifier <Code specifying the identity of a party.> (an..35) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3039.htm,     ,  ,     ,,＊,＊,＊,＊,,★,IBT-046,> Buyer identifier,0..1
104,ヘッダ部,UN01005758,BBIE,,,,,CI_ Trade_ Party. Global_ Identification. Identifier,,,,,,,,,,発注者国際企業ID,発注者国際企業ID,企業を表す国際企業ID。ISO6523に登録された国際企業登録機関を属性で指定する。,0..1,,,v1,D24A TDED 3039 Party identifier <Code specifying the identity of a party.> (an..35) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3039.htm,,,ISO6523企業コード発番機関が附番した企業コード値,,＊,＊,＊,,,★,IBT-047,> Buyer legal registration identifier,0..1
104.1,ヘッダ部,,SC,,,,,,Identification Scheme. Agency. Identifier,,,,,,,,,発注者国際企業ID発番組織,発注者国際企業ID発番組織,,1..1,,,,,,,,,,,,,,,IBT-048,> Buyer TAX identifier,0..1
105,ヘッダ部,UN01005759,BBIE,,,,,CI_ Trade_ Party. Name. Text,,,,,,,,,,発注者名称,発注者名称,発注を行う企業の名称,0..1,,,v1,D24A TDED 3036 Party name <Name of a party.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3036.htm,,,,,◎,◎,◎,◎,,☆,IBT-044,> Buyer name,1..1
,,UN01005761,ASBIE,,,,,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,,,,,,,,,,発注者連絡先グループ,,発注者の連絡先に関するグループ,0..1,,,v1,,,,,,,,,,,,,,
,,UN01005718,ABIE,,,,,CI_ Trade_ Contact. Details,,,,,,,,,,発注者連絡先クラス,,連絡先に関する情報からなるクラス。,,,,v1,,,,,,,,,,,,,,
110,ヘッダ部,UN01005719,BBIE,,,,,,CI_ Trade_ Contact. Identification. Identifier,,,,,,,,,発注者部門ID,発注者部門ID,発注者の発注部門を表すID。,0..1,,,v1,"D24A TDED 3413 Contact identifier <To identify a contact, such as a department or employee.> (an..17) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3413.htm",     ,  ,  ,,＊,＊,＊,,,,,,
111,ヘッダ部,UN01005720,BBIE,,,,,,CI_ Trade_ Contact. Person Name. Text,,,,,,,,,発注者担当名,発注者担当名,発注者の発注担当者の名称,0..1,,,v1,"D24A TDED 3412 Contact name < Name of a contact, such as a department or employee.> (an..256) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3412.htm",,  ,  ,,＊,＊,＊,＊,,（★）,IBT-056,>> Buyer contact point,0..1
112,ヘッダ部,UN01005721,BBIE,,,,,,CI_ Trade_ Contact. Department Name. Text,,,,,,,,,発注者部門名,発注者部門名,発注者の発注部門の名称。,0..1,,,v1,"D24A TDED 3412 Contact name < Name of a contact, such as a department or employee.> (an..256) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3412.htm",,  ,  ,,＊,＊,＊,＊,,（★）,IBT-056,>> Buyer contact point,0..1
113,ヘッダ部,UN01005725,BBIE,,,,,,CI_ Trade_ Contact. Person_ Identification. Identifier,,,,,,,,,発注者担当ID,発注者担当ID,発注者個人を表すID,0..1,,,v4,"D24A TDED 3413 Contact identifier <To identify a contact, such as a department or employee.> (an..17) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3413.htm",     ,  ,  ,,＊,＊,＊,,,,,,
,,UN01005726,ASBIE,,,,,,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,,,,,,,,,連絡先電話情報グループ,,連絡先の電話に関するグループ。,0..1,,,v1,,,,,,,,,,,,,,
,,UN01005857,ABIE,,,,,,CI_ Universal_ Communication. Details,,,,,,,,,電話通信クラス,,通信（電話）に関する情報からなるクラス。,,,,v1,,,,,,,,,,,,,,
116,ヘッダ部,UN01005860,BBIE,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,,,,,,発注者電話番号,発注者電話番号,発注者の電話番号。,0..1,,,v1,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,     ,  ,  ,,＊,＊,＊,＊,,★,IBT-057,>> Buyer contact telephone number,0..1
,,UN01005729,ASBIE,,,,,,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,,,,,,,,,連絡先FAX情報グループ,,連絡先のFAXに関するグループ。,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005857,ABIE,,,,,,CI_ Universal_ Communication. Details,,,,,,,,,FAX通信クラス,,通信（FAX）に関する情報からなるクラス。,,,,v4,,,,,,,,,,,,,,
119,ヘッダ部,UN01005860,BBIE,,,,,,,CI_ Universal_ Communication. Complete Number. Text,,,,,,,,発注者FAX番号,発注者FAX番号,発注者のFAX番号,0..1,,,v4,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,     ,  ,  ,,＊,＊,＊,＊,,,,,
,,UN01005730,ASBIE,,,,,,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,,,,,,,,,連絡先電子メール情報グループ,,連絡先の電子メールに関するグループ。,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005857,ABIE,,,,,,CI_ Universal_ Communication. Details,,,,,,,,,電子メール通信クラス,,通信（電子メール）に関する情報からなるクラス。,,,,v4,,,,,,,,,,,,,,
122,ヘッダ部,UN01005858,BBIE,,,,,,,CI_ Universal_ Communication. URI. Identifier,,,,,,,,発注者メールアドレス,発注者メールアドレス,発注者の電子メールアドレス。,0..1,,,v4,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm,     ,  ,  ,,＊,＊,＊,＊,,★,IBT-058,>> Buyer contact email address,0..1
,,UN01005762,ASBIE,,,,,CI_ Trade_ Party. Postal. CI_ Trade_ Address,,,,,,,,,,発注者住所グループ,,発注者の住所に関するグループ。,0..1,,,v4,,,,,,,,,,,,,,
,,UN01005687,ABIE,,,,,CI_ Trade_ Address. Details,,,,,,,,,,発注者住所クラス,,発注者住所に関する情報からなるクラス。,,,,v4,,,,,,,,,,,,,,
125,ヘッダ部,UN01005689,BBIE,,,,,,CI_ Trade_ Address. Postcode. Code,,,,,,,,,発注者郵便番号,発注者郵便番号,発注者の郵便番号。,0..1,,,v4,D24A TDED3251,     ,  ,  ,,＊,＊,＊,＊,,★,IBT-053,>> Buyer post code,0..1
126,ヘッダ部,UN01005692,BBIE,,,,,,CI_ Trade_ Address. Line One. Text,,,,,,,,,発注者住所1,発注者住所1,発注者の住所1行目。,0..1,,,v4,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,,  ,  ,,＊,＊,＊,＊,,★,IBT-050,>> Buyer address line 1,0..1
127,ヘッダ部,UN01005693,BBIE,,,,,,CI_ Trade_ Address. Line Two. Text,,,,,,,,,発注者住所2,発注者住所2,発注者の住所2行目。,0..1,,,v4,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,,  ,  ,,＊,＊,＊,,,★,IBT-051,>> Buyer address line 2,0..1
128,ヘッダ部,UN01005694,BBIE,,,,,,CI_ Trade_ Address. Line Three. Text,,,,,,,,,発注者住所3,発注者住所3,発注者の住所3行目。,0..1,,,v4,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,,  ,  ,,＊,＊,＊,,,★,IBT-163,>> Buyer address line 3,0..1
129,ヘッダ部,UN01005700,BBIE,,,,,,CI_ Trade_ Address. Country. Identifier,,,,,,,,,発注者国ID,発注者国ID,発注者の国ID。デフォルトは「JP」,1..1,,,v4,ISO3166-1:Alpha2 / D24A TDED 3207 Country identifier <Identification of the name of the country or other geographical entity as defined in ISO 3166-1 and UN/ECE Recommendation 3.> (an..3) ISO 3166-1 and UN/ECE Recommendation 3 https://service.unece.org/trade/untdid/d23a/tred/tred3207.htm | XMLSchema /uncefact/identifierlist/standard/ISO_ISOTwo-letterCountryCode_SecondEdition2006.xsd,ISO,"ID値
選択入力","デフォルト
＝JP（日本）",,＊,＊,＊,,,☆,IBT-055,>> Buyer country code,1..1
,,UN01005763,ASBIE,,,,,CI_ Trade_ Party. URI. CI_ Universal_ Communication,,,,,,,,,,発注者国際アドレス（汎用通信情報）グループ,,発注者の国際アドレスグループ,0..1,,,v4.1,,,,,,,,,,,,,,
,,UN01005857,ABIE,,,,,CI_ Universal_ Communication. Details,,,,,,,,,,国際アドレス（汎用通信情報）クラス,,国際アドレスクラス,,,,v4.1,,,,,,,,,,,,,,
132,ヘッダ部,UN01005858,BBIE,,,,,,CI_ Universal_ Communication. URI. Identifier,,,,,,,,,発注者者国際アドレス（汎用通信情報）,発注者汎用通信エンドポイントURI番号,国際アドレス登録機関が付与する発注者国際アドレス番号,1..1,,,v4.3,D24A TDED 3148 Communication address identifier <To identify a communication address.> (an..512) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3148.htm, ,  ,,,●,●,●,●,,☆,IBT-049,> Buyer electronic address,1..1
133,ヘッダ部,,SC,,,,,,,Identification Scheme. Agency. Identifier,,,,,,,,国際アドレス（汎用通信情報）登録機関ID,発注者汎用通信エンドポイントURI登録機関コード,ISOがコード表6523に登録した国際アドレス登録機関のID,1..1,,,v4.3,ISO6523,ISO,"属性コード値
選択入力",6523'国際アドレス登録機関ID値,,●,●,●,●,,☆,IBT-049-1,>> Scheme identifier,1..1
,,UN01005764,ASBIE,,,,,CI_ Trade_ Party. Specified. CI_ Tax_ Registration,,,,,,,,,,受注者適格請求書発行事業者登録番号,,適格請求書発行事業者登録番号グループ,0..1,,,,,,,,,,,,,,,,,
,,UN01005667,ABIE,,,,,CI_ Tax_ Registration. Details,,,,,,,,,,受注者適格請求書発行事業者登録番号クラス,,適格請求書発行事業者登録番号クラス,,,,,,,,,,,,,,,,,,
133.3,ヘッダ部,UN01005668,BBIE,,,,,,CI_ Tax_ Registration. Identification. Identifier,,,,,,,,,受注者適格請求書発行事業者登録番号,発注者登録番号,登録された発注者の適格請求書発行事業者登録番号,1..1,,,,適格請求書発行事業者登録番号グループ（免税事業者についてはなし） D24A定義なし,国税庁,"属性コード値
固定入力",国際企業コード発番機関0221が附番した登録番号,,◎,◎,◎,◎,,,IBT-031,> Seller TAX identifier,1..1
