version,sequence,level,type,identifier,UNID,acronym,label_local,multiplicity,seq,class_term,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v4.3,327,7,A,,UN01005841,BBIE,明細行調整課税分類コード,0..1,4051,CI_ Trade_ Tax,I,_,,調整明細行の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,IITaxCategoryCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I/I
v4.3,328,7,A,,UN01007174,BBIE,明細行調整税率,0..1,4062,CI_ Trade_ Tax,I,_,,調整明細行の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,IITaxRatePercent,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I/I
v4.3,329,5,C,,UN01014643,ASBIE,明細行決済／調整グループ,0..1,2343,CIILB_ Supply Chain_ Trade Settlement,I,,I,明細行決済の調整に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A financial adjustment specified for this CIILB supply chain trade settlement.,Specified Financial Adjustment,IIFinancialAdjustment,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v4.3,331,6,A,,UN01005488,BBIE,明細行調整理由コード(源泉所得税),0..1,3460,CI_ Financial_ Adjustment,I,_,,"この明細行の調整理由を示す識別コード
26(源泉所得税)",UNCL4465,,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,IIFinancialAdjustmentReasonCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,332,6,A,,UN01005489,BBIE,明細行調整理由,0..1,3461,CI_ Financial_ Adjustment,I,_,,この明細行の調整理由を文字で表現した内容,,,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,IIFinancialAdjustmentReasonText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,333,6,A,,UN01005490,BBIE,明細行調整金額,0..1,3462,CI_ Financial_ Adjustment,I,_,,"この明細行の調整金額（鑑ヘッダ調整金額で相殺処理）
＜調整理由コード=26＞
源泉所得税",,,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,IIFinancialAdjustmentActualAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,334,6,C,,UN01014897,ASBIE,明細行調整／調整税グループ,0..1,3468,CI_ Financial_ Adjustment,I,,_,調整明細行の税率別税クラスに関するグループ,,,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,Related Tax,IIFinancialAdjustmentRelatedTax,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,336,7,A,,UN01005834,BBIE,明細行調整税タイプコード,0..1,4044,CI_ Trade_ Tax,I,_,,"税の種類を識別するコード
SWT(源泉所得税 )",UNCL5153,,CI_ Trade_ Tax. Type. Code,"The code specifying the type of CI trade related tax, levy or duty, such as a code for a Value Added Tax (VAT).",Type Code,IITaxTypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I/I
v4.3,337,7,A,,UN01007174,BBIE,明細行調整税率,0..1,4062,CI_ Trade_ Tax,I,_,,調整明細行の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,IITaxRatePercent,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I/I
v4.3,338,5,C,,UN01014643,ASBIE,明細行決済／調整グループ,0..n,2343,CIILB_ Supply Chain_ Trade Settlement,I,,I,明細行決済の調整に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A financial adjustment specified for this CIILB supply chain trade settlement.,Specified Financial Adjustment,IIFinancialAdjustment,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v4.3,340,6,A,,UN01005488,BBIE,明細行調整理由コード,0..1,3460,CI_ Financial_ Adjustment,I,_,,30の場合（入金）,UNCL4465,,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,IIFinancialAdjustmentReasonCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,341,6,A,,UN01005489,BBIE,明細行調整理由,0..1,3461,CI_ Financial_ Adjustment,I,_,,この明細行の調整理由を文字で表現した内容,,,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,IIFinancialAdjustmentReasonText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,342,6,A,,UN01005490,BBIE,明細行調整金額,0..1,3462,CI_ Financial_ Adjustment,I,_,,"この明細行の調整金額30の場合＞
入金",,,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,IIFinancialAdjustmentActualAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,343,5,C,,UN01014644,ASBIE,明細行決裁／返金グループ,0..n,2344,CIILB_ Supply Chain_ Trade Settlement,I,,I,明細行の返金に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,An allowance or charge specified for this CIILB supply chain trade settlement.,Specified Allowance Charge,IIAllowanceCharge,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v4,345,6,A,,UN01005707,BBIE,"明細行返金・追加請求判別子
    =返金（Allowance）",1..1,3848,CI_ Trade_ Allowance Charge,I,_,,"明細行返金・追加請求判別子
false (Allowance）",JECxxxx,,CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Charge Indicator,IIAllowanceChargeChargeIndicator,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,346,6,A,,UN01005713,BBIE,明細行返金金額,0..1,3854,CI_ Trade_ Allowance Charge,I,_,,この明細行に紐付く返金金額,,,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,Actual Amount,IIAllowanceChargeActualAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,347,6,A,,UN01005714,BBIE,明細行返金理由コード,0..1,3855,CI_ Trade_ Allowance Charge,I,_,,この明細行の返金理由を識別するコード,UNCL4465,,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,Reason Code,IIAllowanceChargeReasonCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,348,6,A,,UN01005715,BBIE,明細行返金理由,0..1,3856,CI_ Trade_ Allowance Charge,I,_,,"この明細行の返金理由（内容）の説明
軽減税率対象の場合は軽減符号を付記",,,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",Reason Text,IIAllowanceChargeReasonText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,349,6,C,,UN01005716,ASBIE,明細行返金／明細行返金税グループ,0..1,3860,CI_ Trade_ Allowance Charge,I,,_,明細行返金の税に関するグループ,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,Tax Category,IIAllowanceChargeCategoryTax,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,351,7,A,,UN01005841,BBIE,明細行返金課税分類コード,1..1,4051,CI_ Trade_ Tax,I,_,,明細行返金の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,IITaxCategoryCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I/I
v4,352,7,A,,UN01007174,BBIE,明細行返金税率,0..1,4062,CI_ Trade_ Tax,I,_,,明細行返金の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,IITaxRatePercent,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I/I
v4.1,353,5,C,,UN01014644,ASBIE,明細行決裁／追加請求グループ,0..n,2344,CIILB_ Supply Chain_ Trade Settlement,I,,I,明細行決裁／追加請求グループ,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,An allowance or charge specified for this CIILB supply chain trade settlement.,Specified Allowance Charge,IIAllowanceCharge,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v4.1,355,6,A,,UN01005707,BBIE,"明細行返金・追加請求判別子
    =追加請求（Charge）",1..1,3848,CI_ Trade_ Allowance Charge,I,_,,"明細行返金・追加請求判別子
true (Charge)",JECxxxx,,CI_ Trade_ Allowance Charge. Charge. Indicator,The indication of whether or not this CI trade allowance charge is a charge.,Charge Indicator,IIAllowanceChargeChargeIndicator,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.1,356,6,A,,UN01005713,BBIE,明細行追加請求金額,0..1,3854,CI_ Trade_ Allowance Charge,I,_,,この明細行に紐付く追加請求金額。,,,CI_ Trade_ Allowance Charge. Actual. Amount,An actual monetary value of this CI trade allowance charge.,Actual Amount,IIAllowanceChargeActualAmount,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.1,357,6,A,,UN01005714,BBIE,明細行追加請求理由コード,0..1,3855,CI_ Trade_ Allowance Charge,I,_,,この明細行の追加請求理由を識別するコード,UNCL4465,,CI_ Trade_ Allowance Charge. Reason. Code,The code specifying the reason for this CI trade allowance charge.,Reason Code,IIAllowanceChargeReasonCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.1,358,6,A,,UN01005715,BBIE,明細行追加請求理由,0..1,3856,CI_ Trade_ Allowance Charge,I,_,,"この明細行の追加請求理由（内容）の説明
軽減税率対象の場合は軽減符号を付記",,,CI_ Trade_ Allowance Charge. Reason. Text,"The reason, expressed as text, for this CI trade allowance charge.",Reason Text,IIAllowanceChargeReasonText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,359,6,C,,UN01005716,ASBIE,明細行追加請求／明細行追加請求税グループ,0.1,3860,CI_ Trade_ Allowance Charge,I,,_,明細行追加請求の税に関するグループ,,,CI_ Trade_ Allowance Charge. Category. CI_ Trade_ Tax,A tax category of this CI trade allowance charge.,Tax Category,IIAllowanceChargeCategoryTax,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,361,7,A,,UN01005841,BBIE,明細行追加請求課税分類コード,1..1,4051,CI_ Trade_ Tax,I,_,,明細行追加請求の課税分類コード,UNCL5305,,CI_ Trade_ Tax. Category. Code,"The code specifying the category to which this CI trade related tax, levy or duty applies, such as codes for ""Exempt from Tax"", ""Standard Rate"", ""Free Export Item - Tax Not Charged"" .",Category Code,IITaxCategoryCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I/I
v4,362,7,A,,UN01007174,BBIE,明細行追加請求税率,0..1,4062,CI_ Trade_ Tax,I,_,,明細行追加請求の税率,,,CI_ Trade_ Tax. Rate_ Applicable. Percent,"The applicable rate of CI trade tax, expressed as a percentage.",Applicable Rate Percent,IITaxRatePercent,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I/I
v4,363,5,C,,UN01014894,ASBIE,明細行／取引期間グループ,1..1,2345,CIILB_ Supply Chain_ Trade Settlement,I,,I,"明細行の取引期間に関する情報からなるグループ
明細文書ヘッダ、または明細行のいずれかの取引期間グループが法的必須
明細文書ヘッダ取引期間グループにデータ入力した場合は明細行取引期間グループのデータ入力は省略することができる",,,CIILB_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,The billing period specified for this CIILB supply chain trade settlement.,Billing Period,IIBillingPeriod,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v4,365,6,A,,UN01005612,BBIE,明細行取引開始日,0..1,3677,CI_ Specified_ Period,I,_,,この明細行の取引開始日,,,CI_ Specified_ Period. Start. Date Time,"The date, time, date time or other date time value for the start of this CI specified period of time.",Start Date Time,IIPeriodStartDateTime,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4,366,6,A,,UN01005613,BBIE,明細行取引終了日,0..1,3678,CI_ Specified_ Period,I,_,,この明細行の取引終了日,,,CI_ Specified_ Period. End. Date Time,"The date, time, date time or other date time value for the end of this CI specified period of time.",End Date Time,IIPeriodEndDateTime,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,367,5,C,,JPSxxxxxxxx,ASBIE,明細行／会計アカウントグループ,0..1,0,CIILB_ Supply Chain_ Trade Settlement,I,,I,この明細行の会計アカウントに関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,,,IIReceivableAccountingAccount,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v4.3,369,6,A,,UN01005681,BBIE,明細行会計アカウントID,1..1,3818,CI_ Trade_ Accounting Account,I,_,,明細行会計アカウントのID,,,CI_ Trade_ Accounting Account. Identification. Identifier,The unique identifier for this CI trade accounting account.,ID,IIAccountingAccountID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,370,6,A,,UN01005683,BBIE,明細行会計アカウントタイプコード,0..1,3820,CI_ Trade_ Accounting Account,I,_,,明細行会計アカウントのタイプコード,,,CI_ Trade_ Accounting Account. Type. Code,"The code specifying the type of CI trade accounting account, such as general (main), secondary, cost accounting or budget account.",Type Code,IIAccountingAccountTypeCode,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v4.3,371,6,A,,UN01005685,BBIE,明細行会計アカウント名,0..1,3822,CI_ Trade_ Accounting Account,I,_,,明細行会計アカウントの名称,,,CI_ Trade_ Accounting Account. Name. Text,"The name, expressed as text, of this CI trade accounting account.",Name,IIAccountingAccountName,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v1,372,5,C,,UN01010016,ASBIE,明細行／取引品目グループ,1..1,2321,CIILB_ Subordinate_ Trade Line Item,I,,I,明細行の取引品目に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Applicable. CI_ Trade_ Product,A product applicable for this CIILB subordinate trade line item.,Applicable Product,IISubordinateDocumentProduct,II,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II
v1,374,6,A,,UN01005810,BBIE,品目ID,0..1,3984,CI_ Trade_ Product,I,_,,品目名を特定するために付与したID,,,CI_ Trade_ Product. Identification. Identifier,The unique identifier for this CI trade product.,ID,IIProductID,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v1,375,6,A,,UN01005815,BBIE,品目名,1..1,3989,CI_ Trade_ Product,I,_,,この取引品目の名称。,,,CI_ Trade_ Product. Name. Text,"A name, expressed as text, for this CI trade product.",Name,IIProductName,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
v1,376,6,A,,UN01005817,BBIE,品目摘要,0..1,3991,CI_ Trade_ Product,I,_,,この取引品目内容を文字で説明したもの,,,CI_ Trade_ Product. Description. Text,A textual description for this CI trade product.,Description,IIProductDescriptionText,I,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/II/II/II/II/I
