version,sequence,level,type,identifier,label_local,representation_term,multiplicity,code_list,attribute,definition_local,acronym,UNID,class_term,id,path,semantic_path,abbreviation_path,label,definition,name,element,xpath,
v4.3,47,4,A,,（文書参照）文書名,Text,0..1,,ISO639言語コード,この文書が参照する文書の名称,BBIE,UN01005589,Reference CI Referenced Document,UN06a_8,/JP00a/UN06a/UN06a_8,$.SME Core Self Invoice.CIIH Exchanged Document.Reference CI Referenced Document.Name,SmeCorSelfInvc.CihExchndDocmnt.RefrncCiRefrncdDocmnt.Nam,Name ,"A name, expressed as text, for this CI referenced document.",Reference Document Name ,Name,/SMECoreSelfInvoice/CIIHExchangedDocument/ReferenceCIReferencedDocument/Name,3
v1,48,2,C,,インボイス文書取引内容クラス,,1..1,  ,,インボイス文書情報で伝達される取引内容に関する情報からなるクラス。,ASMA,UN01005936,CIIH Supply Chain Trade Transaction,UN08a,/JP00a/UN08a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction,SmeCorSelfInvc.CihSupplyChanTradTransctn,CIIH Supply Chain Trade Transaction,"The trade line items, trade agreement, trade delivery and trade settlement details included in this Cross Industry Invoice Header (CIIH).",Supply Chain Trade Transaction,CIIHSupplyChainTradeTransaction,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction,2
v1,49,3,C,,インボイス文書取引内容／契約グループ,,1..1,  ,,インボイス文書取引に適用される契約に関するグループ。,ABIE,UN01005878,Applicable CIIH Supply Chain Trade Agreement,UN08a_UN09a,/JP00a/UN08a_UN09a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt,Applicable CIIH Supply Chain Trade Agreement,The contractual terms of the supply chain trade agreement for this Cross Industry Invoice Header (CIIH).,Supply Chain Trade Agreement,ApplicableCIIHSupplyChainTradeAgreement,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement,2
v1,50,4,C,,インボイス文書契約／受注者グループ,,1..1,,,受注者に関するグループ。,ABIE,UN01005756,Seller CI Trade Party,UN08a_UN09a_UN10a,/JP00a/UN08a_UN09a_UN10a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty,Seller CI Trade Party,"An individual, a group, or a body having a role in a Cross Industry (CI) trade business function.",Seller Trade Party,SellerCITradeParty,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty,2
v1,51,5,A,,事業者ID,Identifier,0..1,  ,,企業/工場・事業所・事業部門等を表すID。デフォルトはデータなし。,BBIE,UN01005757,Seller CI Trade Party,UN08a_UN09a_UN10a_1,/JP00a/UN08a_UN09a_UN10a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Identification,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.Idntfn,ID,A unique identifier of this CI trade party.,Seller Trade Party ID,ID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/ID,2
v1,52,5,A,,事業者名称,Text,0..1,,ISO639言語コード,企業/工場・事業所・事業部門等の名称,BBIE,UN01005759,Seller CI Trade Party,UN08a_UN09a_UN10a_2,/JP00a/UN08a_UN09a_UN10a_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.Nam,Name ,"The name, expressed as text, for this CI trade party.",Seller Trade Party Name ,Name,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/Name,2
v4,53,5,A,,適格請求書発行事業者登録番号,Identifier,0..1,ISO6523,,"登録された事業者の適格請求書発行事業者登録番号
（免税事業者についてはなし）",BBIE,UN01013039,Seller CI Trade Party,UN08a_UN09a_UN10a_3,/JP00a/UN08a_UN09a_UN10a_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Registered Identification,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.RegstrdIdntfn,Registered ID,The registered identifier of this CI trade party.,Seller Trade Party Registered ID,RegisteredID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/RegisteredID,2
v1,54,5,C,,事業者／連絡先グループ,,0..1, ,,事業者の連絡先に関するグループ,ABIE,UN01005718,Defined CI Trade Contact,UN08a_UN09a_UN10a_UN11a,/JP00a/UN08a_UN09a_UN10a_UN11a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Defined CI Trade Contact,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.DefndCiTradContct,Defined CI Trade Contact,A person or a department that acts as a point of contact with another person or department in a Cross Industry (CI) trading relationship.,Seller Contact,DefinedCITradeContact,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact,2
v1,55,6,A,,事業者担当名,Text,0..1,,ISO639言語コード,事業者の発注担当者の名称,BBIE,UN01005720,Defined CI Trade Contact,UN08a_UN09a_UN10a_UN11a_1,/JP00a/UN08a_UN09a_UN10a_UN11a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Defined CI Trade Contact.Person Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.DefndCiTradContct.PersnNam,Person Name ,"The name, expressed as text, of this CI trade contact person.",Seller Contact Person Name ,PersonName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/PersonName,2
v1,56,6,A,,事業者部門名,Text,0..1,,ISO639言語コード,事業者の発注部門の名称。,BBIE,UN01005721,Defined CI Trade Contact,UN08a_UN09a_UN10a_UN11a_2,/JP00a/UN08a_UN09a_UN10a_UN11a_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Defined CI Trade Contact.Department Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.DefndCiTradContct.DeprtmntNam,Department Name ,"The name, expressed as text, of the department which is this CI trade contact.",Seller Contact Department Name ,DepartmentName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/DepartmentName,2
v1,57,6,C,,連絡先／電話情報グループ,,0..1, ,,連絡先の電話に関するグループ。,ABIE,UN01005857,Telephone CI Universal Communication,UN08a_UN09a_UN10a_UN11a_UN12a,/JP00a/UN08a_UN09a_UN10a_UN11a_UN12a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Defined CI Trade Contact.Telephone CI Universal Communication,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.DefndCiTradContct.TelphnCiUnvrslCommnctn,Telephone CI Universal Communication,The exchange of messages or information for Cross Industry (CI) purposes.,Seller Telephone Universal Communication,TelephoneCIUniversalCommunication,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication,2
v1,58,7,A,,事業者電話番号,Text,0..1, ,,事業者の電話番号。,BBIE,UN01005860,Telephone CI Universal Communication,UN08a_UN09a_UN10a_UN11a_UN12a_1,/JP00a/UN08a_UN09a_UN10a_UN11a_UN12a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Defined CI Trade Contact.Telephone CI Universal Communication.Complete Number,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.DefndCiTradContct.TelphnCiUnvrslCommnctn.CompltNumbr,Complete Number ,The text string of characters that make up the complete number for this CI universal communication.,Seller Telephone Number ,CompleteNumber,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication/CompleteNumber,2
v1,59,6,C,,連絡先／FAX情報グループ,,0..1, ,,連絡先のFAXに関するグループ。,ABIE,UN01005857,Fax CI Universal Communication,UN08a_UN09a_UN10a_UN11a_UN12b,/JP00a/UN08a_UN09a_UN10a_UN11a_UN12b,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Defined CI Trade Contact.Fax CI Universal Communication,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.DefndCiTradContct.FaxCiUnvrslCommnctn,Fax CI Universal Communication,The exchange of messages or information for Cross Industry (CI) purposes.,Seller Fax Universal Communication,FaxCIUniversalCommunication,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/FaxCIUniversalCommunication,2
v1,60,7,A,,事業者電話番号,Text,0..1, ,,事業者の電話番号。,BBIE,UN01005860,Fax CI Universal Communication,UN08a_UN09a_UN10a_UN11a_UN12b_1,/JP00a/UN08a_UN09a_UN10a_UN11a_UN12b_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Defined CI Trade Contact.Fax CI Universal Communication.Complete Number,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.DefndCiTradContct.FaxCiUnvrslCommnctn.CompltNumbr,Complete Number ,The text string of characters that make up the complete number for this CI universal communication.,Seller Fax Number ,CompleteNumber,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/FaxCIUniversalCommunication/CompleteNumber,2
v4,61,5,C,,事業者／住所グループ,,0..1, ,,事業者の住所に関するグループ。,ABIE,UN01005687,Postal CI Trade Address,UN08a_UN09a_UN10a_UN13a,/JP00a/UN08a_UN09a_UN10a_UN13a,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Postal CI Trade Address,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.PostlCiTradAddrss,Postal CI Trade Address,The place at which a particular Cross Industry (CI) trade related organization or person may be found or reached.,Seller Postal Address,PostalCITradeAddress,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/PostalCITradeAddress,2
v4,62,6,A,,事業者郵便番号,Code,0..1, ,,事業者の郵便番号。,BBIE,UN01005689,Postal CI Trade Address,UN08a_UN09a_UN10a_UN13a_1,/JP00a/UN08a_UN09a_UN10a_UN13a_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Postal CI Trade Address.Postcode,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.PostlCiTradAddrss.Postcd,Postcode Code,The postcode of this CI trade address.,Seller Postal Postcode Code,PostcodeCode,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/PostalCITradeAddress/PostcodeCode,2
v4,63,6,A,,事業者住所1,Text,0..1,,ISO639言語コード,事業者の住所1行目。,BBIE,UN01005692,Postal CI Trade Address,UN08a_UN09a_UN10a_UN13a_2,/JP00a/UN08a_UN09a_UN10a_UN13a_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Seller CI Trade Party.Postal CI Trade Address.Line One,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.SellrCiTradParty.PostlCiTradAddrss.LinOne,Line One ,"The first free form line, expressed as text, of this CI trade address.",Seller Postal Address Line One ,LineOne,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/PostalCITradeAddress/LineOne,2
v1,64,4,C,,インボイス文書契約／発注者グループ,,1..1,,,発注者に関するグループ。,ABIE,UN01005756,Buyer CI Trade Party,UN08a_UN09a_UN10b,/JP00a/UN08a_UN09a_UN10b,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Buyer CI Trade Party,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.BuyrCiTradParty,Buyer CI Trade Party,"An individual, a group, or a body having a role in a Cross Industry (CI) trade business function.",Buyer,BuyerCITradeParty,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty,2
v1,65,5,A,,事業者ID,Identifier,0..1,  ,,企業/工場・事業所・事業部門等を表すID。デフォルトはデータなし。,BBIE,UN01005757,Buyer CI Trade Party,UN08a_UN09a_UN10b_1,/JP00a/UN08a_UN09a_UN10b_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Buyer CI Trade Party.Identification,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.BuyrCiTradParty.Idntfn,ID,A unique identifier of this CI trade party.,Buyer ID,ID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/ID,2
v1,66,5,A,,事業者名称,Text,0..1,,ISO639言語コード,企業/工場・事業所・事業部門等の名称,BBIE,UN01005759,Buyer CI Trade Party,UN08a_UN09a_UN10b_2,/JP00a/UN08a_UN09a_UN10b_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Buyer CI Trade Party.Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.BuyrCiTradParty.Nam,Name ,"The name, expressed as text, for this CI trade party.",Buyer Name ,Name,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/Name,2
v4,67,5,A,,適格請求書発行事業者登録番号,Identifier,0..1,ISO6523,,"登録された事業者の適格請求書発行事業者登録番号
（免税事業者についてはなし）",BBIE,UN01013039,Buyer CI Trade Party,UN08a_UN09a_UN10b_3,/JP00a/UN08a_UN09a_UN10b_3,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Buyer CI Trade Party.Registered Identification,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.BuyrCiTradParty.RegstrdIdntfn,Registered ID,The registered identifier of this CI trade party.,Buyer Registered ID,RegisteredID,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/RegisteredID,2
v1,68,5,C,,事業者／連絡先グループ,,0..1, ,,事業者の連絡先に関するグループ,ABIE,UN01005718,Defined CI Trade Contact,UN08a_UN09a_UN10b_UN11b,/JP00a/UN08a_UN09a_UN10b_UN11b,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Buyer CI Trade Party.Defined CI Trade Contact,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.BuyrCiTradParty.DefndCiTradContct,Defined CI Trade Contact,A person or a department that acts as a point of contact with another person or department in a Cross Industry (CI) trading relationship.,Buyer Contact,DefinedCITradeContact,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact,2
v1,69,6,A,,事業者担当名,Text,0..1,,ISO639言語コード,事業者の発注担当者の名称,BBIE,UN01005720,Defined CI Trade Contact,UN08a_UN09a_UN10b_UN11b_1,/JP00a/UN08a_UN09a_UN10b_UN11b_1,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Buyer CI Trade Party.Defined CI Trade Contact.Person Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.BuyrCiTradParty.DefndCiTradContct.PersnNam,Person Name ,"The name, expressed as text, of this CI trade contact person.",Buyer Contact Person Name ,PersonName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact/PersonName,2
v1,70,6,A,,事業者部門名,Text,0..1,,ISO639言語コード,事業者の発注部門の名称。,BBIE,UN01005721,Defined CI Trade Contact,UN08a_UN09a_UN10b_UN11b_2,/JP00a/UN08a_UN09a_UN10b_UN11b_2,$.SME Core Self Invoice.CIIH Supply Chain Trade Transaction.Applicable CIIH Supply Chain Trade Agreement.Buyer CI Trade Party.Defined CI Trade Contact.Department Name,SmeCorSelfInvc.CihSupplyChanTradTransctn.ApplclCihSupplyChanTradAgrmnt.BuyrCiTradParty.DefndCiTradContct.DeprtmntNam,Department Name ,"The name, expressed as text, of the department which is this CI trade contact.",Buyer Contact Department Name ,DepartmentName,/SMECoreSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact/DepartmentName,2
