version,sme_nr,mbie_nr,level,property_type,class_term,sequence,identifier,property_term,multiplicity,multiplicity_SME,representation_term,code_list,attribute,associated_class,label_local,definition_local,UNID,acronym,DEN,definition,short_name,name,element,xpath
,,2245,,Attribute,CIIH_ Supply Chain_ Trade Settlement,2,,Creditor Reference,0..1,0..0,Identifier,,,,,,UN01005911,BBIE,CIIH_ Supply Chain_ Trade Settlement. Creditor Reference. Identifier,"The unique identifier of the creditor reference for this CIIH supply chain trade settlement, such as a specific identifier assigned by the creditor to reference the financial transaction.",Creditor Reference ID,,CreditorReferenceID,
,,2246,,Attribute,CIIH_ Supply Chain_ Trade Settlement,3,,Payment Reference,0..n,0..0,Text,,,,,,UN01005912,BBIE,CIIH_ Supply Chain_ Trade Settlement. Payment Reference. Text,"A payment reference, expressed as text, for this CIIH supply chain trade settlement.",Payment Reference Text,,PaymentReferenceText,
v4,142,2247,2,Attribute,CIIH_ Supply Chain_ Trade Settlement,4,,Tax_ Currency,0..1,0..1,Code,"通貨コード
ISO4217",,,税通貨コード,"税の通貨コード。
＝JPY（デフォルト）",UN01005913,BBIE,CIIH_ Supply Chain_ Trade Settlement. Tax_ Currency. Code,The code specifying the tax currency for this CIIH supply chain trade settlement.,Tax Currency Code,TransactionTaxCurrencyCode,TaxCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/TaxCurrencyCode
v4,143,2248,2,Attribute,CIIH_ Supply Chain_ Trade Settlement,5,,Invoice_ Currency,0..1,1..1,Code,"通貨コード
ISO4217",,,文書通貨コード,"インボイス文書の通貨コード。
＝JPY（デフォルト）",UN01005914,BBIE,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Currency. Code,The code specifying the invoice currency for this CIIH supply chain trade settlement.,Invoice Currency Code,TransactionInvoiceCurrencyCode,InvoiceCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceCurrencyCode
v4,144,2249,2,Attribute,CIIH_ Supply Chain_ Trade Settlement,6,,Payment_ Currency,0..1,0..1,Code,"通貨コード
ISO4217",,,支払通貨コード,請求支払通貨コード（デフォルトはJPY）,UN01005915,BBIE,CIIH_ Supply Chain_ Trade Settlement. Payment_ Currency. Code,The code specifying the payment currency for this CIIH supply chain trade settlement.,Payment Currency Code,TransactionPaymentCurrencyCode,PaymentCurrencyCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PaymentCurrencyCode
,,2250,,Attribute,CIIH_ Supply Chain_ Trade Settlement,7,,Creditor Reference Type,0..n,0..0,Code,,,,,,UN01006043,BBIE,CIIH_ Supply Chain_ Trade Settlement. Creditor Reference Type. Code,A code specifying the creditor reference type for this CIIH supply chain trade settlement.,Creditor Reference Type Code,,CreditorReferenceTypeCode,
,,2251,,Attribute,CIIH_ Supply Chain_ Trade Settlement,8,,Creditor Reference Type,0..n,0..0,Text,,,,,,UN01006044,BBIE,CIIH_ Supply Chain_ Trade Settlement. Creditor Reference Type. Text,"A creditor reference type, expressed as text, for this CIIH supply chain trade settlement.",Creditor Reference Type Text,,CreditorReferenceTypeText,
,,2252,,Attribute,CIIH_ Supply Chain_ Trade Settlement,9,,Creditor Reference Issuer,0..n,0..0,Identifier,,,,,,UN01006045,BBIE,CIIH_ Supply Chain_ Trade Settlement. Creditor Reference Issuer. Identifier,An identifier of the creditor reference issuer for this CIIH supply change trade settlement.,Creditor Reference Issuer ID,,CreditorReferenceIssuerID,
,,2253,,Attribute,CIIH_ Supply Chain_ Trade Settlement,10,,Invoice Issuer_ Reference,0..1,0..0,Text,,,,,,UN01008771,BBIE,CIIH_ Supply Chain_ Trade Settlement. Invoice Issuer_ Reference. Text,"The invoicer reference, expressed as text, for this CIIH supply chain trade settlement.",Invoice Issuer Reference Text,,InvoiceIssuerReferenceText,
,,2254,,Attribute,CIIH_ Supply Chain_ Trade Settlement,11,,Invoice,0..1,0..0,Date Time,,,,,,UN01009054,BBIE,CIIH_ Supply Chain_ Trade Settlement. Invoice. Date Time,"The date, time, date time or other date time value of the invoice in this CIIH supply chain trade settlement.",Invoice Date Time,,InvoiceDateTime,
,,2255,,Attribute,CIIH_ Supply Chain_ Trade Settlement,12,,Next_ Invoice,0..n,0..0,Date Time,,,,,,UN01009055,BBIE,CIIH_ Supply Chain_ Trade Settlement. Next_ Invoice. Date Time,"A date, time, date time or other date time value of the next invoice in this CIIH supply chain trade settlement.",Next Invoice Date Time,,NextInvoiceDateTime,
,,2256,,Attribute,CIIH_ Supply Chain_ Trade Settlement,13,,Credit Reason,0..1,0..0,Code,,,,,,UN01009056,BBIE,CIIH_ Supply Chain_ Trade Settlement. Credit Reason. Code,The code specifying the reason for a credit being given in this CIIH supply chain trade settlement.,Credit Reason Code,,CreditReasonCode,
,,2257,,Attribute,CIIH_ Supply Chain_ Trade Settlement,14,,Credit Reason,0..n,0..0,Text,,,,,,UN01009057,BBIE,CIIH_ Supply Chain_ Trade Settlement. Credit Reason. Text,A textual description of the reason for a credit being given in this CIIH supply chain trade settlement.,Credit Reason Text,,CreditReasonText,
v2,145,2258,2,Composition,CIIH_ Supply Chain_ Trade Settlement,1,,Invoicer,0..1,0..1,,,,CI_ Trade_ Party,インボイス文書決済／請求者グループ,請求者にかかわる情報,UN01005916,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Invoicer. CI_ Trade_ Party,The Cross Industry (CI) trade party issuing the invoice for this CIIH supply chain trade settlement.,Invoicer,TransactionInvoicer,InvoicerCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoicerCITradeParty
v4,178,2259,2,Composition,CIIH_ Supply Chain_ Trade Settlement,2,,Invoicee,0..1,0..1,,,,CI_ Trade_ Party,インボイス文書決済／請求先グループ,請求先にかかわるグループ,UN01005917,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Invoicee. CI_ Trade_ Party,The Cross Industry (CI) trade party to whom an invoice is issued for this CIIH supply chain trade settlement.,Invoicee,TransactionInvoicee,InvoiceeCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceeCITradeParty
v4,209,2260,2,Composition,CIIH_ Supply Chain_ Trade Settlement,3,,Payee,0..1,0..1,,,,CI_ Trade_ Party,インボイス文書決済／支払先グループ,支払先にかかわる情報,UN01005918,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Payee. CI_ Trade_ Party,The Cross Industry (CI) payee party for this CIIH supply chain trade settlement.,Payee,TransactionPayee,PayeeCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayeeCITradeParty
v4,240,2261,2,Composition,CIIH_ Supply Chain_ Trade Settlement,4,,Payer,0..1,0..1,,,,CI_ Trade_ Party,インボイス文書決済／支払人グループ,支払人にかかわる情報,UN01005919,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Payer. CI_ Trade_ Party,The Cross Industry (CI) payer party for this CIIH supply chain trade settlement.,Payer,TransactionPayer,PayerCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PayerCITradeParty
,,2262,,Composition,CIIH_ Supply Chain_ Trade Settlement,5,,Tax_ Applicable,0..1,0..0,,,,CI_ Trade_ Currency Exchange,,,UN01005920,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Tax_ Applicable. CI_ Trade_ Currency Exchange,The Cross Industry (CI) trade currency exchange applicable to a tax in this CIIH supply chain trade settlement.,Tax Currency Exchange,,TaxApplicableCurrencyExchange,
v1,271,2263,2,Composition,CIIH_ Supply Chain_ Trade Settlement,6,,Invoice_ Applicable,0..1,0..1,,,,CI_ Trade_ Currency Exchange,インボイス文書決済／請求者為替グループ,請求に関する為替に関するグループ,UN01005921,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Applicable. CI_ Trade_ Currency Exchange,The Cross Industry (CI) trade currency exchange applicable to the invoice in this CIIH supply chain trade settlement.,Invoice Currency Exchange,TransactionInvoiceCurrencyExchange,InvoiceApplicableCITradeCurrencyExchange,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/InvoiceApplicableCITradeCurrencyExchange
v2,277,2264,2,Composition,CIIH_ Supply Chain_ Trade Settlement,7,,Payment_ Applicable,0..1,0..1,,,,CI_ Trade_ Currency Exchange,インボイス文書決済／支払者為替グループ,支払いに関する為替に関するグループ,UN01005922,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Payment_ Applicable. CI_ Trade_ Currency Exchange,The Cross Industry (CI) trade currency exchange applicable to the payment of this CIIH supply chain trade settlement.,Payment Currency Exchange,TransactionPaymentCurrencyExchange,PaymentApplicableCITradeCurrencyExchange,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/PaymentApplicableCITradeCurrencyExchange
v4,283,2265,2,Composition,CIIH_ Supply Chain_ Trade Settlement,8,,Specified,0..n,0..n,,,,CI_ Trade Settlement_ Payment Means,インボイス文書決済／支払手段グループ,インボイス文書決済に関する支払手段のグループ。,UN01005923,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade Settlement_ Payment Means,A Cross Industry (CI) trade settlement payment means specified for this CIIH supply chain trade settlement.,Payment Means,TransactionPaymentMeans,SpecifiedCITradeSettlementPaymentMeans,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradeSettlementPaymentMeans
v4,307,2266,2,Composition,CIIH_ Supply Chain_ Trade Settlement,9,,Applicable,0..n,0..n,,,,CI_ Trade_ Tax,インボイス文書決済／鑑ヘッダ税グループ,インボイス文書の鑑ヘッダの税に関するグループ,UN01005924,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,A Cross Industry (CI) trade tax applicable to this CIIH supply chain trade settlement.,Tax,TransactionTax,ApplicableCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/ApplicableCITradeTax
v4,315,2267,2,Composition,CIIH_ Supply Chain_ Trade Settlement,10,,Billing,0..1,0..1,,,,CI_ Specified_ Period,インボイス文書決済／鑑ヘッダ取引期間グループ,インボイス文書の取引期間に関するグループ,UN01005925,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,The Cross Industry (CI) billing period specified for this CIIH supply chain trade settlement.,Billing Period,TransactionBillingPeriod,BillingCISpecifiedPeriod,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/BillingCISpecifiedPeriod
,,2268,,Composition,CIIH_ Supply Chain_ Trade Settlement,11,,Specified,0..n,0..0,,,,CI_ Trade_ Allowance Charge,,,UN01005926,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,A Cross Industry (CI) trade allowance or charge specified for this CIIH supply chain trade settlement.,Allowance/Charge,,SpecifiedAllowanceCharge,
,,2269,,Composition,CIIH_ Supply Chain_ Trade Settlement,12,,Subtotal_ Calculated,0..n,0..0,,,,CI_ Trade_ Tax,,,UN01005927,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Subtotal_ Calculated. CI_ Trade_ Tax,A Cross Industry (CI) trade tax subtotal calculated for this CIIH supply chain trade settlement.,Calculated Tax Subtotal,,SubtotalCalculatedTax,
,,2270,,Composition,CIIH_ Supply Chain_ Trade Settlement,13,,Specified,0..n,0..0,,,,CI_ Logistics_ Service Charge,,,UN01005928,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Logistics_ Service Charge,A Cross Industry (CI) logistics service charge specified for this CIIH supply chain trade settlement.,Service Charge,,SpecifiedServiceCharge,
v4,319,2271,2,Composition,CIIH_ Supply Chain_ Trade Settlement,14,,Specified,0..n,0..n,,,,CI_ Trade_ Payment Terms,インボイス文書決済／支払条件グループ,インボイス文書の支払条件に関するグループ,UN01005929,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Payment Terms,Cross Industry (CI) trade payment terms specified for this CIIH supply chain trade settlement.,Payment Terms,TransactionPaymentTerms,SpecifiedCITradePaymentTerms,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCITradePaymentTerms
v4,326,2272,2,Composition,CIIH_ Supply Chain_ Trade Settlement,15,,Specified,0..1,0..1,,,,CIIH_ Trade Settlement_ Monetary Summation,インボイス文書決済／インボイス文書合計金額グループ,インボイス文書の合計金額に関するグループ,UN01005930,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Specified. CIIH_ Trade Settlement_ Monetary Summation,The CIIH trade settlement monetary summation specified for this CIIH supply chain trade settlement.,Monetary Summation,TransactionMonetarySummation,SpecifiedCIIHTradeSettlementMonetarySummation,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIIHTradeSettlementMonetarySummation
v4,336,2273,2,Composition,CIIH_ Supply Chain_ Trade Settlement,16,,Specified,0..n,0..1,,,,CI_ Financial_ Adjustment,"インボイス文書決済／鑑ヘッダ調整グループ
（修正差額調整）",インボイス文書の鑑ヘッダ調整に関するグループ,UN01005931,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A Cross Industry (CI) financial adjustment specified for this CIIH supply chain trade settlement.,Financial Adjustment,TransactionFinancialAdjustment,SpecifiedCIFinancialAdjustment,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment
,,2274,,Composition,CIIH_ Supply Chain_ Trade Settlement,17,,Invoice_ Referenced,0..1,0..0,,,,CI_ Referenced_ Document,,,UN01005932,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) invoice document referenced from this CIIH supply chain trade settlement.,Invoice Document,,InvoiceReferencedDocument,
,,2275,,Composition,CIIH_ Supply Chain_ Trade Settlement,18,,Pro-Forma Invoice_ Referenced,0..1,0..0,,,,CI_ Referenced_ Document,,,UN01005933,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Pro-Forma Invoice_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) pro-forma invoice document referenced from this CIIH supply chain trade settlement.,Pro-Forma Invoice Document,,Pro-FormaInvoiceReferencedDocument,
,,2276,,Composition,CIIH_ Supply Chain_ Trade Settlement,19,,Letter Of Credit_ Referenced,0..1,0..0,,,,CI_ Referenced_ Document,,,UN01005934,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Letter Of Credit_ Referenced. CI_ Referenced_ Document,The Cross Industry (CI) letter of credit document referenced from this CIIH supply chain trade settlement.,Letter Of Credit Document,,LetterOfCreditReferencedDocument,
,,2277,,Composition,CIIH_ Supply Chain_ Trade Settlement,20,,Specified,0..n,0..0,,,,Trade Settlement_ Financial Card,,,UN01006072,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Specified. Trade Settlement_ Financial Card,A financial card specified in this CIIH supply chain trade settlement.,Financial Card,,SpecifiedFinancialCard,
,,2278,,Composition,CIIH_ Supply Chain_ Trade Settlement,21,,Payable_ Specified,0..n,0..0,,,,CI_ Trade_ Accounting Account,,,UN01006074,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Payable_ Specified. CI_ Trade_ Accounting Account,A payable Cross Industry (CI) accounting account specified for this CIIH supply chain trade settlement.,Accounts Payable,,PayableSpecifiedAccountingAccount,
,,2279,,Composition,CIIH_ Supply Chain_ Trade Settlement,22,,Receivable_ Specified,0..n,0..0,,,,CI_ Trade_ Accounting Account,,,UN01006075,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,A receivable Cross Industry (CI) accounting account specified for this CIIH supply chain trade settlement.,Accounts Receivable,,ReceivableSpecifiedAccountingAccount,
,,2280,,Composition,CIIH_ Supply Chain_ Trade Settlement,23,,Purchase_ Specified,0..n,0..0,,,,CI_ Trade_ Accounting Account,,,UN01006076,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,A purchase Cross Industry (CI) accounting account specified for this CIIH supply chain trade settlement.,Purchase Accounting Account,,PurchaseSpecifiedAccountingAccount,
,,2281,,Composition,CIIH_ Supply Chain_ Trade Settlement,24,,Sales_ Specified,0..n,0..0,,,,CI_ Trade_ Accounting Account,,,UN01006077,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Sales_ Specified. CI_ Trade_ Accounting Account,A sales Cross Industry (CI) accounting account specified for this CIIH supply chain trade settlement.,Sales Accounting Account,,SalesSpecifiedAccountingAccount,
,,2282,,Composition,CIIH_ Supply Chain_ Trade Settlement,25,,Factoring Agreement_ Referenced,0..n,0..0,,,,CI_ Referenced_ Document,,,UN01006082,ASBIE,CIIH_ Supply Chain_ Trade Settlement. Factoring Agreement_ Referenced. CI_ Referenced_ Document,A factoring agreement Cross Industry (CI) document referenced in this CIIH supply chain trade settlement.,Factoring Agreement Document,,FactoringAgreementReferencedDocument,
