version,sme_nr,mbie_nr,level,property_type,class_term,sequence,multiplicity,multiplicity_sme,identifier,property_term,representation_term,code_list,XML_datatype,associated_class,selector,fixed_value,label_sme,label_csv,definition_sme,label_ja,definition_ja,UNID,acronym,DEN,definition,short_name,element,XML_element_name,selfbilling,amendment_selfbilling,single_selfbilling,core_selfbilling,pint_id,business_term,card
v4,418.0,3826,1,Class,(Included/Specified/Ship To/Postal) CI_ Trade_ Address,,,,,,,,ram:CITradeAddressType,,,,納入先住所クラス,納入先住所クラス,住所に関する情報からなるクラス。,CI取引先住所,特定の取引関連組織または人物が所在し、または連絡が取れる場所。,UN01005687,ABIE,CI_ Trade_ Address. Details,The place at which a particular Cross Industry (CI) trade related organization or person may be found or reached.,CI Trade Address,,,,,,,,,
v4,419.0,3828,2,Attribute,(Included/Specified/Ship To/Postal) CI_ Trade_ Address,2,0..1,0..1,,Postcode,Code,D24A TDED3251,udt:CodeType,,,,納入先郵便番号,納入先郵便番号,納入先の郵便番号,郵便番号,インボイスの取引先住所の郵便番号。,UN01005689,BBIE,CI_ Trade_ Address. Postcode. Code,The postcode of this CI trade address.,Postcode,PostcodeCode,PostcodeCode,＊,＊,＊,,IBT-078,Deliver to post code,0..1
v4,420.0,3831,2,Attribute,(Included/Specified/Ship To/Postal) CI_ Trade_ Address,5,0..1,0..1,,Line One,Text,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,udt:TextType,,,,納入先住所1,納入先住所1,納入先の住所1行目,1行目,インボイスの取引先住所の最初の自由形式行（テキストで表現）。,UN01005692,BBIE,CI_ Trade_ Address. Line One. Text,"The first free form line, expressed as text, of this CI trade address.",Line One,LineOne,LineOne,＊,＊,＊,,IBT-075,Deliver to address line 1,0..1
v4,421.0,3832,2,Attribute,(Included/Specified/Ship To/Postal) CI_ Trade_ Address,6,0..1,0..1,,Line Two,Text,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,udt:TextType,,,,納入先住所2,納入先住所2,納入先の住所2行目。,2行目,インボイスの取引先住所の2番目の自由形式行（テキストで表現）。,UN01005693,BBIE,CI_ Trade_ Address. Line Two. Text,"The second free form line, expressed as text, of this CI trade address.",Line Two,LineTwo,LineTwo,＊,＊,＊,,IBT-076,Deliver to address line 2,0..1
v4,422.0,3833,2,Attribute,(Included/Specified/Ship To/Postal) CI_ Trade_ Address,7,0..1,0..1,,Line Three,Text,D24A TDED 3286 Address component description <Free form description of the component of an address.> (an..70) コード値の定義なし https://service.unece.org/trade/untdid/d23a/tred/tred3286.htm,udt:TextType,,,,納入先住所3,納入先住所3,納入先の住所3行目。,3行目,インボイスの取引先住所の3番目の自由形式行（テキスト表記）。,UN01005694,BBIE,CI_ Trade_ Address. Line Three. Text,"The third free form line, expressed as text, of this CI trade address.",Line Three,LineThree,LineThree,＊,＊,＊,,IBT-165,Deliver to address line 3,0..1
v4,423.0,3839,2,Attribute,(Included/Specified/Ship To/Postal) CI_ Trade_ Address,13,0..1,0..1,,Country,Country_ Identifier,ISO3166-1:Alpha2 / D24A TDED 3207 Country identifier <Identification of the name of the country or other geographical entity as defined in ISO 3166-1 and UN/ECE Recommendation 3.> (an..3) ISO 3166-1 and UN/ECE Recommendation 3 https://service.unece.org/trade/untdid/d23a/tred/tred3207.htm | XMLSchema /uncefact/identifierlist/standard/ISO_ISOTwo-letterCountryCode_SecondEdition2006.xsd,qdt:CountryIDType,,,,納入先国ID,納入先国ID,納入先の国ID。デフォルトは「JP」,国コード,インボイスの取引先住所の国固有識別子。,UN01005700,BBIE,CI_ Trade_ Address. Country. Identifier,The unique identifier of the country for this CI trade address.,Country Code,CountryID,CountryID,＊,＊,＊,,IBT-080,Deliver to country code,1..1
v4,341.0,3460,1,Class,(Applicable/Specified) CI_ Financial_ Adjustment[Reason. Code='62'],,,,,,,,ram:CIFinancialAdjustmentType,,,,鑑ヘッダ調整（修正差額調整）クラス,インボイス文書修正差額調整クラス,鑑ヘッダ調整に関する情報からなるクラス,CI財務調整,実際のインボイスの財務状況を反映するための修正または変更。,UN01005487,ABIE,CI_ Financial_ Adjustment. Details,A correction or modification to reflect actual Cross Industry (CI) financial conditions.,CI Financial Adjustment,,,,,,,,,
v4,342.0,3461,2,Attribute,(Applicable/Specified) CI_ Financial_ Adjustment[Reason. Code='62'],1,0..1,0..1,,Reason,Financial_ Adjustment Reason_ Code,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AdjustmentReasonDescriptionCode_D23A.xsd,qdt:FinancialAdjustmentReasonCodeType,,,62,鑑ヘッダ調整理由コード（修正差額調整）,インボイス文書修正差額調整理由コード,鑑ヘッダ調整金額の内容を識別するコード=62（修正差額調整：デフォルト）,理由コード,インボイスの金額調整の理由を特定するコード。,UN01005488,BBIE,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,ReasonCode,ReasonCode,,▼,▼,▼,,,
v4,343.0,3462,2,Attribute,(Applicable/Specified) CI_ Financial_ Adjustment[Reason. Code='62'],2,0..n,0..1,,Reason,Text,,udt:TextType,,,,鑑ヘッダ調整理由（修正差額調整）,インボイス文書修正差額調整理由,鑑ヘッダ調整の内容説明,理由テキスト,インボイスの金額調整の理由（テキストで表現）。,UN01005489,BBIE,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,Reason,Reason,,▼,▼,▼,,,
v4,344.0,3463,2,Attribute,(Applicable/Specified) CI_ Financial_ Adjustment[Reason. Code='62'],3,0..n,0..1,,Actual,Amount,,udt:AmountType,,,,鑑ヘッダ調整金額（修正差額調整合計額）,インボイス文書修正差額調整合計額,"鑑ヘッダ調整金額（鑑ヘッダで減額処理）
＜鑑ヘッダ調整理由コード=62（デフォルト）＞
前回インボイス金額ー修正インボイス金額",実際の金額,インボイスの金額調整の結果として加算または減算された実際の金額。,UN01005490,BBIE,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,ActualAmount,ActualAmount,,▼,▼,▼,,,
v4,345.0,3466,2,Attribute,(Applicable/Specified) CI_ Financial_ Adjustment[Reason. Code='62'],6,0..1,0..1,,Direction,Accounting Debit Credit_ Status_ Code,JECxxxx D24A定義なし | XMLSchema /uncefact/codelist/standard/UNECE_StatusDescriptionCode_AccountingDebitCredit_D23A.xsd,qdt:AccountingDebitCreditStatusCodeType,,,,鑑ヘッダ調整取引方向コード,インボイス文書修正差額調整取引方向コード,"鑑ヘッダ調整額の＋ーを識別するコード
マイナス金額を許容しない場合は必須",方向コード,インボイスの金額調整が増額か減額かを指定するコード。,UN01014649,BBIE,CI_ Financial_ Adjustment. Direction. Code,The code specifying whether the CI financial adjustment is an addition or a subtraction.,Direction Code,DirectionCode,DirectionCode,,▼,▼,▼,,,
v4,346.0,3469,2,Composition,(Applicable/Specified) CI_ Financial_ Adjustment[Reason. Code='62'],3,0..n,0..n,,,,,ram:CITradeTaxType,(Applicable/Specified/Related) CI_ Trade_ Tax,,,鑑ヘッダ調整／調整税グループ,インボイス文書修正差額調整税,鑑ヘッダ調整の税率別税クラスに関するグループ,関連税,インボイスの金額調整に関連する取引税。,UN01014897,ASBIE,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,Related Tax,RelatedCITradeTax,RelatedCITradeTax,,▼,▼,▼,,,
v4.3,653.0,3460,1,Class,(Included/Subordinate/Specified/Specified) CI_ Financial_ Adjustment[Reason. Code='62'],,,,,,,,ram:CIFinancialAdjustmentType,,,,明細行調整クラス,明細行修正差額調整クラス,明細行の調整に関する情報からなるクラス,CI財務調整,実際のインボイスの財務状況を反映するための修正または変更。,UN01005487,ABIE,CI_ Financial_ Adjustment. Details,A correction or modification to reflect actual Cross Industry (CI) financial conditions.,CI Financial Adjustment,,,,,,,,,
v4.3,654.0,3461,2,Attribute,(Included/Subordinate/Specified/Specified) CI_ Financial_ Adjustment[Reason. Code='62'],1,0..1,0..1,,Reason,Financial_ Adjustment Reason_ Code,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AdjustmentReasonDescriptionCode_D23A.xsd,qdt:FinancialAdjustmentReasonCodeType,,,62,明細行調整理由コード（修正差額調整）,明細行修正差額調整理由コード,この明細行の調整理由を示す識別コード=62(修正差額調整),理由コード,インボイスの金額調整の理由を特定するコード。,UN01005488,BBIE,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,ReasonCode,ReasonCode,,▼,▼,▼,,,
v4.3,655.0,3462,2,Attribute,(Included/Subordinate/Specified/Specified) CI_ Financial_ Adjustment[Reason. Code='62'],2,0..n,0..1,,Reason,Text,,udt:TextType,,,,明細行調整理由（修正差額調整）,明細行修正差額調整理由,この明細行の調整理由を文字で表現した内容,理由テキスト,インボイスの金額調整の理由（テキストで表現）。,UN01005489,BBIE,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,Reason,Reason,,▼,▼,▼,,,
v4.3,656.0,3463,2,Attribute,(Included/Subordinate/Specified/Specified) CI_ Financial_ Adjustment[Reason. Code='62'],3,0..n,0..1,,Actual,Amount,,udt:AmountType,,,,明細行調整金額（修正差額調整）,明細行修正差額調整金額,"この明細行の調整金額＜調整理由コード＝62＞
修正差額調整金額",実際の金額,インボイスの金額調整の結果として加算または減算された実際の金額。,UN01005490,BBIE,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,ActualAmount,ActualAmount,,▼,▼,▼,,,
v4.3,657.0,3469,2,Composition,(Included/Subordinate/Specified/Specified) CI_ Financial_ Adjustment[Reason. Code='62'],3,0..n,0..1,,,,,ram:CITradeTaxType,(Included/Subordinate/Specified/Specified/Related) CI_ Trade_ Tax,,,明細行調整／調整税（修正差額調整）グループ,明細行修正差額調整税,調整明細行の税率別税クラス（修正差額調整）に関するグループ,関連税,インボイスの金額調整に関連する取引税。,UN01014897,ASBIE,CI_ Financial_ Adjustment. Related. CI_ Trade_ Tax,A trade tax related to this CI financial adjustment.,Related Tax,RelatedCITradeTax,RelatedCITradeTax,,▼,▼,▼,,,
v4.3,662.0,3460,1,Class,(Included/Subordinate/Specified/Specified) CI_ Financial_ Adjustment[Reason. Code=’30’],,,,,,,,ram:CIFinancialAdjustmentType,,,,明細行調整クラス,明細行入金調整クラス,明細行の調整に関する情報からなるクラス,CI財務調整,実際のインボイスの財務状況を反映するための修正または変更。,UN01005487,ABIE,CI_ Financial_ Adjustment. Details,A correction or modification to reflect actual Cross Industry (CI) financial conditions.,CI Financial Adjustment,,,,,,,,,
v4.3,663.0,3461,2,Attribute,(Included/Subordinate/Specified/Specified) CI_ Financial_ Adjustment[Reason. Code=’30’],1,0..1,0..1,,Reason,Financial_ Adjustment Reason_ Code,UNCL4465 D24Aと一致. / UNTDED 4465 Adjustment reason description code <Code specifying the adjustment reason.> (an..3)  https://service.unece.org/trade/untdid/d23a/tred/tred4465.htm | XMLSchema /uncefact/codelist/standard/UNECE_AdjustmentReasonDescriptionCode_D23A.xsd,qdt:FinancialAdjustmentReasonCodeType,,,30,明細行調整理由コード（入金）,明細行入金調整理由コード,この明細行の調整理由を示す識別コード=30の場合（入金）,理由コード,インボイスの金額調整の理由を特定するコード。,UN01005488,BBIE,CI_ Financial_ Adjustment. Reason. Code,The code specifying a reason for this CI financial adjustment.,Reason Code,ReasonCode,ReasonCode,＊,＊,＊,＊,,,
v4.3,664.0,3462,2,Attribute,(Included/Subordinate/Specified/Specified) CI_ Financial_ Adjustment[Reason. Code=’30’],2,0..n,0..1,,Reason,Text,,udt:TextType,,,,明細行調整理由（入金）,明細行入金調整理由,この明細行の調整理由（入金）を文字で表現した内容,理由テキスト,インボイスの金額調整の理由（テキストで表現）。,UN01005489,BBIE,CI_ Financial_ Adjustment. Reason. Text,"A reason, expressed as text, for this CI financial adjustment.",Reason Text,Reason,Reason,＊,＊,＊,＊,,,
v4.3,665.0,3463,2,Attribute,(Included/Subordinate/Specified/Specified) CI_ Financial_ Adjustment[Reason. Code=’30’],3,0..n,0..1,,Actual,Amount,,udt:AmountType,,,,明細行調整金額（入金）,明細行入金調整金額,この明細行の調整金額30の場合＞入金,実際の金額,インボイスの金額調整の結果として加算または減算された実際の金額。,UN01005490,BBIE,CI_ Financial_ Adjustment. Actual. Amount,An actual monetary value added or subtracted as a result of this CI financial adjustment.,Actual Amount,ActualAmount,ActualAmount,＊,＊,＊,＊,,,
v4.3,666.0,3465,2,Attribute,(Included/Subordinate/Specified/Specified) CI_ Financial_ Adjustment[Reason. Code=’30’],5,0..1,0..1,,Actual,Date Time,,udt:DateTimeType,,,,明細行調整実施日（入金）,明細行入金調整実施日,この明細行の調整実施日（入金）,実際の日時,インボイスの金額調整の実際の日付、時刻、日付時刻、またはその他の日付時刻値。,UN01005492,BBIE,CI_ Financial_ Adjustment. Actual. Date Time,"The actual date, time, date time, or other date time value of this CI financial adjustment.",Actual Date Time,ActualDateTime,ActualDateTime,＊,＊,＊,＊,,,
