version,sme_nr,mbie_nr,level,type,label_local,multiplicity,multiplicity_SME,class_term,sequence,identifier,property_term,representation_term,code_list,attribute,associated_class,definition_local,UNID,acronym,DEN,definition,short_name,name,element,xpath
v4.1,71,3917,4,A,事業者タイプコード,0..n,0..1,CI_ Trade_ Party,8,,Type,Code,JECxxxx,,,事業者のインボイスタイプを識別するコード,UN01012925,BBIE,CI_ Trade_ Party. Type. Code,A code specifying the type of CI trade party.,Type Code,SellerTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/TypeCode
v1,72,3919,4,C,受注者／連絡先グループ,0..n,0..1,CI_ Trade_ Party,2,,Defined,,,,CI_ Trade_ Contact,受注者の連絡先に関するグループ,UN01005761,ASBIE,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,A trade contact defined for this CI trade party.,Defined Contact,SellerContact,DefinedCITradeContact,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact
v1,74,3864,5,A,受注部門ID,0..1,0..1,CI_ Trade_ Contact,1,,Identification,Identifier,,,,受注者の受注部門を表すID。,UN01005719,BBIE,CI_ Trade_ Contact. Identification. Identifier,The unique identifier for this CI trade contact.,ID,SellerContactID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/ID
v1,75,3865,5,A,受注者担当名,0..1,0..1,CI_ Trade_ Contact,2,,Person Name,Text,,,,受注者連絡先の個人の、文字で表現された名前。,UN01005720,BBIE,CI_ Trade_ Contact. Person Name. Text,"The name, expressed as text, of this CI trade contact person.",Person Name,SellerContactPersonName,PersonName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/PersonName
v1,76,3866,5,A,受注者部門名,0..1,0..1,CI_ Trade_ Contact,3,,Department Name,Text,,,,受注者の受注部門の名称。,UN01005721,BBIE,CI_ Trade_ Contact. Department Name. Text,"The name, expressed as text, of the department which is this CI trade contact.",Department Name,SellerContactDepartmentName,DepartmentName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/DepartmentName
v4,77,3870,5,A,受注者担当ID,0..n,0..1,CI_ Trade_ Contact,7,,Person_ Identification,Identifier,,,,受注者個人を表すID,UN01005725,BBIE,CI_ Trade_ Contact. Person_ Identification. Identifier,A unique identifier for this CI trade contact person.,Person ID,SellerContactPersonID,PersonID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/PersonID
v1,78,3872,5,C,連絡先／電話情報グループ,0..1,0..1,CI_ Trade_ Contact,1,,Telephone,,,,CI_ Universal_ Communication,連絡先の電話に関するグループ。,UN01005726,ASBIE,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,The telephone communication information for this CI trade contact.,Telephone,SellerContactTelephone,TelephoneCIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication
v1,80,4096,6,A,受注者電話番号,0..1,0..1,CI_ Universal_ Communication,3,,Complete Number,Text,,,,受注者の電話番号。,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,SellerContactTelephoneCompleteNumberText,CompleteNumber,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication/CompleteNumber
v1,81,3875,5,C,連絡先／FAX情報グループ,0..1,0..1,CI_ Trade_ Contact,4,,Fax,,,,CI_ Universal_ Communication,連絡先のFAXに関するグループ。,UN01005729,ASBIE,CI_ Trade_ Contact. Fax. CI_ Universal_ Communication,The fax communication information for this CI trade contact.,Fax,SellerContactFax,FaxCIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/FaxCIUniversalCommunication
v1,83,4096,6,A,受注者FAX番号,0..1,0..1,CI_ Universal_ Communication,3,,Complete Number,Text,,,,受注者のFAX番号,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,SellerContactFaxCompleteNumberText,CompleteNumber,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/FaxCIUniversalCommunication/CompleteNumber
v1,84,3876,5,C,連絡先／電子メール情報グループ,0..1,0..1,CI_ Trade_ Contact,5,,Email_ URI,,,,CI_ Universal_ Communication,連絡先の電子メールに関するグループ。,UN01005730,ASBIE,CI_ Trade_ Contact. Email_ URI. CI_ Universal_ Communication,The email URI communication information for this CI trade contact.,Email Address,SellerContactEmailURI,EmailURICIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/EmailURICIUniversalCommunication
v1,86,4094,6,A,受注者メールアドレス,0..1,0..1,CI_ Universal_ Communication,1,,URI,Identifier,,,,受注者の電子メールアドレス。,UN01005858,BBIE,CI_ Universal_ Communication. URI. Identifier,"The Uniform Resource Identifier (URI), such as a web or an email address, for this CI universal communication.",URI,SellerContactEmailURIURIID,URIID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/DefinedCITradeContact/EmailURICIUniversalCommunication/URIID
v1,87,3920,4,C,受注者／住所グループ,0..1,0..1,CI_ Trade_ Party,3,,Postal,,,,CI_ Trade_ Address,受注者の住所に関するグループ。,UN01005762,ASBIE,CI_ Trade_ Party. Postal. CI_ Trade_ Address,The postal address for this CI trade party.,Postal Address,SellerPostalAddress,PostalCITradeAddress,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/PostalCITradeAddress
v1,89,3828,5,A,受注者郵便番号,0..1,0..1,CI_ Trade_ Address,2,,Postcode,Code,,,,受注者の郵便番号。,UN01005689,BBIE,CI_ Trade_ Address. Postcode. Code,The postcode of this CI trade address.,Postcode,SellerPostalAddressPostcodeCode,PostcodeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/PostalCITradeAddress/PostcodeCode
v1,90,3831,5,A,受注者住所1,0..1,0..1,CI_ Trade_ Address,5,,Line One,Text,,,,受注者の住所1行目。,UN01005692,BBIE,CI_ Trade_ Address. Line One. Text,"The first free form line, expressed as text, of this CI trade address.",Line One,SellerPostalAddressLineOneText,LineOne,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/PostalCITradeAddress/LineOne
v4,91,3832,5,A,受注者住所2,0..1,0..1,CI_ Trade_ Address,6,,Line Two,Text,,,,受注者の住所2行目。,UN01005693,BBIE,CI_ Trade_ Address. Line Two. Text,"The second free form line, expressed as text, of this CI trade address.",Line Two,SellerPostalAddressLineTwoText,LineTwo,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/PostalCITradeAddress/LineTwo
v4,92,3833,5,A,受注者住所3,0..1,0..1,CI_ Trade_ Address,7,,Line Three,Text,,,,受注者の住所3行目。,UN01005694,BBIE,CI_ Trade_ Address. Line Three. Text,"The third free form line, expressed as text, of this CI trade address.",Line Three,SellerPostalAddressLineThreeText,LineThree,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/PostalCITradeAddress/LineThree
v4,93,3839,5,A,受注者国ID,0..1,1..1,CI_ Trade_ Address,13,PK,Country,Identifier,ISO3166-1:Alpha2,,,受注者の国ID。デフォルトは「JP」,UN01005700,BBIE,CI_ Trade_ Address. Country. Identifier,The unique identifier of the country for this CI trade address.,Country Code,SellerPostalAddressCountryID,CountryID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/PostalCITradeAddress/CountryID
v4.1,94,3923,4,C,受注者／国際アドレスグループ,0..1,0..1,CI_ Trade_ Party,6,,End Point_ URI,,,,CI_ Universal_ Communication,受注者の国際アドレスグループ,UN01005765,ASBIE,CI_ Trade_ Party. End Point_ URI. CI_ Universal_ Communication,The communication address of the end point URI for this CI trade party.,End Point URI,SellerEndPointURI,EndPointURICIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/EndPointURICIUniversalCommunication
v4.1,96,4095,5,A,国際アドレス登録機関コード,0..1,0..1,CI_ Universal_ Communication,2,,Channel,Code,ISO6523,,,ISOがコード表6523に登録した国際アドレス登録機関のコード,UN01005859,BBIE,CI_ Universal_ Communication. Channel. Code,"The code specifying the channel or manner in which a CI universal communication can be made, such as telephone or email.",Channel Code,SellerEndPointURIChannelCode,ChannelCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/EndPointURICIUniversalCommunication/ChannelCode
v4.1,97,4096,5,A,受注者国際アドレス,0..1,0..1,CI_ Universal_ Communication,3,,Complete Number,Text,,,,国際アドレス登録機関が付与する国際アドレス番号,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,SellerEndPointURICompleteNumberText,CompleteNumber,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/SellerCITradeParty/EndPointURICIUniversalCommunication/CompleteNumber
v1,98,2206,3,C,インボイス文書契約／発注者グループ,0..1,1..1,CIIH_ Supply Chain_ Trade Agreement,2,,Buyer,,,,CI_ Trade_ Party,発注者に関するグループ。,UN01005880,ASBIE,CIIH_ Supply Chain_ Trade Agreement. Buyer. CI_ Trade_ Party,The party that is the buyer for this CIIH supply chain trade agreement.,Buyer,TransactionBuyer,BuyerCITradeParty,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty
v1,100,3910,4,A,発注者ID,0..n,0..1,CI_ Trade_ Party,1,,Identification,Identifier,,,,注文を行う企業/工場・事業所・事業部門等を表すID。デフォルトはデータなし。,UN01005757,BBIE,CI_ Trade_ Party. Identification. Identifier,A unique identifier of this CI trade party.,ID,BuyerID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/ID
v1,101,3911,4,A,発注者国際企業ID,0..n,0..1,CI_ Trade_ Party,2,,Global_ Identification,Identifier,,,,企業を表す国際企業ID。ISO6523に登録された国際企業登録機関を属性で指定する。,UN01005758,BBIE,CI_ Trade_ Party. Global_ Identification. Identifier,A globally unique identifier of this CI trade party.,Global ID,BuyerGlobalID,GlobalID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/GlobalID
v1,102,3912,4,A,発注者名称,0..1,0..1,CI_ Trade_ Party,3,,Name,Text,,,,発注を行う企業/工場・事業所・事業部門等の名称,UN01005759,BBIE,CI_ Trade_ Party. Name. Text,"The name, expressed as text, for this CI trade party.",Name,BuyerName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/Name
v4,103,3915,4,A,発注者適格請求書発行事業者登録番号,0..1,0..1,CI_ Trade_ Party,6,,Registered_ Identification,Identifier,"ISO6523
　＝0221",,,"登録された発注者の適格請求書発行事業者登録番号
（免税事業者についてはなし）",UN01013039,BBIE,CI_ Trade_ Party. Registered_ Identification. Identifier,The registered identifier of this CI trade party.,Registered ID,BuyerRegisteredID,RegisteredID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/RegisteredID
v4,104,3917,4,A,事業者タイプコード,0..n,0..1,CI_ Trade_ Party,8,,Type,Code,JECxxxx,,,事業者のタイプを識別するコード,UN01012925,BBIE,CI_ Trade_ Party. Type. Code,A code specifying the type of CI trade party.,Type Code,BuyerTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/TypeCode
v1,105,3919,4,C,発注者／連絡先グループ,0..n,0..1,CI_ Trade_ Party,2,,Defined,,,,CI_ Trade_ Contact,発注者の連絡先に関するグループ,UN01005761,ASBIE,CI_ Trade_ Party. Defined. CI_ Trade_ Contact,A trade contact defined for this CI trade party.,Defined Contact,BuyerContact,DefinedCITradeContact,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact
v1,107,3864,5,A,発注者部門ID,0..1,0..1,CI_ Trade_ Contact,1,,Identification,Identifier,,,,発注者の発注部門を表すID。,UN01005719,BBIE,CI_ Trade_ Contact. Identification. Identifier,The unique identifier for this CI trade contact.,ID,BuyerContactID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact/ID
v1,108,3865,5,A,発注者担当名,0..1,0..1,CI_ Trade_ Contact,2,,Person Name,Text,,,,発注者の発注担当者の名称,UN01005720,BBIE,CI_ Trade_ Contact. Person Name. Text,"The name, expressed as text, of this CI trade contact person.",Person Name,BuyerContactPersonName,PersonName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact/PersonName
v1,109,3866,5,A,発注者部門名,0..1,0..1,CI_ Trade_ Contact,3,,Department Name,Text,,,,発注者の発注部門の名称。,UN01005721,BBIE,CI_ Trade_ Contact. Department Name. Text,"The name, expressed as text, of the department which is this CI trade contact.",Department Name,BuyerContactDepartmentName,DepartmentName,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact/DepartmentName
v4,110,3870,5,A,発注者担当ID,0..n,0..1,CI_ Trade_ Contact,7,,Person_ Identification,Identifier,,,,発注者個人を表すID,UN01005725,BBIE,CI_ Trade_ Contact. Person_ Identification. Identifier,A unique identifier for this CI trade contact person.,Person ID,BuyerContactPersonID,PersonID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact/PersonID
v1,111,3872,5,C,連絡先／電話情報グループ,0..1,0..1,CI_ Trade_ Contact,1,,Telephone,,,,CI_ Universal_ Communication,連絡先の電話に関するグループ。,UN01005726,ASBIE,CI_ Trade_ Contact. Telephone. CI_ Universal_ Communication,The telephone communication information for this CI trade contact.,Telephone,BuyerContactTelephone,TelephoneCIUniversalCommunication,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication
v1,113,4096,6,A,発注者電話番号,0..1,0..1,CI_ Universal_ Communication,3,,Complete Number,Text,,,,発注者の電話番号。,UN01005860,BBIE,CI_ Universal_ Communication. Complete Number. Text,The text string of characters that make up the complete number for this CI universal communication.,Complete Number,BuyerContactTelephoneCompleteNumberText,CompleteNumber,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/ApplicableCIIHSupplyChainTradeAgreement/BuyerCITradeParty/DefinedCITradeContact/TelephoneCIUniversalCommunication/CompleteNumber
