version,sme_nr,mbie_nr,level,UNID,acronym,label_local,multiplicity,multiplicity_SME,property_type,class_term,sequence,identifier,property_term,representation_term,associated_class,definition_local,code_list,attribute,DEN,definition,short_name,name,element,xpath
v4.3,679,3818,1,UN01005680,ABIE,会計アカウントクラス,,,Class,CI_ Trade_ Accounting Account,0,,,,,会計アカウントに関するクラス,,,CI_ Trade_ Accounting Account. Details,"A specific Cross Industry (CI) trade account for recording debits and credits to general accounting, cost accounting or budget accounting.",CI Trade Accounting Account,SubordinateDocumentAccountingAccountDetails,CITradeAccountingAccount,
v4.3,680,3819,2,UN01005681,BBIE,明細行会計アカウントID,1..1,1..1,Attribute,CI_ Trade_ Accounting Account,1,PK,Identification,Identifier,,明細行会計アカウントのID,,,CI_ Trade_ Accounting Account. Identification. Identifier,The unique identifier for this CI trade accounting account.,ID,SubordinateDocumentReceivableAccountingAccountID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/ID
v4.3,681,3821,2,UN01005683,BBIE,明細行会計アカウントタイプコード,0..1,0..1,Attribute,CI_ Trade_ Accounting Account,3,,Type,Code,,明細行会計アカウントのタイプコード,,,CI_ Trade_ Accounting Account. Type. Code,"The code specifying the type of CI trade accounting account, such as general (main), secondary, cost accounting or budget account.",Type Code,SubordinateDocumentReceivableAccountingAccountTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/TypeCode
v4.3,682,3823,2,UN01005685,BBIE,明細行会計アカウント名,0..1,0..1,Attribute,CI_ Trade_ Accounting Account,5,,Name,Text,,明細行会計アカウントの名称,,,CI_ Trade_ Accounting Account. Name. Text,"The name, expressed as text, of this CI trade accounting account.",Name,SubordinateDocumentReceivableAccountingAccountName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount/Name
v1,534,2316,1,UN01009647,ABIE,明細行クラス,,,Class,CIILB_ Subordinate_ Trade Line Item,0,,,,,明細行に関する情報からなるクラス,,,CIILB_ Subordinate_ Trade Line Item. Details,A collection of information specific to a Cross Industry Invoice Line Breakdown (CIILB) item being used or reported on for trade purposes.,CIILB Subordinate Trade Line Item,TransactionSubordinateDocumentDetails,CIILBSubordinateTradeLineItem,
v1,535,2317,2,UN01009648,BBIE,明細行ID,0..n,1..1,Attribute,CIILB_ Subordinate_ Trade Line Item,1,PK,Identification,Identifier,,この文書の明細行に関する情報を特定するために付与した行ID。明細行をユニークに識別するために付番する場合は文書IDとの複合キーで明細行を特定する。,,,CIILB_ Subordinate_ Trade Line Item. Identification. Identifier,An identifier for this CIILB subordinate trade line item.,ID,SubordinateDocumentID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ID
v4,536,2318,2,UN01014637,BBIE,明細行類型コード,0..1,0..1,Attribute,CIILB_ Subordinate_ Trade Line Item,2,,Category,Code,,"この明細行の取引類型（資産譲渡、返金・追加請求、調整等）を識別するコード。
デフォルトは「資産譲渡」",JECxxxx,,CIILB_ Subordinate_ Trade Line Item. Category. Code,The code specifying the category of this CIILB subordinate trade line item.,Category Code,SubordinateDocumentCategoryCode,CategoryCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/CategoryCode
v1,683,2322,2,UN01010016,ASBIE,明細行／取引品目グループ,0..n,1..1,Composition,CIILB_ Subordinate_ Trade Line Item,2,,Applicable,,CI_ Trade_ Product,明細行の取引品目に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Applicable. CI_ Trade_ Product,A product applicable for this CIILB subordinate trade line item.,Applicable Product,SubordinateDocumentProduct,ApplicableCITradeProduct,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct
v1,542,2323,2,UN01009649,ASBIE,明細行／取引契約グループ,0..1,1..1,Composition,CIILB_ Subordinate_ Trade Line Item,3,,Specified,,CIILB_ Supply Chain_ Trade Agreement,明細行の取引契約に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Agreement,The supply chain trade agreement specified for this CIILB subordinate trade line item.,Trade Agreement,SubordinateDocument,SpecifiedCIILBSupplyChainTradeAgreement,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement
v1,589,2324,2,UN01009650,ASBIE,明細行／配送グループ,0..1,1..1,Composition,CIILB_ Subordinate_ Trade Line Item,4,,Specified,,CIILB_ Supply Chain_ Trade Delivery,明細行の配送に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Delivery,The supply chain trade delivery specified for this CIILB subordinate trade line item.,Trade Delivery,SubordinateDocumentDelivery,SpecifiedCIILBSupplyChainTradeDelivery,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery
v1,608,2325,2,UN01009651,ASBIE,明細行／決裁グループ,0..1,1..1,Composition,CIILB_ Subordinate_ Trade Line Item,5,,Specified,,CIILB_ Supply Chain_ Trade Settlement,明細行の決済に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Specified. CIILB_ Supply Chain_ Trade Settlement,The supply chain trade settlement specified for this CIILB subordinate trade line item.,Trade Settlement,SubordinateDocument,SpecifiedCIILBSupplyChainTradeSettlement,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement
v4.2,537,2326,2,UN01015533,ASBIE,明細行／注釈グループ,0..n,0..n,Composition,CIILB_ Subordinate_ Trade Line Item,6,,Included,,CI_ Note,明細行の注釈に関するグループ,,,CIILB_ Subordinate_ Trade Line Item. Included. CI_ Note,A note included in this CIILB subordinate trade line item.,Included Note,SubordinateDocumentNote,IncludedCINote,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/IncludedCINote
v1,543,2327,1,UN01009653,ABIE,取引契約クラス,,,Class,CIILB_ Supply Chain_ Trade Agreement,0,,,,,取引契約に関する情報からなるクラス,,,CIILB_ Supply Chain_ Trade Agreement. Details,The contractual terms of a Cross Industry Invoice Line Breakdown (CIILB) supply chain trade agreement.,CIILB Trade Agreement,SubordinateDocumentDetails,CIILBSupplyChainTradeAgreement,
v1,544,2328,2,UN01009654,ASBIE,明細行契約／明細行参照受注書グループ,0..1,0..1,Composition,CIILB_ Supply Chain_ Trade Agreement,1,,Seller Order_ Referenced,,CI_ Referenced_ Document,取引契約と明細行参照受注書に関するグループ,,,CIILB_ Supply Chain_ Trade Agreement. Seller Order_ Referenced. CI_ Referenced_ Document,The seller order document referenced in this CIILB supply chain trade agreement.,Seller Order Document,SubordinateDocumentSellerOrderReferencedReferencedDocument,SellerOrderReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/SellerOrderReferencedCIReferencedDocument
v1,551,2329,2,UN01009655,ASBIE,明細行契約／明細行参照注文書グループ,0..1,0..1,Composition,CIILB_ Supply Chain_ Trade Agreement,2,,Buyer Order_ Referenced,,CI_ Referenced_ Document,取引契約と明細行参照注文書に関するグループ,,,CIILB_ Supply Chain_ Trade Agreement. Buyer Order_ Referenced. CI_ Referenced_ Document,The buyer order document referenced in this CIILB supply chain trade agreement.,Buyer Order Document,SubordinateDocumentBuyerOrderReferencedReferencedDocument,BuyerOrderReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/BuyerOrderReferencedCIReferencedDocument
v1,597,2330,2,UN01009656,ASBIE,明細行契約／明細行出荷案内書グループ,0..n,0..1,Composition,CIILB_ Supply Chain_ Trade Agreement,3,,Additional_ Referenced,,CI_ Referenced_ Document,"取引契約と明細行出荷案内書に関するグループ
UN01009672＝＝「351」Despatch advice（出荷案内書）を指定",,,CIILB_ Supply Chain_ Trade Agreement. Additional_ Referenced. CI_ Referenced_ Document,An additional document referenced in this CIILB supply chain trade agreement.,Additional Document,SubordinateDocumentDeliveryReferencedReferencedDocument,AdditionalReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/AdditionalReferencedCIReferencedDocument
v1,583,2332,2,UN01009658,ASBIE,明細行契約／契約単価グループ,0..n,1..1,Composition,CIILB_ Supply Chain_ Trade Agreement,5,,Net Price_ Product,,CI_ Trade_ Price,明細行の契約単価に関するグループ。,,,CIILB_ Supply Chain_ Trade Agreement. Net Price_ Product. CI_ Trade_ Price,A net product price in this CIILB supply chain trade agreement.,Product Net Price,SubordinateDocumentNetPriceProductPrice,NetPriceProductCITradePrice,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice
v1,584,3955,1,UN01005790,ABIE,契約単価クラス,,,Class,CI_ Trade_ Price,0,,,,,明細行の契約単価に関する情報からなるクラス。,,,CI_ Trade_ Price. Details,A sum of money for which something is or may be bought or sold for Cross Industry (CI) trade purposes.,CI Trade Price,SubordinateDocumentPriceDetails,CITradePrice,
v1,585,3956,2,UN01005791,BBIE,単価コード,0..1,0..1,Attribute,CI_ Trade_ Price,1,,Type,Code,,単価の区分（確定、仮単価等）を識別するコード,UNCL5375,,CI_ Trade_ Price. Type. Code,The code specifying the type of CI trade price.,Type Code,SubordinateDocumentNetProductPriceTypeCode,TypeCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice/TypeCode
v1/v3,586,3957,2,UN01005792,BBIE,契約単価,1..n,1..1,Attribute,CI_ Trade_ Price,2,,Charge,Amount,,"発注者と受注者が合意した明細発注品の単価。単価基準数量と単価基準数量単位の指定に従う。
税込み、税抜きの識別はヘッダ部の「UN01013096：税計算方式」で指定（指定がない場合（デフォルト）は税抜き）。",,,CI_ Trade_ Price. Charge. Amount,A monetary value of this CI trade price charge.,Charge Amount,SubordinateDocumentNetProductPriceChargeAmount,ChargeAmount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice/ChargeAmount
v4,587,3958,2,UN01005793,BBIE,単価基準数量,0..1,0..1,Attribute,CI_ Trade_ Price,3,,Basis,Quantity,,"✔定貫品目の場合：空欄（デフォルト）、または単価基準数量＝１
✔不定貫品目、ハイブリッド品目の場合：単価基準数量＝単価の基準となる重量・容量","数量単位コード
UNECE Rec20",,CI_ Trade_ Price. Basis. Quantity,The quantity on which this CI trade price is based.,Basis Quantity,SubordinateDocumentNetProductPriceBasisQuantity,BasisQuantity,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeAgreement/NetPriceProductCITradePrice/BasisQuantity
v1,590,2333,1,UN01009659,ABIE,明細行納入クラス,,,Class,CIILB_ Supply Chain_ Trade Delivery,0,,,,,明細行の納入に関する情報からなるクラス,,,CIILB_ Supply Chain_ Trade Delivery. Details,Cross Industry Invoice Line Breakdown (CIILB) supply chain shipping arrangements and movement of products and or services including despatch and delivery.,CIILB Trade Delivery,SubordinateDocumentDeliveryDetails,CIILBSupplyChainTradeDelivery,
v４,591,2335,2,UN01009661,BBIE,配送バラ数量,0..1,0..1,Attribute,CIILB_ Supply Chain_ Trade Delivery,2,,Product_ Unit,Quantity,,"配送数量がセット数量単位属性を指定の場合に利用する。
配送バラ数量＝配送数量（属性：セット）×セット単位数量（入り数）（属性：個、または不定貫品目量）","数量単位コード
UNECE Rec20",,CIILB_ Supply Chain_ Trade Delivery. Product_ Unit. Quantity,The number of product units in this CIILB supply chain trade delivery.,Product Unit Quantity,SubordinateDocumentDeliveryProductUnitQuantity,ProductUnitQuantity,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/ProductUnitQuantity
v3/v4,593,2336,2,UN01009662,BBIE,配送セット単位数量(入り数）,0..1,0..1,Attribute,CIILB_ Supply Chain_ Trade Delivery,3,,Per Package_ Unit,Quantity,,"✔ 配送数量の数量単位指定が定貫品目（セット）の場合：1セット当たりのバラ数量を入力。
✔配送数量がハイブリッド品目（セット）の場合：配送数量で指定したセット数量の1単位当たりの重量・容量（個数でカウントできない不定貫品目の数量単位属性）を入力
✔配送数量の 数量単位指定が定貫品目（個）の場合：利用しない
✔ 配送数量の数量単位指定が不定貫品目の場合：利用しない。","数量単位コード
UNECE Rec20",,CIILB_ Supply Chain_ Trade Delivery. Per Package_ Unit. Quantity,The number of units per package in this CIILB supply chain trade delivery.,Per Package Unit Quantity,SubordinateDocumentDeliveryPerPackageUnitQuantity,PerPackageUnitQuantity,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/PerPackageUnitQuantity
v1,595,2337,2,UN01014639,BBIE,配送数量,0..1,1..1,Attribute,CIILB_ Supply Chain_ Trade Delivery,4,,Billed,Quantity,,"この情報項目はずべての品目の配送数量の指定に利用する。
この項目の数量単位属性は次のいずれかを選択：「個」、「セット」、「不定貫数量単位」","数量単位コード
UNECE Rec20",,CIILB_ Supply Chain_ Trade Delivery. Billed. Quantity,The billed quantity of this CIILB supply chain trade delivery.,Billed Quantity,SubordinateDocumentDeliveryBilledQuantity,BilledQuantity,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeDelivery/BilledQuantity
v1,609,2340,1,UN01009664,ABIE,明細行決裁クラス,,,Class,CIILB_ Supply Chain_ Trade Settlement,0,,,,,明細行の決済入に関する情報からなるクラス,,,CIILB_ Supply Chain_ Trade Settlement. Details,The Cross Industry Invoice Line Breakdown (CIILB) information that enables the financial reconciliation of a supply chain transaction with the item(s) that the financial transaction is intended to settle.,CIILB Trade Settlement,SubordinateDocumentDetails,CIILBSupplyChainTradeSettlement,
v4.3,678,0,2,JPSxxxxxxxx,ASBIE,明細行／会計アカウントグループ,Not defined in D24A,0..1,Composition,CIILB_ Supply Chain_ Trade Settlement,0,,Receivable_ Specified,,CI_ Trade_ Accounting Account,この明細行の会計アカウントに関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Receivable_ Specified. CI_ Trade_ Accounting Account,,,SubordinateDocumentReceivableAccountingAccount,ReceivableSpecifiedCITradeAccountingAccount,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ReceivableSpecifiedCITradeAccountingAccount
v４,610,2341,2,UN01014641,BBIE,明細行取引方向コード,0..1,0..1,Attribute,CIILB_ Supply Chain_ Trade Settlement,1,,Direction,Code,,"明細行の取引方向を識別するコード
デフォルトは「プラス」
明細行取引類型コードが「調整」を指定場合に利用する。
金額の「プラス」「マイナス」表示を許容する場合は実装しない。",JECxxxx,,CIILB_ Supply Chain_ Trade Settlement. Direction. Code,The code specifying whether this CIILB supply chain trade settlement is an addition or a subtraction.,Direction Code,SubordinateDocumentDirectionCode,DirectionCode,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/DirectionCode
v1,611,2342,2,UN01009665,ASBIE,明細行決済／明細行税グループ,0..1,1..1,Composition,CIILB_ Supply Chain_ Trade Settlement,1,,Applicable,,CI_ Trade_ Tax,明細行決済の税に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Applicable. CI_ Trade_ Tax,The trade tax applicable to this CIILB supply chain trade settlement.,Tax,SubordinateDocumentTax,ApplicableCITradeTax,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/ApplicableCITradeTax
v4,620,2343,2,UN01014642,ASBIE,明細行決済／参照インボイス対象物グループ,0..1,0..n,Composition,CIILB_ Supply Chain_ Trade Settlement,2,,Invoice_ Referenced,,CI_ Referenced_ Document,明細行が参照するインボイス対象物に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Invoice_ Referenced. CI_ Referenced_ Document,The invoice document referenced for this CIILB supply chain trade settlement.,Invoice Document,SubordinateDocumentInvoiceReferencedReferencedDocument,InvoiceReferencedCIReferencedDocument,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/InvoiceReferencedCIReferencedDocument
v4.3,638,2344,2,UN01014643,ASBIE,明細行決済／調整グループ,0..n,0..n,Composition,CIILB_ Supply Chain_ Trade Settlement,3,,Specified,,CI_ Financial_ Adjustment,明細行決済の調整に関するグループ,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,A financial adjustment specified for this CIILB supply chain trade settlement.,Specified Financial Adjustment,SubordinateDocumentFinancialAdjustment,SpecifiedCIFinancialAdjustment,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCIFinancialAdjustment
v4.1,662,2345,2,UN01014644,ASBIE,明細行決裁／追加請求グループ,0..n,0..n,Composition,CIILB_ Supply Chain_ Trade Settlement,4,,Specified,,CI_ Trade_ Allowance Charge,明細行決裁／追加請求グループ,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,An allowance or charge specified for this CIILB supply chain trade settlement.,Specified Allowance Charge,SubordinateDocumentAllowanceCharge,SpecifiedCITradeAllowanceCharge,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/SpecifiedCITradeAllowanceCharge
v4,674,2346,2,UN01014894,ASBIE,明細行／取引期間グループ,0..1,1..1,Composition,CIILB_ Supply Chain_ Trade Settlement,5,,Billing,,CI_ Specified_ Period,"明細行の取引期間に関する情報からなるグループ
明細文書ヘッダ、または明細行のいずれかの取引期間グループが法的必須
明細文書ヘッダ取引期間グループにデータ入力した場合は明細行取引期間グループのデータ入力は省略することができる",,,CIILB_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,The billing period specified for this CIILB supply chain trade settlement.,Billing Period,SubordinateDocumentBillingPeriod,BillingCISpecifiedPeriod,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/SpecifiedCIILBSupplyChainTradeSettlement/BillingCISpecifiedPeriod
v1,684,3984,1,UN01005809,ABIE,取引品目クラス,,,Class,CI_ Trade_ Product,0,,,,,取引品目に関する情報からなるクラス。,,,CI_ Trade_ Product. Details,Any tangible output or service produced by human or mechanical effort or by a natural process for Cross Industry (CI) trade purposes.,CI Trade Product,SubordinateDocumentProductDetails,CITradeProduct,
v1,685,3985,2,UN01005810,BBIE,品目ID,0..1,0..1,Attribute,CI_ Trade_ Product,1,,Identification,Identifier,,品目名を特定するために付与したID,,,CI_ Trade_ Product. Identification. Identifier,The unique identifier for this CI trade product.,ID,SubordinateDocumentProductID,ID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ID
v4.1,686,3986,2,UN01005811,BBIE,グローバル品目ID,0..1,0..1,Attribute,CI_ Trade_ Product,2,,Global_ Identification,Identifier,,GTIN、JANIDなどの国際的に登録された品目ID,ISO/IEC 6523,,CI_ Trade_ Product. Global_ Identification. Identifier,The unique global identifier for this CI trade product.,Global ID,SubordinateDocumentProductGlobalID,GlobalID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/GlobalID
v4.1,687,3987,2,UN01005812,BBIE,受注者品目ID,0..1,0..1,Attribute,CI_ Trade_ Product,3,,Seller Assigned_ Identification,Identifier,,受注者が品目を特定するために付与したID,,,CI_ Trade_ Product. Seller Assigned_ Identification. Identifier,The unique seller assigned identifier for this CI trade product.,Seller Assigned ID,SubordinateDocumentProductSellerAssignedID,SellerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/SellerAssignedID
v4.1,688,3988,2,UN01005813,BBIE,発注者品目ID,0..1,0..1,Attribute,CI_ Trade_ Product,4,,Buyer Assigned_ Identification,Identifier,,発注者が品目を特定するために付与したID,,,CI_ Trade_ Product. Buyer Assigned_ Identification. Identifier,The unique buyer assigned identifier for this CI trade product.,Buyer Assigned ID,SubordinateDocumentProductBuyerAssignedID,BuyerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/BuyerAssignedID
v4.1,689,3989,2,UN01005814,BBIE,メーカー品目ID,0..1,0..1,Attribute,CI_ Trade_ Product,5,,Manufacturer Assigned_ Identification,Identifier,,品目を特定するために製造者が付与したID,,,CI_ Trade_ Product. Manufacturer Assigned_ Identification. Identifier,The unique manufacturer assigned identifier for this CI trade product.,Manufacturer Assigned ID,SubordinateDocumentProductManufacturerAssignedID,ManufacturerAssignedID,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ManufacturerAssignedID
v1,690,3990,2,UN01005815,BBIE,品目名,0..n,1..1,Attribute,CI_ Trade_ Product,6,,Name,Text,,この取引品目の名称。,,,CI_ Trade_ Product. Name. Text,"A name, expressed as text, for this CI trade product.",Name,SubordinateDocumentProductName,Name,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/Name
v1,691,3992,2,UN01005817,BBIE,品目摘要,0..n,0..1,Attribute,CI_ Trade_ Product,8,,Description,Text,,この取引品目内容を文字で説明したもの,,,CI_ Trade_ Product. Description. Text,A textual description for this CI trade product.,Description,SubordinateDocumentProductDescriptionText,DescriptionText,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/Description
v4.2,692,4008,2,UN01008533,BBIE,品目数量単位判別子,0..1,0..1,Attribute,CI_ Trade_ Product,24,,Variable Measure,Indicator,,"品目数量単位の区分（定貫品目、不定貫品目）の判別子。
デフォルトは定貫品目",JECxxxx,,CI_ Trade_ Product. Variable Measure. Indicator,"The indication of whether or not instances of this CI trade product have a variable measure, such as weight, length or volume.",Variable Measure Indicator,SubordinateDocumentProductVariableMeasureIndicator,VariableMeasureIndicator,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/VariableMeasureIndicator
v4.1,696,4025,2,UN01005821,ASBIE,取引品目クラス／品目特性グループ,0..n,0..n,Composition,CI_ Trade_ Product,1,,Applicable,,CI_ Product_ Characteristic,取引品目の特性に関するグループ,,,CI_ Trade_ Product. Applicable. CI_ Product_ Characteristic,A product characteristic applicable to this CI trade product.,Characteristic,SubordinateDocumentProductProductCharacteristic,ApplicableCIProductCharacteristic,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/ApplicableCIProductCharacteristic
v4.2,693,4027,2,UN01005823,ASBIE,取引品目クラス／品目分類グループ,0..n,0..1,Composition,CI_ Trade_ Product,3,,Designated,,CI_ Product_ Classification,取引品目の品目分類のグループ,,,CI_ Trade_ Product. Designated. CI_ Product_ Classification,A product classification designated for this CI trade product.,Classification,SubordinateDocumentProductDesignatedProductClassification,DesignatedCIProductClassification,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/DesignatedCIProductClassification
v4.1,700,4031,2,UN01005827,ASBIE,取引品目クラス／原産地グループ,0..1,0..n,Composition,CI_ Trade_ Product,7,,Origin,,CI_ Trade_ Country,取引品目の原産地に関するグループ,,,CI_ Trade_ Product. Origin. CI_ Trade_ Country,The country of origin for this Cross Industry (CI) trade product.,Origin Country,SubordinateDocumentProductOriginCountry,OriginCITradeCountry,/SMEConsolidatedSelfInvoice/CIIHSupplyChainTradeTransaction/IncludedCIILSupplyChainTradeLineItem/SubordinateCIILBSubordinateTradeLineItem/ApplicableCITradeProduct/OriginCITradeCountry
v4.2,694,3606,1,UN01005573,ABIE,品目分類クラス,,,Class,CI_ Product_ Classification,0,,,,,取引品目の分類に関するクラス,,,CI_ Product_ Classification. Details,A systematic arrangement of Cross Industry (CI) products in classes or categories according to established criteria.,CI Product Classification,SubordinateDocumentProductClassificationDetails,CIProductClassification,
