Version,UNID,Acronym,Dictionary Entry Name,ObjectClassQualifierTerm,ObjectClassTerm,Cardinality,PropertyTerm,PrimaryRepresentationTerm,XML datatype,AssociatedObjectClassQualifierTerm,AssociatedObjectClassTerm,XML element name,Definition
1.0,UN01009189,BBIE,AAA Archive_ Location. Identification. Identifier,AAA Archive,Location,0..1,Identification,Identifier,udt:IDType,,,ID,"The AAA archive identifier for this location, such as a United Nations Location Code (UNLOCODE) or GS1 Global Location Number (GLN)."
1.0,UN01009190,BBIE,AAA Archive_ Location. Name. Text,AAA Archive,Location,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, of this AAA archive location."
1.0,UN01009191,BBIE,AAA Archive_ Location. Directions. Text,AAA Archive,Location,0..n,Directions,Text,udt:TextType,,,Directions,"A description, expressed as text, of how to reach this AAA archive location."
1.0,UN01009192,BBIE,AAA Archive_ Location. Description. Text,AAA Archive,Location,0..1,Description,Text,udt:TextType,,,Description,The textual description of this AAA archive location.
1.0,UN01009193,BBIE,AAA Archive_ Location. District. Identifier,AAA Archive,Location,0..1,District,Identifier,udt:IDType,,,DistrictID,The identifier of the district area within which this AAA archive location is situated.
1.0,UN01009194,BBIE,AAA Archive_ Location. Country Name. Text,AAA Archive,Location,0..1,Country Name,Text,udt:TextType,,,CountryName,"The name, expressed as text, of the country for this AAA archive location."
1.0,UN01009195,BBIE,AAA Archive_ Location. Country Sub-Division Name. Text,AAA Archive,Location,0..1,Country Sub-Division Name,Text,udt:TextType,,,CountrySubDivisionName,"The name, expressed as text, of the sub-division of a country for this AAA archive location."
1.0,UN01009196,BBIE,AAA Archive_ Location. Country. Identifier,AAA Archive,Location,0..1,Country,Identifier,udt:IDType,,,CountryID,The identifier of a country for this AAA archive location (Reference ISO 3166 and UN/ECE Rec 3).
1.0,UN01009197,BBIE,AAA Archive_ Location. Country Sub-Division. Identifier,AAA Archive,Location,0..1,Country Sub-Division,Identifier,udt:IDType,,,CountrySubDivisionID,The identifier of the country sub-division for this AAA archive location.
1.0,UN01009198,BBIE,AAA Archive_ Location. Geopolitical Region Name. Text,AAA Archive,Location,0..1,Geopolitical Region Name,Text,udt:TextType,,,GeopoliticalRegionName,"The name, expressed as text, of the geopolitical region for this AAA archive location."
1.0,UN01009199,BBIE,AAA Archive_ Location. Country Superordinate. Identifier,AAA Archive,Location,0..1,Country Superordinate,Identifier,udt:IDType,,,CountrySuperordinateID,The identifier of the country superordinate (grouping of countries to a bigger entity) in which the AAA archive location is situated.
1.0,UN01009200,BBIE,AAA Archive_ Location. UTC Offset. Numeric,AAA Archive,Location,0..1,UTC Offset,Numeric,udt:NumericType,,,UTCOffsetNumeric,The time offset value from the Universal Time Coordinate (UTC) for this AAA archive location.
1.0,UN01009201,BBIE,AAA Archive_ Location. Type. Text,AAA Archive,Location,0..1,Type,Text,udt:TextType,,,Type,"The type, expressed as text, of this AAA archive location."
1.0,UN01009172,BBIE,AAA Archive_ Note. Subject. Text,AAA Archive,Note,0..1,Subject,Text,udt:TextType,,,Subject,"The subject, expressed as text, of this AAA archive note."
1.0,UN01009173,BBIE,AAA Archive_ Note. Content. Text,AAA Archive,Note,0..1,Content,Text,udt:TextType,,,Content,"The content, expressed as text, of this AAA archive note."
1.0,UN01009174,BBIE,AAA Archive_ Note. Identification. Identifier,AAA Archive,Note,0..1,Identification,Identifier,udt:IDType,,,ID,The identifier for this AAA archive note.
1.0,UN01009175,BBIE,AAA Archive_ Note. Name. Text,AAA Archive,Note,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for this AAA archive note."
1.0,UN01009176,BBIE,AAA Archive_ Note. Creation. Date Time,AAA Archive,Note,0..1,Creation,Date Time,udt:DateTimeType,,,CreationDateTime,"The date, time, date time, or other date time value for the creation of this AAA archive note."
1.0,UN01009165,BBIE,AAA Archive_ Party. Identification. Identifier,AAA Archive,Party,0..1,Identification,Identifier,udt:IDType,,,ID,The identifier of the AAA archive party.
1.0,UN01009166,BBIE,AAA Archive_ Party. Type. Code,AAA Archive,Party,0..1,Type,Code,qdt:PartyTypeCodeType,,,TypeCode,The code specifying the type of AAA archive party.
1.0,UN01009167,BBIE,AAA Archive_ Party. Name. Text,AAA Archive,Party,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for this AAA archive party."
1.0,UN01009168,BBIE,AAA Archive_ Party. Access Rights. Code,AAA Archive,Party,0..1,Access Rights,Code,qdt:AccessRightsTypeCodeType,,,AccessRightsCode,"The code specifying this AAA archive party's access rights, such as unlimited, restricted, prohibited."
1.0,UN01009169,BBIE,AAA Archive_ Party. Role. Code,AAA Archive,Party,0..1,Role,Code,qdt:ChargePayingPartyRoleCodeType,,,RoleCode,The code specifying the role of this AAA archive party.
1.0,UN01009170,BBIE,AAA Archive_ Party. Language. Code,AAA Archive,Party,0..n,Language,Code,qdt:LanguageCodeType,,,LanguageCode,A code specifying a language for this AAA archive party.
1.0,UN01009212,BBIE,AAA Archive_ Software. Author Name. Text,AAA Archive,Software,0..1,Author Name,Text,udt:TextType,,,AuthorName,"The author's name, expressed as text, for this AAA archive software program."
1.0,UN01009213,BBIE,AAA Archive_ Software. Name. Text,AAA Archive,Software,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, of this AAA archive software."
1.0,UN01009214,BBIE,AAA Archive_ Software. Version. Identifier,AAA Archive,Software,0..1,Version,Identifier,udt:IDType,,,VersionID,The identifier of the version of this AAA archive software.
1.0,UN01009215,BBIE,AAA Archive_ Software. Revision. Identifier,AAA Archive,Software,0..1,Revision,Identifier,udt:IDType,,,RevisionID,The identifier of the revision of this AAA archive software.
1.0,UN01009216,BBIE,AAA Archive_ Software. Latest_ Update. Date Time,AAA Archive,Software,0..1,Update,Date Time,udt:DateTimeType,,,LatestUpdateDateTime,"The date, time, date time or other date time value of the latest update of this AAA archive software."
1.0,UN01009217,ASBIE,AAA Archive_ Software. Provided. AAA Archive_ Certificate,AAA Archive,Software,0..n,Provided,,ram:AAAArchiveCertificateType,AAA Archive,Certificate,ProvidedAAAArchiveCertificate,A certificate provided for this AAA archive software.
1.0,UN01007812,BBIE,AAA Chart Of Accounts_ Accounting Account Boundary. First Account Identification. Identifier,AAA Chart Of Accounts,Accounting Account Boundary,0..1,First Account Identification,Identifier,udt:IDType,,,FirstAccountIdentificationID,The unique identifier for the first account in a series for this AAA chart of accounts accounting account boundary.
1.0,UN01007813,BBIE,AAA Chart Of Accounts_ Accounting Account Boundary. Last Account Identification. Identifier,AAA Chart Of Accounts,Accounting Account Boundary,0..1,Last Account Identification,Identifier,udt:IDType,,,LastAccountIdentificationID,The unique identifier for the last account in a series for this AAA chart of accounts accounting account boundary.
1.0,UN01007814,BBIE,AAA Chart Of Accounts_ Accounting Account Boundary. First Sub-Account Identification. Identifier,AAA Chart Of Accounts,Accounting Account Boundary,0..1,First Sub-Account Identification,Identifier,udt:IDType,,,FirstSubAccountIdentificationID,The unique identifier for the first sub-account in a series for this AAA chart of accounts accounting account boundary.
1.0,UN01007815,BBIE,AAA Chart Of Accounts_ Accounting Account Boundary. Last Sub-Account Identification. Identifier,AAA Chart Of Accounts,Accounting Account Boundary,0..1,Last Sub-Account Identification,Identifier,udt:IDType,,,LastSubAccountIdentificationID,The unique identifier for the last sub-account in a series for this AAA chart of accounts accounting account boundary.
1.0,UN01007817,BBIE,AAA Chart Of Accounts_ Accounting Account Classification. Identification. Identifier,AAA Chart Of Accounts,Accounting Account Classification,1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this AAA chart of accounts accounting account classification.
1.0,UN01007818,BBIE,AAA Chart Of Accounts_ Accounting Account Classification. First Use. Date Time,AAA Chart Of Accounts,Accounting Account Classification,0..1,First Use,Date Time,udt:DateTimeType,,,FirstUseDateTime,"The date, time, date time, or other date time value of the first use for this AAA chart of accounts accounting account classification."
1.0,UN01007819,BBIE,AAA Chart Of Accounts_ Accounting Account Classification. Internal Reference. Text,AAA Chart Of Accounts,Accounting Account Classification,0..1,Internal Reference,Text,udt:TextType,,,InternalReference,"The internal reference, expressed as text, of this AAA chart of accounts accounting account classification."
1.0,UN01007820,BBIE,AAA Chart Of Accounts_ Accounting Account Classification. Using Country. Code,AAA Chart Of Accounts,Accounting Account Classification,0..1,Using Country,Code,udt:CodeType,,,UsingCountryCode,The code specifying the country where this AAA chart of accounts accounting account classification is in use or defined.
1.0,UN01007821,BBIE,AAA Chart Of Accounts_ Accounting Account Classification. Currency. Code,AAA Chart Of Accounts,Accounting Account Classification,0..1,Currency,Code,udt:CodeType,,,CurrencyCode,The code specifying the currency for this AAA chart of accounts accounting account classification.
1.0,UN01007822,BBIE,AAA Chart Of Accounts_ Accounting Account Classification. Type. Code,AAA Chart Of Accounts,Accounting Account Classification,0..1,Type,Code,qdt:AccountingAccountClassificationCodeType,,,TypeCode,"The code specifying the type of this AAA chart of accounts accounting account classification, such as general account, payable, receivable, budget account, cost accounting account, job, building."
1.0,UN01007823,BBIE,AAA Chart Of Accounts_ Accounting Account Classification. Version. Text,AAA Chart Of Accounts,Accounting Account Classification,0..1,Version,Text,udt:TextType,,,Version,"The version, expressed as text, of this AAA chart of accounts accounting account classification."
1.0,UN01007824,BBIE,AAA Chart Of Accounts_ Accounting Account Classification. Revision. Text,AAA Chart Of Accounts,Accounting Account Classification,0..1,Revision,Text,udt:TextType,,,Revision,"The revision, expressed as text, of this AAA chart of accounts accounting accounts classification."
1.0,UN01007825,ASBIE,AAA Chart Of Accounts_ Accounting Account Classification. Related. AAA Chart Of Accounts_ Accounting Account,AAA Chart Of Accounts,Accounting Account Classification,0..n,Related,,ram:AAAChartOfAccountsAccountingAccountType,AAA Chart Of Accounts,Accounting Account,RelatedAAAChartOfAccountsAccountingAccount,An accounting account related to this AAA chart of accounts accounting account classification.
1.0,UN01007827,BBIE,AAA Chart Of Accounts_ Accounting Account Credit Risk. Cap Limitation. Amount,AAA Chart Of Accounts,Accounting Account Credit Risk,1,Cap Limitation,Amount,udt:AmountType,,,CapLimitationAmount,The monetary value of the cap limitation for this AAA chart of accounts accounting account credit risk.
1.0,UN01007828,BBIE,AAA Chart Of Accounts_ Accounting Account Credit Risk. Current. Amount,AAA Chart Of Accounts,Accounting Account Credit Risk,0..1,Current,Amount,udt:AmountType,,,CurrentAmount,The current monetary value of this AAA chart of accounts accounting account credit risk.
1.0,UN01007830,BBIE,AAA Chart Of Accounts_ Accounting Account Pattern. Identification. Identifier,AAA Chart Of Accounts,Accounting Account Pattern,1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this AAA chart of accounts accounting account pattern.
1.0,UN01007831,BBIE,AAA Chart Of Accounts_ Accounting Account Pattern. Name. Text,AAA Chart Of Accounts,Accounting Account Pattern,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, of this AAA chart of accounts accounting account pattern."
1.0,UN01007833,BBIE,AAA Chart Of Accounts_ Accounting Account Pattern. Template. Text,AAA Chart Of Accounts,Accounting Account Pattern,0..1,Template,Text,udt:TextType,,,Template,"The template, expressed as text, of this AAA chart of accounts accounting account pattern."
1.0,UN01007834,BBIE,AAA Chart Of Accounts_ Accounting Account Pattern. Opening. Date Time,AAA Chart Of Accounts,Accounting Account Pattern,0..1,Opening,Date Time,udt:DateTimeType,,,OpeningDateTime,"The date, time, date time, or other date time value of the opening of this AAA chart of accounts accounting account pattern."
1.0,UN01007835,BBIE,AAA Chart Of Accounts_ Accounting Account Pattern. Closing. Date Time,AAA Chart Of Accounts,Accounting Account Pattern,0..1,Closing,Date Time,udt:DateTimeType,,,ClosingDateTime,"The date, time, date time, or other date time value of the closing of this AAA chart of accounts accounting account pattern."
1.0,UN01008954,BBIE,AAA Chart Of Accounts_ Accounting Account Pattern. Country. Identifier,AAA Chart Of Accounts,Accounting Account Pattern,0..1,Country,Identifier,qdt:CountryIDType,,,CountryID,The identifier specifying the country of this AAA chart of accounts accounting account pattern.
1.0,UN01007836,ASBIE,AAA Chart Of Accounts_ Accounting Account Pattern. Specified. AAA_ Accounting Account Dimension,AAA Chart Of Accounts,Accounting Account Pattern,0..n,Specified,,ram:AAAAccountingAccountDimensionType,AAA,Accounting Account Dimension,SpecifiedAAAAccountingAccountDimension,An accounting account dimension specified as part of this AAA chart of accounts accounting account pattern.
1.0,UN01007769,BBIE,AAA Chart Of Accounts_ Accounting Account. Identification. Identifier,AAA Chart Of Accounts,Accounting Account,1,Identification,Identifier,udt:IDType,,,ID,The unique identifier for this AAA chart of accounts accounting account.
1.0,UN01007770,BBIE,AAA Chart Of Accounts_ Accounting Account. Type. Code,AAA Chart Of Accounts,Accounting Account,0..1,Type,Code,qdt:AccountingAccountTypeCodeType,,,TypeCode,"The code specifying the type of AAA chart of accounts accounting account, such as general account, payable, receivable, budget account, cost accounting account, job, building."
1.0,UN01007771,BBIE,AAA Chart Of Accounts_ Accounting Account. Sub Account. Identifier,AAA Chart Of Accounts,Accounting Account,0..1,Sub Account,Identifier,udt:IDType,,,SubAccountID,The unique identifier for this AAA chart of accounts sub account.
1.0,UN01007772,BBIE,AAA Chart Of Accounts_ Accounting Account. Name. Text,AAA Chart Of Accounts,Accounting Account,0..1,Name,Text,udt:TextType,,,Name,"The name, expressed as text, for this AAA chart of accounts accounting account."
1.0,UN01007773,BBIE,AAA Chart Of Accounts_ Accounting Account. Abbreviated Name. Text,AAA Chart Of Accounts,Accounting Account,0..1,Abbreviated Name,Text,udt:TextType,,,AbbreviatedName,"The abbreviated name, expressed as text, for this AAA chart of accounts accounting account."
1.0,UN01007774,BBIE,AAA Chart Of Accounts_ Accounting Account. Status. Code,AAA Chart Of Accounts,Accounting Account,0..1,Status,Code,qdt:AccountingAccountStatusCodeType,,,StatusCode,"The code specifying the status of this AAA chart of accounts accounting account, such as open, locked, closed, temporarily unusable, pending."
