Nr,UNID,Acronym,DEN,Definition,Publication comments,Object Class Term Qualifier(s),Object Class Term,Property Term Qualifier(s),Property Term,Datatype Qualifier(s),Representation Term,Qualified Data Type UID,Associated Object Class Term Qualifier(s),Associated Object Class,Business Term(s),Usage Rule(s),Sequence Number,Occurrence Min,Occurrence Max,Context Categories,Example(s),Version,Ref Library Version,Submitter Name,Ref Component UN ID,Unique submitter ID,CR Status Date,CR Status,Library Maintenance Comment,TDED,Submitted Definition,Submitter Comment,Submitted DEN,Publication Refs -- Source,Short Name
99,UN01009136,BBIE,AAA Archive_ Document. Signed. Indicator,The indication of whether or not this AAA archive document has been signed.,,AAA Archive,Document,,Signed,,Indicator,,,,,,49,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,(4428),,,,D11A,Signed Indicator
100,UN01009137,BBIE,AAA Archive_ Document. Signed. Date Time,"The date, time, date time or other date time value when this AAA archive document was signed.",,AAA Archive,Document,,Signed,,Date Time,,,,,,50,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Signed Date Time
101,UN01009138,BBIE,AAA Archive_ Document. Requested. Date Time,"The date, time, date time or other date time value when this AAA archive document is or was requested.",,AAA Archive,Document,,Requested,,Date Time,,,,,,51,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Requested Date Time
102,UN01009139,BBIE,AAA Archive_ Document. Signature Location. Text,"A geographical location, expressed as text, where this AAA archive document was or will be signed.",,AAA Archive,Document,,Signature Location,,Text,,,,,,52,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Signature Location Text
103,UN01009140,BBIE,AAA Archive_ Document. Status. Text,"A status, expressed as text, for this AAA archive document.",,AAA Archive,Document,,Status,,Text,,,,,,53,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Status Text
104,UN01009141,BBIE,AAA Archive_ Document. Included. Amount,A monetary value included in this AAA archive document.,,AAA Archive,Document,,Included,,Amount,,,,,,54,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Included Amount
105,UN01009142,BBIE,AAA Archive_ Document. Included. Quantity,A quantity included in this AAA archive document.,,AAA Archive,Document,,Included,,Quantity,,,,,,55,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Included Quantity
106,UN01009143,BBIE,AAA Archive_ Document. Rejection. Date Time,"The date, time, date time, or other date time value of the rejection of this AAA archive document.",,AAA Archive,Document,,Rejection,,Date Time,,,,,,56,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Rejection Date Time
107,UN01009144,ASBIE,AAA Archive_ Document. Specified. AAA Archive_ Archive Parameter,The archive parameter specified for this AAA archive document.,,AAA Archive,Document,,Specified,,,,AAA Archive,Archive Parameter,,,1,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Archive Parameter
108,UN01009145,ASBIE,AAA Archive_ Document. Owner. AAA Archive_ Party,The party that owns this AAA archive document.,,AAA Archive,Document,,Owner,,,,AAA Archive,Party,,,2,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Owner
109,UN01009146,ASBIE,AAA Archive_ Document. Agent. AAA Archive_ Party,A party representing another party for this AAA archive document.,,AAA Archive,Document,,Agent,,,,AAA Archive,Party,,,3,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Agent
110,UN01009147,ASBIE,AAA Archive_ Document. Sender. AAA Archive_ Party,The party that sends this AAA archive document.,,AAA Archive,Document,,Sender,,,,AAA Archive,Party,,,4,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Sender
111,UN01009148,ASBIE,AAA Archive_ Document. Included. AAA Archive_ Note,A note included in this AAA archive document.,,AAA Archive,Document,,Included,,,,AAA Archive,Note,,,5,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Included Note
112,UN01009149,ASBIE,AAA Archive_ Document. Attached. AAA Archive_ Binary File,A binary file attached to this AAA archive document.,,AAA Archive,Document,,Attached,,,,AAA Archive,Binary File,,,6,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Attached Binary File
113,UN01009150,ASBIE,AAA Archive_ Document. Effective. AAA_ Period,The period within which this AAA archive document is effective.,,AAA Archive,Document,,Effective,,,,AAA,Period,,,7,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Effective Period
114,UN01009151,ASBIE,AAA Archive_ Document. Acceptable. AAA_ Period,The period within which this AAA archive document may be accepted.,,AAA Archive,Document,,Acceptable,,,,AAA,Period,,,8,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Acceptable Period
115,UN01009152,ASBIE,AAA Archive_ Document. Lodgement. AAA Archive_ Location,A lodgement location of this AAA archive document.,,AAA Archive,Document,,Lodgement,,,,AAA Archive,Location,,,9,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Lodgement Location
116,UN01009153,ASBIE,AAA Archive_ Document. Issue. AAA Archive_ Location,A location where this AAA archive document has been or may be issued.,,AAA Archive,Document,,Issue,,,,AAA Archive,Location,,,10,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Issue Location
117,UN01009154,ASBIE,AAA Archive_ Document. Contractual. AAA Archive_ Clause,A contractual clause of this AAA archive document.,,AAA Archive,Document,,Contractual,,,,AAA Archive,Clause,,,11,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Contractual Clause
118,UN01009155,ASBIE,AAA Archive_ Document. Production. AAA Archive_ Software,The production software of this AAA archive document.,,AAA Archive,Document,,Production,,,,AAA Archive,Software,,,12,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Production Software
119,UN01009156,ASBIE,AAA Archive_ Document. Reference. AAA Archive_ Document,Other documents referenced by this AAA archive document.,,AAA Archive,Document,,Reference,,,,AAA Archive,Document,,,13,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Reference Document
120,UN01009157,ASBIE,AAA Archive_ Document. Signatory. AAA Archive_ Authentication,A signatory authentication for this AAA archive document.,,AAA Archive,Document,,Signatory,,,,AAA Archive,Authentication,,,14,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Signatory Authentication
121,UN01009188,ABIE,AAA Archive_ Location. Details,A physical location or place for an AAA (Accounting And Audit) archive.,,AAA Archive,Location,,,,,,,,,,,,,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,AAA Archive Location
122,UN01009189,BBIE,AAA Archive_ Location. Identification. Identifier,"The AAA archive identifier for this location, such as a United Nations Location Code (UNLOCODE) or GS1 Global Location Number (GLN).",,AAA Archive,Location,,Identification,,Identifier,,,,,,1,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,(3225),,,,D11A,ID
123,UN01009190,BBIE,AAA Archive_ Location. Name. Text,"The name, expressed as text, of this AAA archive location.",,AAA Archive,Location,,Name,,Text,,,,,,2,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,(3224),,,,D11A,Name
124,UN01009191,BBIE,AAA Archive_ Location. Directions. Text,"A description, expressed as text, of how to reach this AAA archive location.",,AAA Archive,Location,,Directions,,Text,,,,,,3,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Directions
125,UN01009192,BBIE,AAA Archive_ Location. Description. Text,The textual description of this AAA archive location.,,AAA Archive,Location,,Description,,Text,,,,,,4,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Description
126,UN01009193,BBIE,AAA Archive_ Location. District. Identifier,The identifier of the district area within which this AAA archive location is situated.,,AAA Archive,Location,,District,,Identifier,,,,,,5,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,District ID
127,UN01009194,BBIE,AAA Archive_ Location. Country Name. Text,"The name, expressed as text, of the country for this AAA archive location.",,AAA Archive,Location,,Country Name,,Text,,,,,,6,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Country Name
128,UN01009195,BBIE,AAA Archive_ Location. Country Sub-Division Name. Text,"The name, expressed as text, of the sub-division of a country for this AAA archive location.",,AAA Archive,Location,,Country Sub-Division Name,,Text,,,,,,7,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Country Sub-Division Name
129,UN01009196,BBIE,AAA Archive_ Location. Country. Identifier,The identifier of a country for this AAA archive location (Reference ISO 3166 and UN/ECE Rec 3).,,AAA Archive,Location,,Country,,Identifier,,,,,,8,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Country Code
130,UN01009197,BBIE,AAA Archive_ Location. Country Sub-Division. Identifier,The identifier of the country sub-division for this AAA archive location.,,AAA Archive,Location,,Country Sub-Division,,Identifier,,,,,,9,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Country Sub-Division Code
131,UN01009198,BBIE,AAA Archive_ Location. Geopolitical Region Name. Text,"The name, expressed as text, of the geopolitical region for this AAA archive location.",,AAA Archive,Location,,Geopolitical Region Name,,Text,,,,,,10,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Geopolitical Region Name
132,UN01009199,BBIE,AAA Archive_ Location. Country Superordinate. Identifier,The identifier of the country superordinate (grouping of countries to a bigger entity) in which the AAA archive location is situated.,,AAA Archive,Location,,Country Superordinate,,Identifier,,,,,,11,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Country Superordinate ID
133,UN01009200,BBIE,AAA Archive_ Location. UTC Offset. Numeric,The time offset value from the Universal Time Coordinate (UTC) for this AAA archive location.,,AAA Archive,Location,,UTC Offset,,Numeric,,,,,,12,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,UTC Offset Numeric
134,UN01009201,BBIE,AAA Archive_ Location. Type. Text,"The type, expressed as text, of this AAA archive location.",,AAA Archive,Location,,Type,,Text,,,,,,13,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Type Text
135,UN01009171,ABIE,AAA Archive_ Note. Details,"A textual or coded description, such as a remark or additional information useful in AAA (Accounting And Audit) archiving matters.",,AAA Archive,Note,,,,,,,,,,,,,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,AAA Archive Note
136,UN01009172,BBIE,AAA Archive_ Note. Subject. Text,"The subject, expressed as text, of this AAA archive note.",,AAA Archive,Note,,Subject,,Text,,,,,,1,0,1,"Accounting, audit and reporting",Official Information,1.0,,,,,,,,,,,,D11A,Subject Text
137,UN01009173,BBIE,AAA Archive_ Note. Content. Text,"The content, expressed as text, of this AAA archive note.",,AAA Archive,Note,,Content,,Text,,,,,,2,0,1,"Accounting, audit and reporting",The milk has been processed in accordance with importing country regulations.,1.0,,,,,,,,(4440),,,,D11A,Content Text
138,UN01009174,BBIE,AAA Archive_ Note. Identification. Identifier,The identifier for this AAA archive note.,,AAA Archive,Note,,Identification,,Identifier,,,,,,3,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,ID
139,UN01009175,BBIE,AAA Archive_ Note. Name. Text,"The name, expressed as text, for this AAA archive note.",,AAA Archive,Note,,Name,,Text,,,,,,4,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Name
140,UN01009176,BBIE,AAA Archive_ Note. Creation. Date Time,"The date, time, date time, or other date time value for the creation of this AAA archive note.",,AAA Archive,Note,,Creation,,Date Time,,,,,,5,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Creation Date Time
141,UN01009164,ABIE,AAA Archive_ Party. Details,"An individual, a group, or a body having a role in an AAA (Accounting And Audit) business function.",,AAA Archive,Party,,,,,,,,,,,,,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,AAA Archive Party
142,UN01009165,BBIE,AAA Archive_ Party. Identification. Identifier,The identifier of the AAA archive party.,,AAA Archive,Party,,Identification,,Identifier,,,,,,1,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,(3039),,,,D11A,ID
143,UN01009166,BBIE,AAA Archive_ Party. Type. Code,The code specifying the type of AAA archive party.,,AAA Archive,Party,,Type,Party Type,Code,UN02000157,,,,,2,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Type Code
144,UN01009167,BBIE,AAA Archive_ Party. Name. Text,"The name, expressed as text, for this AAA archive party.",,AAA Archive,Party,,Name,,Text,,,,,,3,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,(3036),,,,D11A,Name
145,UN01009168,BBIE,AAA Archive_ Party. Access Rights. Code,"The code specifying this AAA archive party's access rights, such as unlimited, restricted, prohibited.",,AAA Archive,Party,,Access Rights,Access Rights Type,Code,UN02000171,,,,,4,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Access Rights Code
146,UN01009169,BBIE,AAA Archive_ Party. Role. Code,The code specifying the role of this AAA archive party.,,AAA Archive,Party,,Role,Charge Paying_ Party Role,Code,UN02000062,,,,,5,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,(3035),,,,D11A,Role Code
147,UN01009170,BBIE,AAA Archive_ Party. Language. Code,A code specifying a language for this AAA archive party.,,AAA Archive,Party,,Language,Language,Code,UN02000144,,,,,6,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,[3453],,,,D11A,Language Code
148,UN01009211,ABIE,AAA Archive_ Software. Details,Programs and other operating information used by a computer for AAA (Accounting And Audit) archives.,,AAA Archive,Software,,,,,,,,,,,,,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,AAA Archive Software
149,UN01009212,BBIE,AAA Archive_ Software. Author Name. Text,"The author's name, expressed as text, for this AAA archive software program.",,AAA Archive,Software,,Author Name,,Text,,,,,,1,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Author Name
150,UN01009213,BBIE,AAA Archive_ Software. Name. Text,"The name, expressed as text, of this AAA archive software.",,AAA Archive,Software,,Name,,Text,,,,,,2,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Name
151,UN01009214,BBIE,AAA Archive_ Software. Version. Identifier,The identifier of the version of this AAA archive software.,,AAA Archive,Software,,Version,,Identifier,,,,,,3,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Version ID
152,UN01009215,BBIE,AAA Archive_ Software. Revision. Identifier,The identifier of the revision of this AAA archive software.,,AAA Archive,Software,,Revision,,Identifier,,,,,,4,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Revision ID
153,UN01009216,BBIE,AAA Archive_ Software. Latest_ Update. Date Time,"The date, time, date time or other date time value of the latest update of this AAA archive software.",,AAA Archive,Software,Latest,Update,,Date Time,,,,,,5,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Latest Update Date Time
154,UN01009217,ASBIE,AAA Archive_ Software. Provided. AAA Archive_ Certificate,A certificate provided for this AAA archive software.,,AAA Archive,Software,,Provided,,,,AAA Archive,Certificate,,,1,0,unbounded,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D11A,Provided Certificate
155,UN01007811,ABIE,AAA Chart Of Accounts_ Accounting Account Boundary. Details,The lower and upper limits in a series of consecutive accounting accounts in this AAA (Accounting And Audit) chart of accounts.,,AAA Chart Of Accounts,Accounting Account Boundary,,,,,,,,,,,,,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D10A,AAA Chart Of Accounts Accounting Account Boundary
156,UN01007812,BBIE,AAA Chart Of Accounts_ Accounting Account Boundary. First Account Identification. Identifier,The unique identifier for the first account in a series for this AAA chart of accounts accounting account boundary.,,AAA Chart Of Accounts,Accounting Account Boundary,,First Account Identification,,Identifier,,,,,,1,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D10A,First Account ID
157,UN01007813,BBIE,AAA Chart Of Accounts_ Accounting Account Boundary. Last Account Identification. Identifier,The unique identifier for the last account in a series for this AAA chart of accounts accounting account boundary.,,AAA Chart Of Accounts,Accounting Account Boundary,,Last Account Identification,,Identifier,,,,,,2,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D10A,Last Account ID
158,UN01007814,BBIE,AAA Chart Of Accounts_ Accounting Account Boundary. First Sub-Account Identification. Identifier,The unique identifier for the first sub-account in a series for this AAA chart of accounts accounting account boundary.,,AAA Chart Of Accounts,Accounting Account Boundary,,First Sub-Account Identification,,Identifier,,,,,,3,0,1,"Accounting, audit and reporting",,1.0,,,,,,,,,,,,D10A,First Sub-Account ID
