change,unid,acronym,DEN,Definition,Working_comments_and_instructions,Publication_comments,Object_Class_Term_Qualifier(s),Object_Class_Term,Property_Term_Qualifier(s),Property_Term,Datatype_Qualifier(s),Representation_Term,Qualified_Data_Type_UID,Associated_Object_Class_Term_Qualifier(s),Associated_Object_Class,Business_Term(s),Usage_Rule(s),Sequence_Number,Occurrence_Min,Occurrence_Max,Business_Process_Value,Business_Process_Meaning,Business_Process_Class.Schema,Product_Value,Product_Meaning,Product_Class.Schema,Industory_Value,Industory_Meaning,Industory_Class.Schema,Region_(Geo)_Value,Region_(Geo)_Meaning,Region_(Geo)_Class.Schema,Official_Constraints_Value,Official_Constraints_Meaning,Official_Constraints_Class.Schema,Role_Value,Role_Meaning,Role_Class.Schema,Supporting_Role_Value,Supporting_Role_Meaning,Supporting_Role_Class.Schema,System_Constraints_Value,System_Constraints_Meaning,System_Constraints_Class.Schema,"Facets To_restrict_the_set_of_values_of_Content_Component_or_Supplementary_Components",au,av,aw,ax,ay,az,ba,bb,bc,bd,be,bf,bg,bh,Example(s),BIE/CC/DT_Version,Ref_Library_Version,Submitter_Name,Ref_Component_UN_ID,Ref_CR_ID,Unique_submitter_ID,CR_Status_Date,CR_Status,Library_Maintenance_Comment,TDED,Submitted_Definition,Submitter_Comment,Submitted_DEN,Submission_Row_Number,Unique_CC/BIE_ID,CR_Storage_Date,Publication_Refs_--_Source,Persistent_Flag,cb,cc,Short_Name,ce
,UN01009091,BBIE,AAA Archive_ Document. Name. Text,"The name, expressed as text, for this AAA archive document.",,,AAA Archive,Document,,Name,,Text,,,,,,4,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1000,,,,,,,D11A,,,,Name,
,UN01009092,BBIE,AAA Archive_ Document. Purpose. Text,"The purpose, expressed as text, of this AAA archive document.",,,AAA Archive,Document,,Purpose,,Text,,,,,,5,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1160,,,,,,,D11A,,,,Purpose Text,
,UN01009093,BBIE,AAA Archive_ Document. Description. Text,A textual description of this AAA archive document.,,,AAA Archive,Document,,Description,,Text,,,,,,6,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Description,
,UN01009094,BBIE,AAA Archive_ Document. Issue. Date Time,"The date, time, date time or other date time value for the issuance of this AAA archive document.",,,AAA Archive,Document,,Issue,,Date Time,,,,,,7,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-2007,,,,,,,D11A,,,,Issue Date Time,
,UN01009095,BBIE,AAA Archive_ Document. Submission. Date Time,"The date, time, date time or other date time value for the formal submission of this AAA archive document to a receiver by a sender.",,,AAA Archive,Document,,Submission,,Date Time,,,,,,8,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Submission Date Time,
,UN01009096,BBIE,AAA Archive_ Document. Receipt. Date Time,"The date, time, date time or other date time value for the formal receipt of this AAA archive document.",,,AAA Archive,Document,,Receipt,,Date Time,,,,,,9,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Receipt Date Time,
,UN01009097,BBIE,AAA Archive_ Document. Control Requirement. Indicator,The indication of whether or not this AAA archive document has specific control requirements.,,,AAA Archive,Document,,Control Requirement,,Indicator,,,,,,10,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Control Requirement Indicator,
,UN01009098,BBIE,AAA Archive_ Document. Creation. Date Time,"The date, time, date time or other date time value of the creation of this AAA archive document.",,,AAA Archive,Document,,Creation,,Date Time,,,,,,11,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Creation Date Time,
,UN01009099,BBIE,AAA Archive_ Document. Status. Code,A code specifying a status of this AAA archive document.,,,AAA Archive,Document,,Status,Document Status,Code,UN02000025,,,,,12,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1.1,,,,,,,,,-1373,,,,,,,D11A,,,,Status Code,
,UN01009100,BBIE,AAA Archive_ Document. Copy. Indicator,The indication of whether or not this AAA archive document is a copy.,,,AAA Archive,Document,,Copy,,Indicator,,,,,,13,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Copy Indicator,
,UN01009101,BBIE,AAA Archive_ Document. Response. Date Time,"The date, time, date time, or other date time value for a response to this AAA archive document.",,,AAA Archive,Document,,Response,,Date Time,,,,,,14,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Response Date Time,
,UN01009102,BBIE,AAA Archive_ Document. Item Identification. Identifier,The identifier of a specific item in this AAA archive document.,,,AAA Archive,Document,,Item Identification,,Identifier,,,,,,15,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1052,,,,,,,D11A,,,,Item ID,
,UN01009103,BBIE,AAA Archive_ Document. Remarks. Text,"A remark, expressed as text, regarding this AAA archive document.",,,AAA Archive,Document,,Remarks,,Text,,,,,,16,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Remark,
,UN01009104,BBIE,AAA Archive_ Document. Language. Identifier,An identifier for a language used in this AAA archive document.,,,AAA Archive,Document,,Language,,Identifier,,,,,,17,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,[3453],,,,,,,D11A,,,,Language Code,
,UN01009105,BBIE,AAA Archive_ Document. Currency. Code,A code specifying a currency in which monetary amounts are expressed in this AAA archive document.,,,AAA Archive,Document,,Currency,Currency,Code,UN02000004,,,,,18,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,[6345],,,,,,,D11A,,,,Currency Code,
,UN01009106,BBIE,AAA Archive_ Document. Line Count. Numeric,A count of the number of lines in this AAA archive document.,,,AAA Archive,Document,,Line Count,,Numeric,,,,,,19,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Line Count,
,UN01009107,BBIE,AAA Archive_ Document. Line. Identifier,An identifier of a line in this AAA archive document.,,,AAA Archive,Document,,Line,,Identifier,,,,,,20,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1156,,,,,,,D11A,,,,Line ID,
,UN01009108,BBIE,AAA Archive_ Document. Multiple References. Indicator,The indication of whether or not this AAA archive document references multiple other documents.,,,AAA Archive,Document,,Multiple References,,Indicator,,,,,,21,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Multiple References Indicator,
,UN01009109,BBIE,AAA Archive_ Document. Revision. Text,"A revision, expressed as text, for this AAA archive document.",,,AAA Archive,Document,,Revision,,Text,,,,,,22,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Revision Text,
,UN01009110,BBIE,AAA Archive_ Document. Authorization. Text,"The authorization, expressed as text, for this AAA archive document.",,,AAA Archive,Document,,Authorization,,Text,,,,,,23,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Authorization Text,
,UN01009111,BBIE,AAA Archive_ Document. Checksum. Numeric,The number of the checksum for this AAA archive document.,,,AAA Archive,Document,,Checksum,,Numeric,,,,,,24,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Checksum Number,
,UN01009112,BBIE,AAA Archive_ Document. Item. Quantity,A quantity of items in this AAA archive document.,,,AAA Archive,Document,,Item,,Quantity,,,,,,25,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Item Quantity,
,UN01009113,BBIE,AAA Archive_ Document. Acceptance. Date Time,"The date, time, date time or other date time value of the acceptance of this AAA archive document.",,,AAA Archive,Document,,Acceptance,,Date Time,,,,,,26,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-2097,,,,,,,D11A,,,,Acceptance Date Time,
,UN01009114,BBIE,AAA Archive_ Document. Original Required. Quantity,The number of originals required of this AAA archive document.,,,AAA Archive,Document,,Original Required,,Quantity,,,,,,27,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1218,,,,,,,D11A,,,,Original Required Quantity,
,UN01009115,BBIE,AAA Archive_ Document. Copy Required. Quantity,The number of copies required of this AAA archive document.,,,AAA Archive,Document,,Copy Required,,Quantity,,,,,,28,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1220,,,,,,,D11A,,,,Copy Required Quantity,
,UN01009116,BBIE,AAA Archive_ Document. Original Issued. Quantity,The number of originals issued of this AAA archive document.,,,AAA Archive,Document,,Original Issued,,Quantity,,,,,,29,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1067,,,,,,,D11A,,,,Original Issued Quantity,
,UN01009117,BBIE,AAA Archive_ Document. Copy Issued. Quantity,The number of copies issued of this AAA archive document.,,,AAA Archive,Document,,Copy Issued,,Quantity,,,,,,30,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1069,,,,,,,D11A,,,,Copy Issued Quantity,
,UN01009118,BBIE,AAA Archive_ Document. Information. Text,"Information, expressed as text, for this AAA archive document.",,,AAA Archive,Document,,Information,,Text,,,,,,31,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-4142,,,,,,,D11A,,,,Information,
,UN01009119,BBIE,AAA Archive_ Document. Authenticated Original. Indicator,The indication of whether or not this AAA archive document is an authenticated original.,,,AAA Archive,Document,,Authenticated Original,,Indicator,,,,,,32,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-4366,,,,,,,D11A,,,,Authenticated Original Indicator,
,UN01009120,BBIE,AAA Archive_ Document. Disposition. Text,"A disposition, expressed as text, for this AAA archive document.",,,AAA Archive,Document,,Disposition,,Text,,,,,,33,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-4144,,,,,,,D11A,,,,Disposition Text,
,UN01009121,BBIE,AAA Archive_ Document. Electronic Presentation. Indicator,The indication of whether or not this AAA archive document is presented in an electronic format.,,,AAA Archive,Document,,Electronic Presentation,,Indicator,,,,,,34,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Electronic Presentation Indicator,
,UN01009122,BBIE,AAA Archive_ Document. Page. Identifier,An identifier of a page in this AAA archive document.,,,AAA Archive,Document,,Page,,Identifier,,,,,,35,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1212,,,,,,,D11A,,,,Page ID,
,UN01009123,BBIE,AAA Archive_ Document. Total Page. Quantity,The total number of pages of this AAA archive document.,,,AAA Archive,Document,,Total Page,,Quantity,,,,,,36,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-1046,,,,,,,D11A,,,,Total Page Quantity,
,UN01009124,BBIE,AAA Archive_ Document. Revision. Date Time,"The date, time, date time or other date time value for the revision of this AAA archive document.",,,AAA Archive,Document,,Revision,,Date Time,,,,,,37,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Revision Date Time,
,UN01009125,BBIE,AAA Archive_ Document. Rejection Reason. Text,"A reason, expressed as text, for the rejection of this AAA archive document.",,,AAA Archive,Document,,Rejection Reason,,Text,,,,,,38,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-4308,,,,,,,D11A,,,,Rejection Reason Text,
,UN01009126,BBIE,AAA Archive_ Document. Cancellation Reason. Text,"A reason, expressed as text, for the cancellation of this AAA archive document.",,,AAA Archive,Document,,Cancellation Reason,,Text,,,,,,39,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Cancellation Reason Text,
,UN01009127,BBIE,AAA Archive_ Document. Cancellation. Date Time,"The date, time, date time, or other date time value of a cancellation of this AAA archive document.",,,AAA Archive,Document,,Cancellation,,Date Time,,,,,,40,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,-2095,,,,,,,D11A,,,,Cancellation Date Time,
,UN01009128,BBIE,AAA Archive_ Document. Sequence. Identifier,An identifier for the sequence of this AAA archive document.,,,AAA Archive,Document,,Sequence,,Identifier,,,,,,41,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Sequence ID,
,UN01009129,BBIE,AAA Archive_ Document. Section Name. Text,"A section name, expressed as text, for this AAA archive document.",,,AAA Archive,Document,,Section Name,,Text,,,,,,42,0,unbounded,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Section Name,
,UN01009130,BBIE,AAA Archive_ Document. External. Identifier,"The identifier for this AAA archive document which is external to the document itself, such as the document reference number on an envelope.",,,AAA Archive,Document,,External,,Identifier,,,,,,43,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,External ID,
,UN01009131,BBIE,AAA Archive_ Document. First Version Issue. Date Time,"The date, time, date time or other date time value when the first version of this AAA archive document was issued.",,,AAA Archive,Document,,First Version Issue,,Date Time,,,,,,44,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,First Version Issue Date Time,
,UN01009132,BBIE,AAA Archive_ Document. Examined. Indicator,The indication of whether or not this AAA archive document has been examined.,,,AAA Archive,Document,,Examined,,Indicator,,,,,,45,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Examined Indicator,
,UN01009133,BBIE,AAA Archive_ Document. Verified. Indicator,The indication of whether or not this AAA archive document has been verified.,,,AAA Archive,Document,,Verified,,Indicator,,,,,,46,0,1,"Accounting, audit and reporting",,,"Accounting, audit and reporting, Accounting entry",,,In All Contexts,,,In All Contexts,,,None,,,In All Contexts,,,In All Contexts,,,In All Contexts,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,D11A,,,,Verified Indicator,
